am,lf,evalue
411293,TRINITY_DN11157_c0_g1,1e-140
411294,TRINITY_DN12917_c0_g1,2e-125
411295,TRINITY_DN31912_c0_g1,3e-163
408980,TRINITY_DN9757_c0_g1,4e-144
408981,TRINITY_DN7614_c0_g1,3e-148
408982,TRINITY_DN10419_c0_g1,1e-131
408983,TRINITY_DN8768_c0_g1,0.0
100577196,TRINITY_DN9165_c0_g1,6e-154
411296,TRINITY_DN23349_c0_g1,5e-120
408984,TRINITY_DN10163_c0_g1,3e-65
102656398,TRINITY_DN13539_c0_g1,3e-21
726934,TRINITY_DN10551_c0_g1,4e-144
411297,TRINITY_DN13932_c0_g1,1e-66
411298,TRINITY_DN28155_c0_g1,3e-69
408985,TRINITY_DN13629_c0_g1,5e-24
408986,TRINITY_DN7273_c0_g1,2e-172
102656708,TRINITY_DN25323_c0_g1,1e-24
100578230,TRINITY_DN6964_c0_g2,1e-20
100578770,TRINITY_DN15673_c0_g1,8e-65
408987,TRINITY_DN1497_c0_g1,0.0
408987,TRINITY_DN1497_c0_g1,3e-39
408987,TRINITY_DN1497_c0_g1,2e-18
408987,TRINITY_DN1497_c0_g1,6e-08
408987,TRINITY_DN1497_c0_g1,8e-06
411744,TRINITY_DN13962_c1_g1,0.0
100578494,TRINITY_DN1734_c0_g2,9e-25
409186,TRINITY_DN5218_c0_g2,0.0
552359,TRINITY_DN7607_c0_g3,3e-57
100187709,TRINITY_DN7607_c0_g3,7e-81
552384,TRINITY_DN7151_c0_g1,0.0
726765,TRINITY_DN14925_c0_g1,1e-145
412815,TRINITY_DN14053_c2_g8,0.0
412272,TRINITY_DN14053_c2_g8,5e-156
409409,TRINITY_DN3064_c0_g1,8e-103
409073,TRINITY_DN19708_c0_g1,0.0
410012,TRINITY_DN7083_c0_g1,7e-130
552487,TRINITY_DN1449_c0_g2,2e-149
552499,TRINITY_DN9789_c0_g1,1e-172
551264,TRINITY_DN11634_c0_g1,4e-130
551093,TRINITY_DN12872_c0_g1,0.0
552514,TRINITY_DN5143_c0_g1,1e-104
552524,TRINITY_DN9432_c0_g2,1e-131
552546,TRINITY_DN15953_c0_g1,1e-61
552561,TRINITY_DN37885_c0_g1,2e-57
411491,TRINITY_DN9044_c0_g1,0.0
100576167,TRINITY_DN20151_c0_g1,3e-16
726553,TRINITY_DN36044_c0_g1,2e-13
726535,TRINITY_DN9922_c0_g1,7e-67
411490,TRINITY_DN10580_c1_g1,0.0
100576355,TRINITY_DN9727_c0_g1,2e-24
411299,TRINITY_DN13839_c1_g1,0.0
408988,TRINITY_DN13992_c1_g1,5e-163
552643,TRINITY_DN10252_c1_g1,0.0
726361,TRINITY_DN11501_c0_g2,4e-43
411301,TRINITY_DN11023_c0_g1,0.0
100579006,TRINITY_DN25214_c0_g1,8e-11
726289,TRINITY_DN14167_c1_g1,5e-168
552674,TRINITY_DN13821_c1_g2,3e-95
409790,TRINITY_DN11681_c0_g1,6e-55
552693,TRINITY_DN12240_c0_g1,0.0
726215,TRINITY_DN147_c0_g1,2e-94
409357,TRINITY_DN10020_c0_g1,0.0
408989,TRINITY_DN11654_c0_g5,0.0
411303,TRINITY_DN13735_c0_g1,2e-177
726079,TRINITY_DN9931_c0_g1,6e-114
408990,TRINITY_DN11894_c1_g1,8e-158
408991,TRINITY_DN12255_c0_g1,0.0
552749,TRINITY_DN11408_c1_g1,0.0
408992,TRINITY_DN9596_c0_g1,0.0
411304,TRINITY_DN11114_c0_g1,0.0
411305,TRINITY_DN11114_c0_g1,5e-173
411306,TRINITY_DN12807_c0_g1,5e-48
552778,TRINITY_DN14105_c0_g1,1e-120
725766,TRINITY_DN10321_c0_g1,2e-65
411845,TRINITY_DN12434_c0_g2,2e-172
411846,TRINITY_DN12434_c0_g1,0.0
409231,TRINITY_DN3563_c0_g1,1e-152
409232,TRINITY_DN11043_c0_g1,2e-119
725634,TRINITY_DN9817_c0_g1,3e-168
552793,TRINITY_DN13282_c0_g1,0.0
411503,TRINITY_DN13888_c0_g1,0.0
552798,TRINITY_DN13182_c0_g1,0.0
411307,TRINITY_DN7714_c0_g2,0.0
552803,TRINITY_DN11210_c0_g1,4e-61
406123,TRINITY_DN10102_c0_g2,0.0
725336,TRINITY_DN5178_c0_g3,0.0
102654928,TRINITY_DN5788_c0_g2,2e-12
102654868,TRINITY_DN36802_c0_g1,2e-06
102654811,TRINITY_DN5036_c0_g1,6e-11
724479,TRINITY_DN895_c0_g1,3e-14
102655047,TRINITY_DN12598_c0_g1,5e-14
102655087,TRINITY_DN4086_c0_g1,1e-15
102655087,TRINITY_DN4086_c0_g1,2e-07
102655129,TRINITY_DN4230_c0_g1,1e-13
102655129,TRINITY_DN4230_c0_g1,2e-11
102655129,TRINITY_DN4230_c0_g1,6e-09
100576534,TRINITY_DN895_c0_g1,1e-23
100576534,TRINITY_DN895_c0_g1,2e-08
102655188,TRINITY_DN895_c0_g1,4e-07
100578093,TRINITY_DN5788_c0_g2,3e-10
102654585,TRINITY_DN32095_c0_g1,2e-13
102654541,TRINITY_DN33778_c0_g1,5e-46
724178,TRINITY_DN3364_c0_g1,4e-78
724138,TRINITY_DN5224_c0_g1,1e-104
413242,TRINITY_DN6175_c0_g1,0.0
410246,TRINITY_DN9113_c1_g1,0.0
408304,TRINITY_DN3758_c0_g1,0.0
100576134,TRINITY_DN11461_c0_g1,1e-102
410245,TRINITY_DN12989_c0_g2,0.0
410244,TRINITY_DN20273_c0_g1,5e-24
724498,TRINITY_DN12783_c0_g1,0.0
408264,TRINITY_DN9113_c1_g1,0.0
724640,TRINITY_DN14585_c0_g1,3e-82
724765,TRINITY_DN336_c0_g1,2e-14
724765,TRINITY_DN336_c0_g1,5e-06
412475,TRINITY_DN13427_c0_g1,7e-21
412476,TRINITY_DN15489_c0_g1,2e-78
724485,TRINITY_DN7333_c0_g1,2e-62
724285,TRINITY_DN14054_c2_g16,2e-97
413509,TRINITY_DN13097_c0_g1,0.0
413510,TRINITY_DN12941_c2_g1,0.0
102656656,TRINITY_DN12288_c0_g1,0.0
100576247,TRINITY_DN36091_c0_g2,0.0
724542,TRINITY_DN12435_c0_g2,0.0
408303,TRINITY_DN6320_c0_g2,8e-155
410241,TRINITY_DN921_c0_g1,1e-144
408305,TRINITY_DN9740_c0_g1,0.0
410247,TRINITY_DN2991_c0_g1,4e-156
408306,TRINITY_DN13582_c1_g2,0.0
100578068,TRINITY_DN3084_c0_g1,3e-73
724683,TRINITY_DN6747_c0_g3,1e-98
413464,TRINITY_DN7336_c1_g1,0.0
409920,TRINITY_DN9064_c0_g1,5e-104
413605,TRINITY_DN6881_c0_g1,1e-144
410015,TRINITY_DN8438_c0_g1,0.0
100577149,TRINITY_DN8883_c1_g1,5e-179
724838,TRINITY_DN9167_c0_g1,4e-113
724838,TRINITY_DN9167_c0_g1,2e-57
724838,TRINITY_DN9167_c0_g1,7e-54
100576781,TRINITY_DN7941_c0_g1,2e-27
409847,TRINITY_DN7941_c0_g1,5e-158
413270,TRINITY_DN9972_c0_g1,1e-108
413270,TRINITY_DN9972_c0_g1,6e-38
413270,TRINITY_DN9972_c0_g1,3e-30
725046,TRINITY_DN7342_c0_g1,0.0
413271,TRINITY_DN23899_c0_g1,6e-123
409849,TRINITY_DN11973_c0_g1,0.0
725107,TRINITY_DN5060_c0_g1,4e-70
409723,TRINITY_DN1328_c0_g1,2e-58
725191,TRINITY_DN5668_c0_g1,5e-45
100576565,TRINITY_DN5555_c0_g1,6e-87
550906,TRINITY_DN3939_c0_g1,6e-56
413101,TRINITY_DN9638_c0_g1,0.0
724150,TRINITY_DN29185_c0_g1,0.0
410006,TRINITY_DN28101_c0_g1,4e-107
100577328,TRINITY_DN13646_c2_g2,3e-180
409868,TRINITY_DN13847_c0_g1,0.0
409869,TRINITY_DN6133_c0_g1,0.0
100577027,TRINITY_DN36359_c0_g1,0.0
409668,TRINITY_DN13622_c0_g1,3e-93
409669,TRINITY_DN7913_c0_g1,2e-121
409670,TRINITY_DN12125_c0_g1,0.0
552333,TRINITY_DN8887_c0_g1,0.0
411414,TRINITY_DN11251_c0_g1,6e-38
411414,TRINITY_DN11251_c0_g1,4e-37
411414,TRINITY_DN11251_c0_g1,1e-20
411414,TRINITY_DN11251_c0_g1,1e-10
412782,TRINITY_DN13160_c0_g2,1e-120
725192,TRINITY_DN18620_c0_g1,8e-114
412101,TRINITY_DN13786_c0_g1,2e-28
412101,TRINITY_DN13786_c0_g1,2e-15
412101,TRINITY_DN13786_c0_g1,3e-13
412101,TRINITY_DN13786_c0_g1,2e-11
412101,TRINITY_DN13786_c0_g1,2e-07
412101,TRINITY_DN13786_c0_g1,5e-07
724995,TRINITY_DN9260_c1_g1,8e-123
724951,TRINITY_DN9260_c1_g1,3e-97
724907,TRINITY_DN9260_c1_g1,5e-111
412863,TRINITY_DN925_c0_g1,2e-90
412864,TRINITY_DN10334_c0_g1,4e-68
552330,TRINITY_DN11687_c0_g2,0.0
726427,TRINITY_DN13660_c0_g1,6e-93
727505,TRINITY_DN14194_c0_g6,2e-79
100578132,TRINITY_DN2748_c0_g2,0.0
550711,TRINITY_DN14369_c2_g1,0.0
552392,TRINITY_DN15051_c1_g1,0.0
410158,TRINITY_DN3138_c0_g2,0.0
100578754,TRINITY_DN925_c0_g1,0.0
726241,TRINITY_DN13553_c0_g1,0.0
412602,TRINITY_DN12705_c0_g1,0.0
412602,TRINITY_DN12705_c0_g1,4e-42
412602,TRINITY_DN12705_c0_g1,2e-05
551757,TRINITY_DN7991_c0_g1,2e-34
409056,TRINITY_DN11338_c0_g2,0.0
551814,TRINITY_DN13096_c0_g4,5e-40
551814,TRINITY_DN13096_c0_g4,1e-09
551840,TRINITY_DN1667_c0_g1,1e-149
551864,TRINITY_DN9322_c0_g1,4e-121
725611,TRINITY_DN6100_c0_g1,0.0
725653,TRINITY_DN13935_c4_g1,3e-95
412526,TRINITY_DN459_c0_g1,0.0
725685,TRINITY_DN9605_c0_g1,0.0
551980,TRINITY_DN9794_c0_g1,0.0
409057,TRINITY_DN12774_c0_g1,3e-172
411417,TRINITY_DN11655_c0_g1,0.0
102656372,TRINITY_DN3001_c0_g1,7e-151
552134,TRINITY_DN10707_c0_g1,8e-65
725948,TRINITY_DN8890_c0_g1,1e-86
725983,TRINITY_DN9374_c0_g1,0.0
102656841,TRINITY_DN28949_c0_g1,2e-96
412937,TRINITY_DN8240_c0_g1,0.0
412035,TRINITY_DN9777_c0_g1,0.0
552225,TRINITY_DN11678_c0_g1,0.0
552246,TRINITY_DN11376_c0_g1,0.0
412431,TRINITY_DN14198_c0_g1,0.0
413749,TRINITY_DN13158_c2_g3,0.0
727029,TRINITY_DN14168_c4_g2,0.0
727023,TRINITY_DN5035_c0_g1,1e-145
412310,TRINITY_DN11481_c0_g1,6e-93
409525,TRINITY_DN13443_c3_g1,0.0
726199,TRINITY_DN10572_c0_g1,5e-115
726179,TRINITY_DN7271_c0_g1,8e-12
726179,TRINITY_DN7271_c0_g1,1e-07
726179,TRINITY_DN7271_c0_g1,2e-05
726179,TRINITY_DN7271_c0_g1,4e-05
552518,TRINITY_DN36517_c0_g1,3e-61
100577331,TRINITY_DN11599_c0_g1,7e-08
100577331,TRINITY_DN11599_c0_g1,1e-07
100577331,TRINITY_DN11599_c0_g1,2e-07
100577331,TRINITY_DN11599_c0_g1,4e-05
410229,TRINITY_DN6196_c0_g1,0.0
410229,TRINITY_DN6196_c0_g1,2e-21
410229,TRINITY_DN6196_c0_g1,3e-16
410229,TRINITY_DN6196_c0_g1,1e-05
726469,TRINITY_DN8077_c0_g1,0.0
410231,TRINITY_DN6808_c0_g2,1e-164
410231,TRINITY_DN6808_c0_g2,7e-06
410231,TRINITY_DN6808_c0_g2,1e-04
726453,TRINITY_DN9051_c0_g2,4e-69
100576957,TRINITY_DN29179_c0_g1,4e-15
410233,TRINITY_DN12932_c0_g1,0.0
410234,TRINITY_DN9519_c0_g1,0.0
408302,TRINITY_DN2771_c0_g1,0.0
412302,TRINITY_DN9991_c0_g1,2e-137
552144,TRINITY_DN13142_c0_g1,0.0
726540,TRINITY_DN13801_c0_g2,0.0
552501,TRINITY_DN32452_c0_g1,1e-134
412093,TRINITY_DN7201_c0_g2,0.0
552526,TRINITY_DN9639_c0_g1,0.0
412638,TRINITY_DN11284_c0_g2,0.0
100578341,TRINITY_DN8811_c0_g1,1e-30
412094,TRINITY_DN10025_c1_g1,2e-161
726627,TRINITY_DN13923_c0_g2,1e-104
725675,TRINITY_DN13923_c0_g2,5e-110
412598,TRINITY_DN13923_c0_g2,0.0
551153,TRINITY_DN5550_c0_g1,3e-171
725603,TRINITY_DN10229_c0_g1,1e-95
725562,TRINITY_DN10165_c0_g1,0.0
726219,TRINITY_DN7145_c0_g1,1e-15
412749,TRINITY_DN12560_c0_g3,0.0
551463,TRINITY_DN9557_c0_g1,2e-128
412710,TRINITY_DN7198_c0_g1,2e-123
726265,TRINITY_DN10155_c0_g1,5e-112
550685,TRINITY_DN9963_c0_g1,0.0
100577401,TRINITY_DN11313_c1_g1,0.0
100577401,TRINITY_DN11313_c1_g1,2e-10
410225,TRINITY_DN8041_c0_g1,0.0
410226,TRINITY_DN3637_c0_g2,2e-128
410227,TRINITY_DN13964_c0_g3,2e-147
550998,TRINITY_DN9824_c0_g1,0.0
410228,TRINITY_DN18761_c0_g1,0.0
410239,TRINITY_DN10605_c0_g1,0.0
410239,TRINITY_DN10605_c0_g1,5e-94
726063,TRINITY_DN13386_c2_g1,0.0
410238,TRINITY_DN7343_c0_g1,4e-127
725880,TRINITY_DN680_c0_g1,4e-05
726016,TRINITY_DN8493_c0_g1,2e-45
408301,TRINITY_DN5228_c0_g1,1e-165
100577466,TRINITY_DN14170_c0_g2,2e-59
410237,TRINITY_DN14170_c0_g1,0.0
410237,TRINITY_DN14170_c0_g1,4e-06
410236,TRINITY_DN12246_c0_g3,0.0
410235,TRINITY_DN6808_c0_g2,2e-157
410235,TRINITY_DN6808_c0_g2,3e-06
412306,TRINITY_DN36008_c0_g1,5e-144
102655967,TRINITY_DN6129_c0_g2,0.0
409427,TRINITY_DN13617_c0_g2,0.0
412305,TRINITY_DN13617_c0_g2,0.0
412304,TRINITY_DN14929_c0_g1,2e-114
551499,TRINITY_DN10483_c0_g1,0.0
409497,TRINITY_DN12963_c0_g1,0.0
102656116,TRINITY_DN7398_c0_g2,3e-29
725612,TRINITY_DN9816_c0_g1,0.0
100578811,TRINITY_DN36073_c0_g1,9e-09
725577,TRINITY_DN5943_c0_g1,2e-152
725536,TRINITY_DN11936_c0_g1,1e-50
551589,TRINITY_DN4727_c0_g1,7e-135
551589,TRINITY_DN4727_c0_g1,3e-16
411691,TRINITY_DN11992_c0_g1,2e-156
724839,TRINITY_DN8565_c0_g1,4e-68
409159,TRINITY_DN11690_c0_g1,0.0
413995,TRINITY_DN7848_c0_g1,0.0
100577877,TRINITY_DN8791_c0_g1,1e-146
102656803,TRINITY_DN20115_c0_g1,8e-53
412607,TRINITY_DN13955_c8_g2,0.0
412607,TRINITY_DN13955_c8_g2,5e-105
725193,TRINITY_DN11848_c0_g1,0.0
409876,TRINITY_DN9699_c0_g2,0.0
551726,TRINITY_DN18913_c0_g1,0.0
551756,TRINITY_DN12548_c0_g1,0.0
551787,TRINITY_DN11349_c0_g1,0.0
724141,TRINITY_DN12549_c0_g1,1e-77
409472,TRINITY_DN3114_c0_g1,0.0
413683,TRINITY_DN2781_c0_g1,0.0
410024,TRINITY_DN12503_c0_g1,1e-106
410023,TRINITY_DN12503_c0_g2,2e-147
551733,TRINITY_DN14085_c1_g1,0.0
413702,TRINITY_DN14162_c0_g1,0.0
724486,TRINITY_DN11634_c0_g1,4e-114
413544,TRINITY_DN6826_c0_g1,0.0
724499,TRINITY_DN13242_c0_g1,4e-41
409903,TRINITY_DN36104_c0_g1,1e-63
102655239,TRINITY_DN11006_c0_g2,3e-14
412569,TRINITY_DN9754_c0_g2,0.0
409532,TRINITY_DN8579_c0_g1,0.0
100577192,TRINITY_DN68_c0_g1,3e-81
412233,TRINITY_DN13697_c1_g1,0.0
100577343,TRINITY_DN13697_c1_g1,2e-145
551488,TRINITY_DN13697_c1_g1,1e-134
551516,TRINITY_DN13697_c1_g1,2e-132
727266,TRINITY_DN8073_c0_g1,2e-128
411711,TRINITY_DN8602_c0_g1,0.0
551666,TRINITY_DN12296_c0_g1,0.0
412363,TRINITY_DN11481_c0_g1,4e-143
727285,TRINITY_DN7347_c0_g1,0.0
550885,TRINITY_DN9590_c0_g1,0.0
412055,TRINITY_DN12156_c0_g1,0.0
550726,TRINITY_DN18621_c0_g1,7e-133
410001,TRINITY_DN9458_c0_g1,1e-159
410001,TRINITY_DN9458_c0_g1,1e-120
100578824,TRINITY_DN36936_c0_g1,1e-44
725241,TRINITY_DN13786_c0_g1,2e-43
725241,TRINITY_DN13786_c0_g1,3e-09
725241,TRINITY_DN13786_c0_g1,2e-05
412627,TRINITY_DN6495_c0_g1,0.0
409548,TRINITY_DN9251_c0_g1,0.0
725142,TRINITY_DN680_c0_g1,2e-09
100578852,TRINITY_DN13312_c0_g1,0.0
409390,TRINITY_DN8942_c0_g2,0.0
100578890,TRINITY_DN964_c0_g2,2e-29
100578011,TRINITY_DN12432_c0_g1,0.0
551210,TRINITY_DN13245_c0_g1,5e-50
410222,TRINITY_DN35913_c0_g1,2e-69
410222,TRINITY_DN35913_c0_g1,5e-53
410222,TRINITY_DN35913_c0_g1,4e-07
551282,TRINITY_DN13456_c0_g2,1e-156
409395,TRINITY_DN13022_c0_g1,0.0
411612,TRINITY_DN7707_c0_g1,0.0
102655127,TRINITY_DN13277_c0_g1,4e-128
412508,TRINITY_DN12093_c0_g1,0.0
102655156,TRINITY_DN10347_c0_g1,8e-53
100579031,TRINITY_DN6442_c0_g1,1e-06
411506,TRINITY_DN1426_c0_g1,5e-20
551498,TRINITY_DN12238_c1_g1,0.0
411754,TRINITY_DN14196_c5_g9,0.0
100576099,TRINITY_DN10949_c1_g1,1e-97
409191,TRINITY_DN14044_c0_g1,0.0
724457,TRINITY_DN9759_c0_g1,4e-109
410223,TRINITY_DN4969_c0_g1,1e-155
408299,TRINITY_DN12766_c0_g1,0.0
724333,TRINITY_DN4627_c0_g2,0.0
551706,TRINITY_DN10171_c0_g1,5e-88
724241,TRINITY_DN6406_c1_g1,2e-47
100576140,TRINITY_DN6406_c0_g1,2e-66
551763,TRINITY_DN8774_c0_g1,0.0
551794,TRINITY_DN25042_c0_g1,3e-93
724151,TRINITY_DN11032_c0_g1,6e-166
551844,TRINITY_DN4910_c0_g2,2e-118
725578,TRINITY_DN11616_c0_g2,1e-29
552639,TRINITY_DN8104_c0_g1,2e-50
725654,TRINITY_DN3743_c0_g1,0.0
725686,TRINITY_DN7453_c0_g1,3e-39
100577844,TRINITY_DN7453_c0_g2,2e-40
725749,TRINITY_DN33980_c0_g1,3e-37
102654069,TRINITY_DN23698_c0_g1,1e-70
100578641,TRINITY_DN36505_c0_g1,5e-69
100577949,TRINITY_DN5744_c0_g2,8e-40
725886,TRINITY_DN12625_c0_g1,2e-18
725886,TRINITY_DN12625_c0_g1,6e-15
725886,TRINITY_DN12625_c0_g1,2e-12
725886,TRINITY_DN12625_c0_g1,6e-09
411854,TRINITY_DN11561_c0_g1,0.0
725949,TRINITY_DN9100_c0_g1,0.0
725949,TRINITY_DN9100_c0_g1,9e-88
552722,TRINITY_DN19219_c0_g1,3e-169
552728,TRINITY_DN6734_c0_g1,2e-168
552734,TRINITY_DN11594_c0_g1,0.0
412916,TRINITY_DN3709_c0_g1,0.0
726120,TRINITY_DN5865_c0_g2,3e-28
409673,TRINITY_DN10810_c0_g1,0.0
409672,TRINITY_DN2332_c0_g1,0.0
726200,TRINITY_DN31825_c0_g1,2e-92
726244,TRINITY_DN6507_c0_g1,1e-85
100577493,TRINITY_DN13379_c1_g1,0.0
412914,TRINITY_DN6813_c0_g1,0.0
409671,TRINITY_DN8064_c0_g1,0.0
412913,TRINITY_DN31640_c0_g1,2e-119
726345,TRINITY_DN14030_c0_g1,1e-34
100577602,TRINITY_DN14030_c0_g1,0.0
409119,TRINITY_DN15203_c0_g1,3e-155
411591,TRINITY_DN13084_c1_g1,0.0
725681,TRINITY_DN12024_c0_g1,0.0
724119,TRINITY_DN36707_c0_g1,0.0
724152,TRINITY_DN14131_c0_g1,2e-96
410220,TRINITY_DN13766_c2_g1,0.0
102655479,TRINITY_DN7241_c0_g1,7e-09
551360,TRINITY_DN9542_c0_g1,0.0
100578744,TRINITY_DN4939_c0_g1,9e-118
100578744,TRINITY_DN4939_c0_g1,4e-46
410190,TRINITY_DN8730_c0_g1,0.0
408280,TRINITY_DN11057_c0_g1,3e-35
726611,TRINITY_DN10775_c0_g1,2e-19
100578448,TRINITY_DN5762_c0_g1,2e-08
102655420,TRINITY_DN27518_c0_g1,2e-12
551496,TRINITY_DN6348_c0_g1,6e-37
726546,TRINITY_DN6827_c0_g1,4e-47
409648,TRINITY_DN11435_c0_g1,1e-21
412870,TRINITY_DN6827_c0_g1,8e-122
551587,TRINITY_DN11097_c0_g1,5e-131
409649,TRINITY_DN10050_c0_g1,0.0
409650,TRINITY_DN12345_c0_g1,0.0
726470,TRINITY_DN12805_c0_g1,0.0
100577980,TRINITY_DN28565_c0_g1,6e-162
100577981,TRINITY_DN12189_c0_g1,0.0
726414,TRINITY_DN12881_c0_g1,1e-124
551793,TRINITY_DN13107_c0_g1,0.0
100577856,TRINITY_DN14248_c5_g16,2e-137
100577856,TRINITY_DN14248_c5_g16,1e-61
552069,TRINITY_DN14248_c5_g16,0.0
413924,TRINITY_DN3635_c0_g1,1e-136
410122,TRINITY_DN3635_c0_g1,0.0
726273,TRINITY_DN23441_c0_g1,0.0
413925,TRINITY_DN785_c0_g1,0.0
726321,TRINITY_DN5545_c0_g1,1e-69
102656594,TRINITY_DN7525_c0_g1,2e-50
726268,TRINITY_DN20273_c0_g1,4e-06
726201,TRINITY_DN4826_c0_g1,6e-95
410191,TRINITY_DN12286_c0_g1,0.0
100577138,TRINITY_DN6724_c0_g1,0.0
102655756,TRINITY_DN13443_c5_g2,4e-20
100577004,TRINITY_DN12731_c1_g1,0.0
100576963,TRINITY_DN9648_c0_g1,0.0
410194,TRINITY_DN5617_c0_g1,0.0
726017,TRINITY_DN586_c0_g1,0.0
413504,TRINITY_DN14168_c4_g1,0.0
725950,TRINITY_DN12735_c0_g2,0.0
406120,TRINITY_DN23652_c0_g1,3e-39
412328,TRINITY_DN5982_c0_g1,4e-51
725977,TRINITY_DN11750_c0_g1,6e-100
102654029,TRINITY_DN8751_c0_g1,4e-54
725854,TRINITY_DN2813_c0_g2,6e-138
552469,TRINITY_DN11292_c0_g1,8e-117
412034,TRINITY_DN7054_c0_g1,7e-173
551143,TRINITY_DN3231_c0_g2,0.0
725613,TRINITY_DN28380_c0_g1,3e-126
725579,TRINITY_DN487_c0_g1,0.0
413792,TRINITY_DN7173_c0_g1,1e-168
411366,TRINITY_DN9812_c0_g1,4e-109
726983,TRINITY_DN10879_c0_g1,7e-178
726977,TRINITY_DN11169_c0_g1,6e-82
726977,TRINITY_DN11169_c0_g1,5e-47
551372,TRINITY_DN11169_c0_g1,9e-79
727298,TRINITY_DN5600_c0_g1,0.0
727298,TRINITY_DN5600_c0_g1,4e-57
552360,TRINITY_DN13953_c0_g1,0.0
409315,TRINITY_DN10327_c0_g1,0.0
725538,TRINITY_DN909_c0_g2,1e-51
552097,TRINITY_DN909_c0_g1,3e-78
408284,TRINITY_DN5126_c0_g1,0.0
725422,TRINITY_DN10209_c0_g1,0.0
725389,TRINITY_DN7332_c0_g1,5e-156
725350,TRINITY_DN11163_c0_g1,7e-121
102656008,TRINITY_DN13384_c0_g1,7e-27
408285,TRINITY_DN10773_c0_g1,0.0
102656107,TRINITY_DN11329_c0_g1,3e-157
412198,TRINITY_DN13896_c0_g1,0.0
552253,TRINITY_DN11977_c0_g1,0.0
552275,TRINITY_DN5716_c0_g1,4e-142
552275,TRINITY_DN5716_c0_g1,4e-47
410068,TRINITY_DN4822_c0_g1,1e-81
677676,TRINITY_DN13850_c0_g1,3e-32
725048,TRINITY_DN13850_c0_g1,0.0
724996,TRINITY_DN13850_c0_g1,1e-79
100578797,TRINITY_DN5762_c0_g1,1e-05
100578769,TRINITY_DN9553_c0_g1,5e-22
100578731,TRINITY_DN9491_c0_g3,5e-31
410201,TRINITY_DN13290_c0_g1,0.0
410200,TRINITY_DN10914_c0_g2,2e-106
102655329,TRINITY_DN11176_c1_g3,2e-180
410172,TRINITY_DN14227_c0_g1,0.0
100577102,TRINITY_DN10738_c0_g1,5e-61
724626,TRINITY_DN10826_c0_g1,3e-41
100577069,TRINITY_DN10720_c0_g2,1e-08
414048,TRINITY_DN11543_c0_g1,0.0
410171,TRINITY_DN14056_c0_g2,0.0
408282,TRINITY_DN13262_c0_g1,0.0
408282,TRINITY_DN13262_c0_g1,4e-55
410195,TRINITY_DN4772_c0_g1,0.0
102654612,TRINITY_DN11370_c0_g1,0.0
100576915,TRINITY_DN11370_c0_g2,1e-104
408283,TRINITY_DN13655_c4_g3,0.0
410197,TRINITY_DN12274_c0_g1,0.0
410198,TRINITY_DN10019_c0_g1,4e-148
411577,TRINITY_DN14176_c0_g3,0.0
410170,TRINITY_DN12844_c0_g3,0.0
408286,TRINITY_DN14119_c3_g1,0.0
726668,TRINITY_DN14119_c3_g1,7e-177
408288,TRINITY_DN14119_c5_g1,0.0
552658,TRINITY_DN13691_c0_g1,0.0
552663,TRINITY_DN13691_c0_g1,1e-156
100577672,TRINITY_DN8882_c0_g2,0.0
552682,TRINITY_DN23296_c0_g1,1e-89
102656356,TRINITY_DN36598_c0_g1,2e-17
102656356,TRINITY_DN36598_c0_g1,1e-06
410202,TRINITY_DN8675_c0_g1,1e-141
410203,TRINITY_DN13872_c12_g1,0.0
726488,TRINITY_DN93_c0_g1,0.0
551497,TRINITY_DN8333_c0_g1,1e-108
100577423,TRINITY_DN12796_c0_g1,0.0
409499,TRINITY_DN12796_c0_g1,0.0
551588,TRINITY_DN12796_c0_g1,9e-169
726389,TRINITY_DN12228_c0_g1,9e-142
100577308,TRINITY_DN16141_c0_g1,1e-114
100576572,TRINITY_DN5772_c0_g1,0.0
726272,TRINITY_DN14165_c0_g1,0.0
726272,TRINITY_DN14165_c0_g1,1e-33
726272,TRINITY_DN14165_c0_g1,5e-31
408291,TRINITY_DN8253_c0_g1,0.0
100576462,TRINITY_DN71_c0_g1,8e-54
410207,TRINITY_DN5001_c0_g1,0.0
410206,TRINITY_DN14018_c0_g2,0.0
410205,TRINITY_DN10289_c0_g1,0.0
726121,TRINITY_DN13443_c5_g2,1e-124
410204,TRINITY_DN14156_c9_g9,0.0
551967,TRINITY_DN912_c0_g1,1e-96
550651,TRINITY_DN5876_c0_g1,0.0
551986,TRINITY_DN12281_c0_g1,6e-104
552015,TRINITY_DN12281_c1_g1,0.0
552042,TRINITY_DN10657_c0_g1,6e-138
411786,TRINITY_DN12577_c0_g1,0.0
550791,TRINITY_DN12141_c0_g1,3e-130
411785,TRINITY_DN10635_c0_g1,2e-97
409201,TRINITY_DN6939_c0_g1,6e-149
552143,TRINITY_DN23594_c0_g1,2e-99
552169,TRINITY_DN31961_c0_g1,0.0
409552,TRINITY_DN4738_c0_g1,5e-96
552189,TRINITY_DN10300_c0_g1,0.0
410208,TRINITY_DN8180_c0_g1,0.0
408292,TRINITY_DN10393_c0_g1,0.0
410209,TRINITY_DN15472_c0_g1,2e-86
410209,TRINITY_DN15472_c0_g1,1e-21
100576217,TRINITY_DN28780_c0_g1,3e-07
552276,TRINITY_DN7517_c0_g1,0.0
408293,TRINITY_DN10380_c0_g1,0.0
408294,TRINITY_DN9470_c0_g1,0.0
