am,bt,evalue
412091,100650487,0.0
724718,100650366,0.0
552401,100650119,0.0
552414,100647625,0.0
724315,100650001,0.0
552433,100650108,2e-99
552433,100650108,9e-91
724395,105666060,1e-107
552462,100649581,2e-133
102655945,100647384,0.0
724520,100649456,0.0
409020,100647267,0.0
409020,100647267,3e-07
409020,100647267,7e-07
409020,100647267,7e-06
102656198,100649336,0.0
102656158,105666045,7e-48
100576640,100649216,0.0
409515,100648828,0.0
100576876,100648640,0.0
409018,100649642,0.0
409018,100649642,5e-90
409018,100649642,1e-72
409018,100649642,1e-23
409018,100649642,1e-21
409018,100649642,1e-19
409018,100649642,3e-17
409018,100649642,2e-16
409018,100649642,4e-10
409018,100649642,6e-10
409018,100649642,1e-08
726213,100642810,0.0
552217,100642572,2e-157
409019,100644306,6e-07
726137,100642372,0.0
412155,100652284,0.0
552126,105666044,5e-61
102653793,100642253,0.0
726029,100652044,2e-142
411924,100652164,8e-97
411923,100647150,0.0
411922,100647030,0.0
413030,100651925,0.0
411879,100651686,0.0
725136,100651645,0.0
552529,100651490,2e-97
552515,100651252,0.0
725067,100651373,0.0
725025,105666042,2e-50
409249,105666788,2e-145
551996,100644001,4e-07
551972,100647541,0.0
409696,100647303,0.0
725076,100647106,6e-108
412960,100646666,0.0
725595,100646545,0.0
411371,100648446,0.0
100576271,100648252,1e-109
725671,100648138,4e-138
409805,100647860,3e-171
409804,100645394,0.0
413181,100647345,0.0
412770,100647151,0.0
412769,100647033,5e-100
409602,100646914,2e-147
412768,100643289,2e-165
100577064,100643167,8e-67
412767,100646789,9e-171
726981,100646667,3e-116
102656101,100646546,1e-60
552773,100646302,2e-139
727010,100646184,2e-140
100576902,100643049,0.0
727021,100646065,7e-138
727028,100645951,4e-167
412764,100645839,0.0
412763,100642932,0.0
726360,100645722,6e-115
412762,100645496,0.0
409600,100645601,4e-138
409599,100645129,6e-87
724137,100644811,0.0
408391,100644986,8e-127
411833,100644686,0.0
411832,100644566,4e-114
409227,100651492,0.0
409262,100642696,0.0
724267,100644141,8e-134
100577252,100644370,0.0
724451,100644262,8e-78
724357,100650208,0.0
100577561,100643772,0.0
724440,100646424,0.0
724583,100646913,2e-46
100577887,100642574,4e-43
411899,100647662,0.0
409310,100649774,0.0
100577358,105666034,6e-134
413821,100649659,0.0
412880,100643350,5e-87
102654791,100647029,2e-38
412881,100647029,0.0
406126,100648560,2e-150
552341,100648442,4e-163
727324,100648325,0.0
726197,100648211,9e-161
412276,100642523,1e-178
552403,100647975,4e-91
725178,100647854,0.0
552216,100647623,0.0
552235,100646252,9e-22
100577440,100642573,1e-81
725026,100647225,1e-133
411340,100642695,0.0
724895,100642811,2e-48
552340,100647740,0.0
411338,100647979,0.0
724663,100647865,2e-18
102655856,100647071,9e-06
409085,100648101,0.0
406152,100648328,0.0
552442,100648444,3e-154
725227,100648562,3e-93
411447,100648215,0.0
102656074,105666097,9e-135
725222,100649028,0.0
552245,100648905,0.0
411450,100648790,0.0
100359409,100642237,5e-15
552289,100649337,0.0
725486,100649538,0.0
100579026,100644526,0.0
725596,100651207,0.0
412714,100651332,0.0
552345,100651084,0.0
102656893,105666030,0.0
412025,100651720,0.0
409320,100651839,0.0
409217,100652123,0.0
102654082,105666031,9e-167
551523,100652241,6e-156
409279,100642213,0.0
412784,100642335,0.0
551642,100646590,0.0
726030,100646711,0.0
411837,100646830,0.0
726077,100646951,0.0
411336,100651957,0.0
552173,100647187,0.0
726167,100647504,4e-76
406153,100647301,0.0
100578091,100652079,6e-165
100578130,100652079,9e-14
100576702,100647856,4e-95
726288,100647856,1e-38
410063,100652197,5e-82
100576935,100652316,1e-72
726382,100648168,5e-86
726382,100648168,2e-85
726382,100648168,9e-23
726382,100648168,1e-21
100578227,100648284,2e-106
410062,100648519,0.0
413768,100646786,0.0
551880,100643735,0.0
726515,100645252,3e-99
413917,100642493,0.0
409017,100651528,0.0
409016,100650084,2e-133
102656006,100646627,1e-54
726619,100648520,2e-78
409015,100645331,1e-164
100577409,100642848,0.0
411330,100652002,0.0
102656497,105666040,3e-67
726629,100649695,2e-72
726750,100646348,4e-23
726750,100646348,5e-18
100578512,100647505,0.0
102656809,100647505,2e-180
100578545,100646230,0.0
726796,100646114,0.0
102655175,100646114,9e-100
102655210,100646114,3e-81
102655246,100646114,5e-137
102656880,105666058,7e-51
726818,100649144,0.0
409012,100647858,0.0
100859932,105666074,8e-171
409011,100650409,8e-160
551265,100643288,0.0
411327,100643771,0.0
411326,100644685,0.0
409010,100645759,0.0
726941,100647302,0.0
726950,100644565,3e-56
409009,100647978,1e-41
409007,100644810,0.0
726860,100648214,4e-55
726850,100648100,4e-70
411323,100648327,0.0
409006,100648521,0.0
409005,100648714,0.0
409004,100648829,8e-156
409003,100649027,0.0
724358,100644931,0.0
411321,100649264,0.0
100578400,100651770,3e-09
100578431,100648345,1e-04
551922,100649847,4e-84
411320,100649631,8e-123
724616,100645052,0.0
724664,100649386,9e-114
100578860,100650044,8e-88
100578625,100649736,3e-21
409002,100647188,4e-17
411317,100645168,0.0
100642173,105666076,0.0
100578664,100645290,0.0
102655319,100650606,0.0
100578699,100650730,0.0
411316,100645412,0.0
411316,100645412,1e-36
409001,100650848,0.0
411315,100650965,0.0
100578774,100651086,0.0
725302,100651374,1e-144
725335,100645445,7e-73
102656567,100645996,0.0
100576112,105666645,6e-42
100576149,105666070,4e-107
100578842,105666070,8e-116
725521,100646115,3e-61
725521,100646115,4e-09
725557,100646231,6e-73
409000,100643165,0.0
100579047,100646349,6e-106
100576090,100646472,4e-66
725710,100643411,0.0
551133,100643534,1e-169
100576161,100652145,2e-09
102655429,105666077,0.0
102655476,105666078,3e-17
102653835,105666079,2e-118
100576192,100646713,0.0
102655512,105666080,6e-163
102653932,105666081,0.0
102654008,105666082,4e-123
102654053,105666083,4e-105
725903,100646832,9e-74
102654158,100646952,3e-61
725969,100647069,1e-59
102654246,100647188,3e-87
726001,100647188,2e-59
726031,100643896,7e-98
408996,100644023,0.0
408995,100644210,0.0
726106,100644332,0.0
102656217,105666060,2e-86
412291,100646895,0.0
409420,100651251,2e-149
412289,100651131,0.0
100578212,100651010,0.0
409365,100644473,2e-71
100578529,100650728,0.0
412885,100650604,0.0
551930,100650286,0.0
412629,100649885,0.0
100578597,100645253,0.0
411542,100651378,4e-23
551604,100642458,0.0
724269,100643941,0.0
408976,100645880,0.0
411291,100643003,0.0
100576610,100652080,4e-161
406101,100645203,4e-25
677671,100645203,2e-25
677668,105666087,9e-21
406103,100650085,6e-13
406109,100651165,1e-88
727000,100643048,0.0
406100,100652244,8e-63
726991,100643166,0.0
408979,100643369,0.0
411293,100643579,0.0
411294,100643699,2e-159
411295,100643813,1e-170
408980,100644178,0.0
408981,100644299,3e-130
726721,100644410,5e-44
408982,100644768,1e-135
408983,100644646,0.0
100577196,100644895,0.0
411296,100650207,0.0
408984,100645204,4e-78
102656398,100631048,1e-23
726934,100645013,0.0
411297,100645413,0.0
411298,100650445,0.0
408985,100645528,4e-163
408986,100645639,0.0
100578732,100650565,2e-92
102656708,105666088,4e-170
100578230,100650815,0.0
100578770,100645997,0.0
100578798,100651288,4e-97
100578345,100651408,0.0
102654795,105666103,0.0
408987,100646183,0.0
411744,100646301,0.0
100578494,105666558,4e-23
409186,100651841,0.0
552359,100652198,9e-69
100187709,105666089,1e-111
552384,100642364,9e-08
726765,100647277,4e-103
412815,100652317,0.0
412272,100651764,0.0
409409,100642408,0.0
409073,100642289,0.0
410012,100642645,6e-167
552487,100642764,0.0
552499,100642889,0.0
551264,100643125,2e-146
551093,100643332,0.0
552514,100643454,1e-117
552524,100643578,2e-165
726639,100643736,2e-175
552546,100643852,0.0
552561,100643976,0.0
411491,100644094,0.0
100576167,100651886,3e-169
726553,100644528,5e-62
726535,100652126,0.0
411490,100645012,0.0
100576355,100645638,9e-121
411299,100645332,0.0
408988,100644894,0.0
552643,105666092,0.0
726361,100645760,1e-136
411301,100642216,0.0
102654903,100642216,2e-40
100579006,100644767,0.0
100579006,100644767,2e-36
726289,100645950,1e-126
552674,100644645,0.0
409790,100645527,7e-99
552693,100642337,0.0
726215,100646064,0.0
409357,100646300,0.0
408989,100646422,0.0
411303,100646665,0.0
726079,100646787,0.0
408990,100646912,0.0
408991,100647031,0.0
552749,100642457,0.0
408992,100650737,0.0
411304,100647266,0.0
411305,100647383,0.0
411306,100652064,0.0
552778,100648788,0.0
725766,100631059,4e-78
411845,100649506,0.0
411846,100649384,0.0
409231,100645356,0.0
409232,100649262,3e-155
725634,100648903,0.0
552793,100649024,0.0
411503,100642763,0.0
552798,105666027,0.0
411307,100649629,0.0
552803,100649735,2e-65
406123,100649846,0.0
725336,100649963,0.0
102654928,100647595,2e-11
102654928,100647595,1e-09
102654928,100647595,5e-08
102654868,100649963,1e-06
102654811,100645766,7e-08
102654811,100645766,3e-06
102654811,100645766,3e-05
102654811,100645766,4e-05
724479,105666029,3e-12
102655047,100650796,2e-12
102655087,105666029,1e-13
102655087,105666029,5e-09
102655129,100645098,2e-14
102655129,100645098,2e-12
102655129,100645098,3e-09
102655129,100645098,7e-05
100576534,105666028,3e-25
102655188,100647932,2e-05
100578093,105666028,2e-08
102654585,100649963,7e-10
102654541,100649963,3e-12
724178,100650814,9e-91
724138,100649737,0.0
724079,100643413,0.0
413242,100643169,0.0
410246,100642460,0.0
102656560,105666171,1e-115
408304,100642576,0.0
100576134,100642814,4e-128
410245,100642698,0.0
410244,100643051,4e-101
724498,100642934,0.0
408264,100642219,0.0
724640,100649097,0.0
724765,100648906,0.0
100577837,100651409,7e-43
412475,100648564,0.0
412476,100643944,0.0
724485,100644068,2e-63
724285,100643456,1e-112
413509,100643702,0.0
413510,100643582,0.0
102656656,100651289,0.0
100576247,100643816,0.0
724542,100645930,3e-05
408303,100645170,6e-152
410241,100643127,6e-145
408305,100642853,0.0
408306,100648675,2e-61
100578068,100644813,5e-69
724683,100644488,1e-156
413464,100644180,0.0
409920,100644026,1e-105
413605,100643538,3e-177
410015,100643415,0.0
100577149,105666138,0.0
724838,100645762,5e-170
724838,100645762,2e-64
724838,100645762,4e-46
100576781,100643775,5e-26
409847,100643775,6e-178
413270,100643660,0.0
725046,100642851,0.0
413271,100643292,0.0
409849,100642967,0.0
725107,100642577,7e-99
409723,100642461,2e-86
725191,105666137,3e-98
100576565,100642341,2e-139
102654286,105666174,0.0
102654242,105666173,3e-31
550906,100651767,1e-92
413101,100652130,0.0
724150,100645414,0.0
410006,100651767,0.0
100577328,100647386,0.0
409868,100647268,0.0
409869,100647628,0.0
100577027,100647983,0.0
409668,100647742,1e-144
409669,100648104,2e-127
409670,100648366,0.0
552333,100648480,0.0
411414,100648601,0.0
412782,100648716,0.0
725192,100648832,0.0
725108,100646473,0.0
100577441,100646592,1e-98
412101,100643501,2e-32
412101,100643501,7e-16
724995,100650358,2e-120
724951,100650358,6e-107
724907,100650358,4e-114
412863,105666149,1e-101
412864,100650448,6e-62
552330,100649965,0.0
726427,100650088,2e-128
727505,100649848,8e-94
100578132,100649739,0.0
550711,100649541,0.0
552392,100649418,0.0
100578754,100646833,0.0
726241,100650850,0.0
412602,100650967,0.0
412602,100650967,1e-42
412602,100650967,7e-06
551757,100651452,4e-49
409056,100651335,0.0
551814,105666151,0.0
551840,100651571,0.0
551864,100651689,9e-156
725611,100652009,0.0
725653,100642221,1e-113
412526,100652249,0.0
725685,100652131,0.0
551980,100642342,0.0
100578849,100646953,0.0
409057,100642700,0.0
102656372,105666153,5e-159
725948,100642890,0.0
725983,100643581,0.0
102656841,105666154,0.0
412937,100643977,0.0
412035,100643370,0.0
552225,100643701,0.0
552246,100644096,0.0
412431,100644213,0.0
413749,100644450,0.0
727029,100646152,4e-21
727023,100646031,7e-154
412310,100647426,1e-130
724872,100647304,3e-65
409525,100647189,0.0
726199,100644898,8e-152
726179,100644771,0.0
552518,100645334,0.0
100577331,100645500,3e-19
100577331,100645500,1e-09
100577331,100645500,2e-06
100577331,100645500,4e-06
100577331,100645500,5e-05
726592,100648170,5e-47
410229,100631067,0.0
726469,100647583,0.0
410231,100647698,0.0
726453,100647812,2e-105
100576957,105666125,4e-21
410233,100647958,3e-10
410234,100647226,0.0
408302,100648522,0.0
412302,100648642,3e-164
552144,100648831,0.0
726540,100649098,0.0
552501,100649339,3e-114
552526,100650163,0.0
412638,100649584,0.0
100578341,100650653,1e-51
412094,100650046,0.0
726627,100650290,1e-128
725675,100650290,7e-129
412598,100642697,0.0
725603,100650411,1e-124
725562,100650796,2e-21
725562,100650796,6e-18
725562,100650796,3e-15
726219,100642933,0.0
412749,100649698,0.0
551463,100649816,0.0
412710,100650966,9e-131
726265,100651087,3e-159
550685,100642280,6e-21
550685,100642280,2e-09
410225,100651570,0.0
410226,100651688,1e-169
410227,100651809,3e-172
550998,100652007,0.0
726149,100643050,0.0
410228,100652247,0.0
726063,100644372,0.0
725880,100651890,3e-60
726016,100650210,1e-64
408301,100646549,2e-180
100577466,100648948,1e-110
410237,100645530,0.0
410236,100643004,0.0
410235,100644648,0.0
412306,100646593,0.0
102655967,105666116,0.0
409427,100651608,0.0
412305,100648985,0.0
412304,100645292,1e-144
551499,100650893,0.0
409497,100650777,0.0
102656116,100650654,3e-75
725612,100650292,0.0
100578811,100650534,4e-23
725536,100649966,3e-40
551589,100648600,1e-176
551589,100648600,8e-20
411691,100649849,0.0
724839,100649740,4e-81
409159,100649542,0.0
413995,100649302,0.0
100576193,100649099,9e-29
100577839,100648365,1e-121
100577877,100648141,1e-15
100577877,100648141,5e-13
100577877,100648141,5e-08
100577877,100648141,5e-07
102656803,100648756,0.0
412607,100651625,6e-08
725240,100648405,9e-59
100576223,100648253,0.0
409876,100648171,0.0
551726,100647743,0.0
551756,100642868,0.0
551787,100647629,0.0
724141,100647984,4e-82
409472,100647509,0.0
413683,100647387,0.0
410024,100647269,2e-110
410023,100647153,2e-180
551733,100647035,0.0
413702,100646474,0.0
724486,100646834,5e-124
413544,100646715,0.0
724499,100648025,2e-60
102655031,105666177,7e-16
409903,100646265,0.0
102655239,100651968,1e-15
724767,100647779,0.0
412569,100651648,0.0
409532,100643290,0.0
100577192,100645881,4e-99
100577343,100644812,0.0
551488,100647663,3e-21
551516,100646714,1e-150
727266,100647663,5e-135
551610,100643898,0.0
411711,100650816,0.0
551666,100652128,0.0
412363,105666119,9e-144
727285,100652246,0.0
550885,100642218,0.0
412055,105666123,0.0
550726,100647346,1e-145
410001,100646986,0.0
410001,100646986,5e-157
410001,100646986,1e-143
100578824,100646668,0.0
725241,100642575,0.0
412627,100643700,0.0
409548,100643814,0.0
725142,100644066,3e-66
100578852,100644300,0.0
409390,100644529,0.0
100578890,100644647,2e-63
100578011,100644769,0.0
551210,100644896,0.0
410222,100645014,0.0
551282,100645497,1e-158
409395,100651842,2e-26
411612,100645381,0.0
102655127,100645602,0.0
412508,100645723,0.0
102655156,105666122,2e-69
100579031,100645840,2e-80
411506,100645952,3e-163
411506,100645952,4e-61
551498,100646066,0.0
411754,100646303,0.0
100576099,100642459,0.0
409191,100646185,0.0
724457,100646547,0.0
410223,100646425,9e-155
408299,100643580,0.0
724333,100643455,0.0
551706,100643333,0.0
724241,100643208,1e-65
100576140,100642966,4e-125
551763,100646893,5e-62
551794,100642646,7e-95
724151,100642409,0.0
551844,100648585,3e-138
102655712,100642339,2e-09
725578,100649934,6e-103
552639,100648791,1e-56
725654,100643334,0.0
725686,100643537,8e-61
100577844,100645147,1e-42
725749,100643773,0.0
102654069,105666130,4e-100
100578641,105666129,3e-134
100577949,100644095,0.0
725886,100651625,4e-16
725886,100651625,2e-13
725886,100651625,4e-12
725886,100651625,1e-08
725886,100651625,9e-08
411854,100644212,0.0
725949,100643774,0.0
725949,100643774,2e-99
552722,100643899,0.0
552728,100644333,0.0
552734,100644025,0.0
102654349,105666131,8e-45
412916,100644371,0.0
726120,100644568,3e-45
409672,100644770,0.0
726200,100644449,0.0
726244,100645015,0.0
100577493,100644897,0.0
412914,100645131,0.0
412913,100645382,4e-144
726345,105666135,2e-64
100577602,100646791,5e-11
409119,100645763,0.0
411591,100646351,0.0
725681,100644567,0.0
725681,100644567,1e-42
725681,100644567,6e-18
725681,100644567,2e-06
724119,100646548,0.0
724152,100646669,0.0
410220,100646232,0.0
102655479,100646322,4e-12
551360,100649697,0.0
100578744,100649583,5e-142
100578744,100649583,1e-44
410190,100649457,0.0
408280,100649338,3e-59
408280,100649338,2e-12
726611,100649218,4e-83
100578448,100652248,3e-73
102655420,100651820,8e-09
726546,100649738,2e-56
409648,100648447,2e-42
412870,100646987,9e-137
551587,100643291,0.0
409649,100642340,0.0
409650,100651334,0.0
726470,100652127,0.0
100577980,100649219,0.0
100577981,100647933,0.0
726414,100646790,9e-151
551793,100651887,0.0
100577856,100643126,2e-139
100577856,100643126,1e-74
552069,100643126,0.0
413924,100648830,8e-140
410122,100648830,0.0
726273,100651290,0.0
413925,100651530,0.0
726321,100643086,3e-98
100577788,105666113,8e-71
102656594,100652008,2e-55
726268,100644182,9e-68
726201,100644301,0.0
410191,100644412,0.0
100577138,100644530,0.0
102655756,100644649,2e-47
100577004,100644772,0.0
100576963,100644899,0.0
410194,100647402,0.0
726017,100649869,0.0
413504,100650469,0.0
725950,100651907,0.0
406120,100652184,2e-51
412328,100652304,3e-73
102654029,100642392,6e-123
725854,100642626,0.0
552469,100650752,0.0
412034,100650870,0.0
725726,105667007,4e-42
100576387,105667008,2e-68
551143,100645511,0.0
725613,100645615,0.0
413792,100645857,0.0
411366,100646132,1e-124
726983,100644280,7e-09
551372,100646249,0.0
727298,100649523,0.0
727298,100649523,3e-70
552360,100649757,0.0
552360,100649757,1e-36
409315,100651785,0.0
725538,100651927,5e-75
552097,100652200,2e-97
408284,100651454,0.0
725422,100651336,0.0
725389,100650330,0.0
725350,100651088,0.0
102656008,100650209,0.0
408285,100650894,0.0
102656107,100650778,0.0
412198,100650087,0.0
552253,100650655,0.0
410068,100650332,2e-62
677676,100650211,2e-56
725048,100649850,0.0
724996,100650449,3e-103
100578797,100649543,6e-167
100578769,100649420,0.0
100578731,100649303,1e-96
410201,100649067,0.0
410200,100649183,2e-152
102655329,105666160,2e-180
410172,100648566,0.0
100577102,100649887,8e-89
100577102,100649887,2e-38
724626,100648448,3e-58
100577069,100648331,9e-179
410171,100648105,0.0
408282,100647510,0.0
410195,100647864,0.0
102654612,100647985,0.0
100576915,100647744,0.0
408283,100647388,0.0
100576882,100649661,0.0
410197,100647270,0.0
410198,100648298,1e-05
411577,100650374,4e-145
410170,100646305,0.0
552618,100646550,0.0
408286,100646187,0.0
726668,100646793,0.0
408288,100646671,0.0
552658,100646068,0.0
552663,100645954,6e-174
100577672,100646616,1e-38
100577672,100646616,7e-37
100577672,100646616,2e-25
552682,100645765,7e-97
102656356,100649540,0.0
410202,100649417,0.0
410203,100645335,0.0
726488,100648785,2e-21
551497,100644852,2e-121
409499,100644610,0.0
551588,100644489,0.0
726389,100645227,4e-07
100577308,100644373,0.0
100576572,100644067,0.0
408291,100651862,0.0
100576462,100651978,3e-142
410207,100643616,0.0
410206,100643491,0.0
410205,100652136,0.0
726121,100643293,2e-160
410204,100642610,0.0
551967,100642968,0.0
550651,100643087,0.0
551986,100642731,3e-178
552015,100642494,0.0
552042,100648638,3e-11
411786,100642254,0.0
550791,100652199,0.0
411785,100652081,2e-134
409201,100651959,8e-149
552143,100651842,7e-125
552169,100650016,1e-153
409552,100651253,2e-113
552189,100651650,0.0
410208,100651532,0.0
408292,100651410,0.0
410209,100645169,2e-109
552276,100651046,0.0
408293,100650849,0.0
408294,100650607,0.0
408295,100650488,0.0
410211,100650291,0.0
552353,100650164,0.0
725082,100649936,2e-154
102656337,100649509,2e-146
408297,100649387,0.0
724908,100649145,0.0
410216,100651362,3e-45
552458,100648907,0.0
410217,100648683,0.0
410218,100648792,5e-126
410219,100648565,0.0
408298,100648330,0.0
552522,100648217,0.0
102655765,100647982,8e-79
409361,100648103,5e-136
409362,100647861,0.0
100576945,100647741,4e-42
552556,100647507,0.0
724321,100647385,0.0
552688,100647627,0.0
414027,100647108,4e-128
724417,100644687,0.0
409294,100643421,3e-97
726364,100643298,2e-159
411972,105666482,0.0
409743,100648458,0.0
551275,100642585,0.0
409702,100650662,0.0
727642,100645002,1e-67
102654915,105666485,9e-159
100578854,100649001,0.0
412976,100649235,0.0
412975,100649117,0.0
100578048,100649354,2e-38
100578048,100649354,2e-36
552261,100649474,7e-106
727648,100649598,0.0
727650,100649712,2e-178
727652,100649828,0.0
100578832,100649828,0.0
551579,100650056,0.0
551579,100650056,7e-17
408278,100649815,0.0
100577165,105666167,1e-89
408277,100650045,0.0
410189,100650162,0.0
413441,100650289,0.0
408276,100650410,0.0
410188,100650532,0.0
410187,100652071,5e-51
100577127,100650776,0.0
408275,100650891,0.0
724334,100651888,0.0
725877,100649122,4e-112
724408,100651012,0.0
724453,105666875,6e-144
724494,100651210,4e-98
410184,100642986,0.0
100576130,100643185,1e-74
727455,100643555,5e-98
410183,100652074,2e-18
408273,100645519,0.0
724458,100647493,1e-129
100578780,100651832,0.0
724543,100648127,2e-53
408272,100649325,0.0
410179,105667175,0.0
410179,105667175,1e-75
100578719,100651557,0.0
410178,100642798,0.0
408271,100646523,0.0
408270,100648549,2e-72
408269,100649205,1e-111
724909,100647372,0.0
100578404,100648141,4e-39
100578404,100648141,6e-31
100578404,100648141,7e-21
100578404,100648141,6e-12
409460,100646080,0.0
725049,100645153,2e-77
551682,100644913,0.0
100577285,100645037,2e-106
413758,100644790,0.0
413758,100644790,4e-107
411707,100644278,0.0
409170,100651355,0.0
727048,100644045,1e-152
551435,100651233,0.0
102653787,105667004,6e-63
412174,100648066,3e-21
100578386,100642280,1e-20
726237,100643677,0.0
551586,100643792,4e-75
100578466,100650989,0.0
100578466,100650989,3e-54
551495,100652062,0.0
413547,100652179,0.0
551421,100651740,0.0
100577870,100651860,3e-149
410175,100651625,0.0
727078,100651425,0.0
725461,100651180,1e-173
100328599,100649098,0.0
725539,100651058,2e-128
725539,100651058,1e-102
409486,100650942,0.0
410177,100648080,3e-08
102655141,100650707,0.0
408267,100650584,0.0
409921,100650465,0.0
408265,100650348,0.0
414025,100647254,0.0
406144,100631078,2e-17
100577504,100651446,0.0
100577537,100645125,1e-84
410288,100648165,0.0
726780,100646660,0.0
408336,100645447,0.0
410289,100647264,0.0
410293,100643365,0.0
410291,100643243,0.0
410290,100642251,0.0
100577651,100642728,2e-118
100577693,100644606,6e-88
726895,100642370,0.0
100576552,100642491,0.0
412236,100652077,0.0
726923,100642846,1e-87
409363,100652283,0.0
409474,100651805,0.0
726955,100643045,1e-149
413309,100651684,0.0
409863,100651568,4e-142
551838,100651371,0.0
413310,100650962,0.0
413311,100645492,8e-171
102654282,105665629,3e-71
411939,100645248,0.0
102654369,100645376,0.0
102655759,105666370,5e-33
550701,100644443,0.0
724361,100644440,0.0
551229,100644803,0.0
551532,100644925,0.0
100577060,100644558,4e-176
550656,100645286,0.0
724768,100645408,1e-45
724799,100648203,3e-37
409569,100645874,0.0
100577378,100645989,0.0
413934,100645631,0.0
724952,100646107,0.0
410375,100646414,0.0
725083,100646297,0.0
409061,100645261,0.0
727189,100646723,2e-177
725750,100645124,6e-73
725727,100643042,0.0
725687,100645246,0.0
100578089,100643241,1e-127
725614,100645374,0.0
725565,100643363,0.0
725580,100643484,1e-52
100578739,100643610,0.0
413545,100644367,0.0
727447,100647282,3e-14
727447,100647282,1e-07
411888,100644559,0.0
411889,100644680,0.0
551795,100644804,0.0
100576157,100644926,0.0
725194,100647282,0.0
725243,105666851,5e-57
413053,100646645,0.0
413054,100646933,0.0
413054,100646933,4e-65
100576380,100646933,7e-62
100576380,100646933,3e-09
410376,105665890,3e-106
408382,100646297,0.0
551988,100646414,0.0
100577809,100649636,2e-90
725390,100651616,2e-160
408337,100644979,0.0
410294,100651705,0.0
408339,100643711,3e-149
102654166,100642504,2e-71
100576289,100648514,2e-84
725923,105665934,0.0
410298,100648864,0.0
410297,100648979,1e-177
410296,100649093,0.0
408340,100649213,0.0
410295,100649333,0.0
410299,100648397,0.0
102656461,105665968,4e-26
412840,100648208,0.0
412839,100649960,0.0
413379,100648898,0.0
413380,100649020,0.0
726274,100651567,0.0
413894,100651683,0.0
413894,100651683,3e-75
406121,100651683,7e-136
406121,100651683,2e-58
406090,100651683,4e-136
406090,100651683,1e-53
406133,100651683,2e-111
406133,100651683,9e-43
406149,100651683,1e-133
406149,100651683,2e-56
102654393,100651683,3e-39
102654393,100651683,4e-11
406091,100651683,1e-140
406091,100651683,1e-61
409555,100651683,9e-138
409555,100651683,9e-59
406067,100651683,1e-145
406067,100651683,9e-62
409873,100651683,4e-160
409873,100651683,5e-70
724153,100651923,0.0
100576406,100649137,2e-152
412147,100649137,0.0
412147,100649137,3e-35
412147,100649137,5e-14
724286,100652162,2e-89
724335,100652041,0.0
413567,100642454,5e-154
412108,100642332,0.0
409348,100642637,0.0
411943,100643286,0.0
551144,100643407,0.0
412375,100643529,1e-180
724769,100643892,1e-70
413680,100642929,0.0
551309,100643044,0.0
724876,100643163,0.0
102656136,100643766,4e-80
100578697,100643651,2e-161
409124,100644802,2e-154
551609,100644678,6e-95
551609,100644678,2e-15
413543,100644557,0.0
550973,100644439,4e-127
409956,100644131,8e-80
409534,100642808,0.0
100577771,100644017,4e-77
551486,100642284,0.0
727495,100652193,0.0
727495,100652193,2e-60
725274,100652075,8e-148
409323,100651954,0.0
725424,100651641,2e-118
725452,100651524,1e-58
410301,100642534,4e-18
408342,100651283,0.0
725581,100650883,0.0
494522,100647027,0.0
725641,100651159,1e-60
100578246,100650766,0.0
725688,100650643,1e-35
409861,100650525,8e-106
551425,100650322,0.0
551391,100646189,4e-05
100578489,105665892,3e-62
408343,100648438,0.0
102654395,100647332,7e-21
102654395,100647332,9e-10
102654395,100647332,7e-08
102654395,100647332,2e-06
725924,100646345,0.0
409622,100649778,0.0
724397,100646918,0.0
550987,100645603,0.0
724287,100646794,2e-74
552480,100642766,5e-154
102655030,100642891,2e-28
413827,100642648,0.0
552085,100651510,5e-117
552056,100651929,0.0
412606,100650969,0.0
551379,100651652,0.0
102655272,105666221,2e-89
409470,100650734,0.0
727502,100651534,0.0
727236,100646551,0.0
409136,100651090,0.0
411796,100651292,0.0
551162,100651412,0.0
551114,100646428,0.0
410304,100651814,1e-14
410304,100651814,3e-07
412247,105666216,1e-142
412972,100648871,0.0
725084,100649103,1e-101
725050,100648758,3e-133
412842,100648645,0.0
724953,100648525,2e-127
552308,100648407,2e-143
410118,100648289,0.0
724841,100647987,0.0
552367,100648283,2e-20
412422,100647745,0.0
552313,100647632,0.0
412215,100647512,0.0
102654481,105666226,6e-97
727052,100648429,2e-10
727052,100648429,9e-08
727052,100648429,3e-06
411614,100646069,1e-157
727037,100645259,1e-96
727037,100645259,5e-60
102654840,100645259,3e-97
100576127,100645259,7e-94
413723,100645259,2e-98
551268,100645259,4e-82
727193,100645259,4e-99
102653702,105666213,1e-85
551815,105666214,0.0
409512,100645498,0.0
724896,100647038,4e-91
411483,100649544,0.0
413906,100652167,0.0
100576225,100645842,3e-61
412893,100648107,0.0
724336,100650049,9e-150
100576392,100650167,0.0
412865,100649852,0.0
409647,100649742,0.0
412866,100649221,0.0
724580,100649341,6e-56
410305,100651724,5e-80
408345,100651609,0.0
410306,100651961,9e-133
551736,100650970,0.0
551736,100650970,2e-35
551736,100650970,1e-07
410307,100650452,0.0
724954,100650694,1e-51
408346,100650570,1e-133
724997,100650213,0.0
408347,100650091,0.0
411364,100649853,0.0
724322,100649663,0.0
412832,100648683,7e-56
724179,100649545,0.0
413833,100651255,0.0
552535,100651494,0.0
413344,100651377,0.0
413343,100652084,0.0
724288,100646021,1e-08
