gene,age,caste,Dataset S5: A list of honey bee OGS3.2 genes highlighting taxonomic status and caste expression status.,,,,,
GB49991,Insecta,NA,,,,,,
GB49992,Insecta,NA,,,,,,
GB49993,Insecta,NA,,,,,,
GB49994,Insecta,NA,,,,,,
GB49995,Insecta,NA,,,,,,
GB49996,Insecta,NA,,,,,,
GB49997,NA,NA,,,,,,
GB49998,Insecta,NA,,,,,,
GB49999,Insecta,NDEG,,,,,,
GB50000,Insecta,NA,,,,,,
GB50001,Hymenoptera,NA,,,,,,
GB50003,Insecta,NA,,,,,,
GB50004,Insecta,NA,,,,,,
GB50005,Insecta,NA,,,,,,
GB50006,Insecta,NA,,,,,,
GB50007,Hymenoptera,NA,,,,,,
GB50008,Insecta,NA,,,,,,
GB50009,Insecta,NA,,,,,,
GB50010,Insecta,NA,,,,,,
GB50011,Insecta,NDEG,,,,,,
GB50012,Hymenoptera,NA,,,,,,
GB50013,Insecta,NDEG,,,,,,
GB50014,Insecta,NA,,,,,,
GB50015,Hymenoptera,NA,,,,,,
GB50016,Insecta,NA,,,,,,
GB50017,Insecta,NA,,,,,,
GB50018,Insecta,NA,,,,,,
GB50020,Insecta,NA,,,,,,
GB50021,Insecta,NA,,,,,,
GB50022,Hymenoptera,NA,,,,,,
GB50023,Insecta,NA,,,,,,
GB50024,Insecta,NA,,,,,,
GB50025,Insecta,NA,,,,,,
GB50026,Insecta,Q,,,,,,
GB50027,Insecta,NA,,,,,,
GB50028,Hymenoptera,NA,,,,,,
GB50029,Insecta,NA,,,,,,
GB50030,Insecta,NA,,,,,,
GB50031,Insecta,NA,,,,,,
GB50032,Insecta,NA,,,,,,
GB50033,Insecta,NA,,,,,,
GB50034,Insecta,NA,,,,,,
GB50036,Insecta,NA,,,,,,
GB50037,Hymenoptera,NDEG,,,,,,
GB50038,Insecta,NDEG,,,,,,
GB50039,Insecta,NA,,,,,,
GB50040,NA,NA,,,,,,
GB50041,Insecta,NA,,,,,,
GB50042,Insecta,NDEG,,,,,,
GB50043,Insecta,NA,,,,,,
GB50044,Insecta,NA,,,,,,
GB50045,Insecta,NA,,,,,,
GB50047,NA,NA,,,,,,
GB50048,Hymenoptera,NA,,,,,,
GB50049,Hymenoptera,NA,,,,,,
GB50050,Insecta,NA,,,,,,
GB50051,Hymenoptera,NA,,,,,,
GB50052,Insecta,NA,,,,,,
GB50053,Hymenoptera,NA,,,,,,
GB50054,Hymenoptera,NA,,,,,,
GB50055,Hymenoptera,NA,,,,,,
GB50056,Hymenoptera,NA,,,,,,
GB50057,Insecta,NDEG,,,,,,
GB50058,Apoidea,NA,,,,,,
GB50059,Insecta,NA,,,,,,
GB50060,Insecta,NA,,,,,,
GB50061,Insecta,NA,,,,,,
GB50062,Insecta,NA,,,,,,
GB50063,Insecta,NA,,,,,,
GB50064,Insecta,NA,,,,,,
GB50065,Insecta,NDEG,,,,,,
GB50066,Hymenoptera,NA,,,,,,
GB50067,Insecta,NA,,,,,,
GB50068,Apoidea,NA,,,,,,
GB50069,Insecta,NA,,,,,,
GB50070,NA,NA,,,,,,
GB50071,Insecta,NA,,,,,,
GB50072,NA,NA,,,,,,
GB50073,Hymenoptera,NA,,,,,,
GB50074,Insecta,NA,,,,,,
GB50075,Insecta,NA,,,,,,
GB50076,Insecta,NDEG,,,,,,
GB50077,Insecta,NA,,,,,,
GB50078,Insecta,NA,,,,,,
GB50079,Apoidea,NA,,,,,,
GB50081,Apoidea,NA,,,,,,
GB50082,Apoidea,NA,,,,,,
GB50083,Insecta,NA,,,,,,
GB50084,Insecta,NA,,,,,,
GB50085,Insecta,NA,,,,,,
GB50086,NA,NA,,,,,,
GB50087,Insecta,NA,,,,,,
GB50088,Insecta,NA,,,,,,
GB50089,NA,NA,,,,,,
GB50090,Insecta,NA,,,,,,
GB50091,Insecta,NA,,,,,,
GB50092,Insecta,NA,,,,,,
GB50093,Insecta,NA,,,,,,
GB50094,Insecta,NA,,,,,,
GB50095,Insecta,NA,,,,,,
GB50096,Insecta,NA,,,,,,
GB50097,Insecta,NA,,,,,,
GB50098,Insecta,NDEG,,,,,,
GB50099,Insecta,W,,,,,,
GB50100,Insecta,NA,,,,,,
GB50101,Insecta,NDEG,,,,,,
GB50102,Insecta,NA,,,,,,
GB50103,Insecta,NA,,,,,,
GB50104,Insecta,NA,,,,,,
GB50105,Insecta,NA,,,,,,
GB50106,Insecta,W,,,,,,
GB50108,Insecta,NA,,,,,,
GB50109,Hymenoptera,NA,,,,,,
GB50110,NA,NA,,,,,,
GB50111,Hymenoptera,NA,,,,,,
GB50112,Insecta,NA,,,,,,
GB50113,Insecta,NDEG,,,,,,
GB50114,Insecta,NDEG,,,,,,
GB50115,Insecta,NA,,,,,,
GB50116,Insecta,NA,,,,,,
GB50117,Insecta,NA,,,,,,
GB50118,Apoidea,NA,,,,,,
GB50119,Insecta,NA,,,,,,
GB50120,Apis,NA,,,,,,
GB50121,Insecta,NA,,,,,,
GB50123,Insecta,NA,,,,,,
GB50124,Insecta,NA,,,,,,
GB50125,Insecta,NA,,,,,,
GB50126,Insecta,NA,,,,,,
GB50127,Hymenoptera,NA,,,,,,
GB50128,Insecta,NDEG,,,,,,
GB50129,Insecta,NA,,,,,,
GB50130,Insecta,NA,,,,,,
GB50131,Insecta,NA,,,,,,
GB50132,Insecta,NA,,,,,,
GB50133,Insecta,NDEG,,,,,,
GB50135,Insecta,NDEG,,,,,,
GB50136,Insecta,NA,,,,,,
GB50137,Hymenoptera,NA,,,,,,
GB50138,Insecta,NA,,,,,,
GB50140,NA,NA,,,,,,
GB50141,Insecta,NA,,,,,,
GB50142,Insecta,NA,,,,,,
GB50144,Insecta,NA,,,,,,
GB50145,Insecta,NA,,,,,,
GB50146,Insecta,NDEG,,,,,,
GB50147,Insecta,NA,,,,,,
GB50148,Hymenoptera,NA,,,,,,
GB50149,Insecta,NA,,,,,,
GB50150,Insecta,NDEG,,,,,,
GB50151,Insecta,NA,,,,,,
GB50153,Apoidea,NA,,,,,,
GB50156,Insecta,NA,,,,,,
GB50157,Insecta,NA,,,,,,
GB50158,Insecta,NDEG,,,,,,
GB50159,Insecta,NA,,,,,,
GB50160,Insecta,NA,,,,,,
GB50161,Hymenoptera,NA,,,,,,
GB50162,Insecta,NA,,,,,,
GB50163,Insecta,NA,,,,,,
GB50164,Hymenoptera,NA,,,,,,
GB50166,Hymenoptera,NA,,,,,,
GB50167,Insecta,NA,,,,,,
GB50168,Hymenoptera,NA,,,,,,
GB50170,Insecta,NA,,,,,,
GB50171,Apis,NA,,,,,,
GB50172,Hymenoptera,NA,,,,,,
GB50173,Insecta,NA,,,,,,
GB50175,Insecta,NA,,,,,,
GB50177,Insecta,NA,,,,,,
GB50178,Insecta,NA,,,,,,
GB50179,Insecta,NA,,,,,,
GB50180,Insecta,NA,,,,,,
GB50181,Insecta,NA,,,,,,
GB50182,NA,NA,,,,,,
GB50183,Insecta,NDEG,,,,,,
GB50184,Insecta,NA,,,,,,
GB50186,Hymenoptera,NA,,,,,,
GB50188,Insecta,NA,,,,,,
GB50189,Insecta,NA,,,,,,
GB50190,Insecta,NA,,,,,,
GB50191,Hymenoptera,NA,,,,,,
GB50192,Insecta,NA,,,,,,
GB50193,Insecta,NA,,,,,,
GB50194,Insecta,NA,,,,,,
GB50195,Insecta,NDEG,,,,,,
GB50196,Insecta,NA,,,,,,
GB50197,Insecta,NA,,,,,,
GB50198,Insecta,NA,,,,,,
GB50199,Hymenoptera,NA,,,,,,
GB50200,Insecta,NA,,,,,,
GB50202,Insecta,NA,,,,,,
GB50204,Insecta,NDEG,,,,,,
GB50206,Insecta,NDEG,,,,,,
GB50207,Insecta,NA,,,,,,
GB50208,Insecta,NA,,,,,,
GB50209,Insecta,NA,,,,,,
GB50210,Insecta,NA,,,,,,
GB50211,Insecta,NA,,,,,,
GB50212,Insecta,NA,,,,,,
GB50213,Insecta,NA,,,,,,
GB50214,Insecta,NDEG,,,,,,
GB50215,Insecta,NA,,,,,,
GB50216,Insecta,NA,,,,,,
GB50217,Insecta,NDEG,,,,,,
GB50218,Insecta,NDEG,,,,,,
GB50219,Insecta,NDEG,,,,,,
GB50220,Insecta,NA,,,,,,
GB50221,Insecta,NA,,,,,,
GB50222,Insecta,NA,,,,,,
GB50223,Insecta,NA,,,,,,
GB50224,Insecta,NA,,,,,,
GB50225,Insecta,NA,,,,,,
GB50226,Insecta,NDEG,,,,,,
GB50227,NA,NA,,,,,,
GB50228,Insecta,NA,,,,,,
GB50229,Insecta,NA,,,,,,
GB50230,Insecta,NA,,,,,,
GB50231,Insecta,NA,,,,,,
GB50232,Insecta,NA,,,,,,
GB50233,Hymenoptera,NA,,,,,,
GB50235,Insecta,NA,,,,,,
GB50236,NA,NA,,,,,,
GB50237,Insecta,NA,,,,,,
GB50238,Insecta,NDEG,,,,,,
GB50239,Insecta,NDEG,,,,,,
GB50241,Insecta,NA,,,,,,
GB50242,Insecta,NDEG,,,,,,
GB50243,Insecta,NA,,,,,,
GB50244,Insecta,NA,,,,,,
GB50245,Insecta,NA,,,,,,
GB50246,Insecta,NA,,,,,,
GB50247,Hymenoptera,NA,,,,,,
GB50248,Insecta,NA,,,,,,
GB50249,Insecta,NA,,,,,,
GB50250,Insecta,NA,,,,,,
GB50251,Insecta,NA,,,,,,
GB50252,Insecta,NA,,,,,,
GB50253,Insecta,NA,,,,,,
GB50254,NA,NA,,,,,,
GB50255,Insecta,NA,,,,,,
GB50256,NA,NA,,,,,,
GB50257,Insecta,NA,,,,,,
GB50258,NA,NA,,,,,,
GB50259,Insecta,NDEG,,,,,,
GB50261,Insecta,NA,,,,,,
GB50262,Insecta,NA,,,,,,
GB50264,NA,NA,,,,,,
GB50265,Insecta,NDEG,,,,,,
GB50267,NA,NA,,,,,,
GB50268,Insecta,NDEG,,,,,,
GB50269,Insecta,NA,,,,,,
GB50270,Insecta,NA,,,,,,
GB50271,Insecta,NA,,,,,,
GB50272,Insecta,NDEG,,,,,,
GB50274,Insecta,NDEG,,,,,,
GB50275,Insecta,NA,,,,,,
GB50276,Insecta,NA,,,,,,
GB50277,Insecta,NA,,,,,,
GB50278,Insecta,NA,,,,,,
GB50280,Insecta,NA,,,,,,
GB50281,Insecta,NA,,,,,,
GB50282,Insecta,NDEG,,,,,,
GB50283,Hymenoptera,NA,,,,,,
GB50284,Insecta,NA,,,,,,
GB50286,Insecta,NA,,,,,,
GB50287,Insecta,NA,,,,,,
GB50288,Insecta,NA,,,,,,
GB50289,Insecta,NA,,,,,,
GB50290,Insecta,NA,,,,,,
GB50293,Insecta,NA,,,,,,
GB50295,Insecta,NA,,,,,,
GB50297,Insecta,NA,,,,,,
GB50298,Insecta,NDEG,,,,,,
GB50299,Insecta,NA,,,,,,
GB50300,NA,NA,,,,,,
GB50301,Insecta,NA,,,,,,
GB50302,Insecta,NA,,,,,,
GB50303,Insecta,NDEG,,,,,,
GB50304,NA,NA,,,,,,
GB50305,Insecta,NA,,,,,,
GB50312,Hymenoptera,NA,,,,,,
GB50321,NA,NA,,,,,,
GB50322,Insecta,NA,,,,,,
GB50323,Insecta,NA,,,,,,
GB50324,Hymenoptera,NA,,,,,,
GB50330,NA,NA,,,,,,
GB50331,Insecta,NA,,,,,,
GB50332,Insecta,NA,,,,,,
GB50333,Insecta,NDEG,,,,,,
GB50334,Insecta,NA,,,,,,
GB50335,Insecta,NA,,,,,,
GB50336,Insecta,NA,,,,,,
GB50337,Insecta,NA,,,,,,
GB50338,Insecta,NA,,,,,,
GB50339,Hymenoptera,NA,,,,,,
GB50340,NA,NA,,,,,,
GB50341,Hymenoptera,NA,,,,,,
GB50342,Insecta,NA,,,,,,
GB50343,Insecta,NA,,,,,,
GB50344,Insecta,NA,,,,,,
GB50345,Insecta,NA,,,,,,
GB50346,Insecta,NA,,,,,,
GB50347,Insecta,NA,,,,,,
GB50348,Insecta,NDEG,,,,,,
GB50349,Insecta,NA,,,,,,
GB50350,Insecta,NA,,,,,,
GB50351,Hymenoptera,NA,,,,,,
GB50352,Insecta,NDEG,,,,,,
GB50353,Insecta,NA,,,,,,
GB50354,Insecta,NA,,,,,,
GB50355,Insecta,NA,,,,,,
GB50356,Insecta,NA,,,,,,
GB50357,Insecta,NDEG,,,,,,
GB50359,Insecta,NA,,,,,,
GB50361,Hymenoptera,NA,,,,,,
GB50363,Insecta,NA,,,,,,
GB50364,Insecta,NA,,,,,,
GB50365,Insecta,NA,,,,,,
GB50366,Insecta,NA,,,,,,
GB50367,Insecta,NA,,,,,,
GB50368,Hymenoptera,NA,,,,,,
GB50369,Insecta,NDEG,,,,,,
GB50370,Insecta,NA,,,,,,
GB50371,Insecta,NA,,,,,,
GB50372,Insecta,NA,,,,,,
GB50373,Insecta,NDEG,,,,,,
GB50374,Insecta,NA,,,,,,
GB50375,Insecta,NA,,,,,,
GB50378,Insecta,NA,,,,,,
GB50379,Insecta,NA,,,,,,
GB50380,Hymenoptera,NA,,,,,,
GB50381,Insecta,NA,,,,,,
GB50382,Hymenoptera,NA,,,,,,
GB50383,Apoidea,NA,,,,,,
GB50384,Hymenoptera,NA,,,,,,
GB50385,Insecta,NA,,,,,,
GB50386,Hymenoptera,NA,,,,,,
GB50387,Insecta,NA,,,,,,
GB50388,Hymenoptera,NA,,,,,,
GB50389,Insecta,NA,,,,,,
GB50390,Insecta,NA,,,,,,
GB50392,Insecta,NA,,,,,,
GB50393,Insecta,NA,,,,,,
GB50394,NA,NA,,,,,,
GB50395,Hymenoptera,NA,,,,,,
GB50396,Hymenoptera,NA,,,,,,
GB50397,Insecta,NA,,,,,,
GB50398,Hymenoptera,NA,,,,,,
GB50399,NA,NA,,,,,,
GB50400,Hymenoptera,NA,,,,,,
GB50401,Insecta,NA,,,,,,
GB50402,Insecta,NA,,,,,,
GB50404,Hymenoptera,NA,,,,,,
GB50405,Insecta,NA,,,,,,
GB50406,Hymenoptera,NA,,,,,,
GB50407,Insecta,NA,,,,,,
GB50408,Insecta,NA,,,,,,
GB50409,Insecta,NA,,,,,,
GB50411,Insecta,NA,,,,,,
GB50413,Apoidea,NDEG,,,,,,
GB50414,Insecta,NA,,,,,,
GB50415,Insecta,NA,,,,,,
GB50416,NA,NA,,,,,,
GB50418,Insecta,NA,,,,,,
GB50420,Insecta,NA,,,,,,
GB50421,Insecta,NDEG,,,,,,
GB50423,Hymenoptera,Q,,,,,,
GB50424,NA,NA,,,,,,
GB50425,Insecta,NA,,,,,,
GB50426,Insecta,NA,,,,,,
GB50427,Insecta,NA,,,,,,
GB50428,Hymenoptera,NA,,,,,,
GB50429,Hymenoptera,NA,,,,,,
GB50430,Insecta,NA,,,,,,
GB50431,NA,NA,,,,,,
GB50434,Insecta,NA,,,,,,
GB50435,Insecta,NA,,,,,,
GB50436,Insecta,NA,,,,,,
GB50438,Insecta,NDEG,,,,,,
GB50439,Insecta,NA,,,,,,
GB50440,NA,NA,,,,,,
GB50441,Insecta,NA,,,,,,
GB50442,Insecta,NA,,,,,,
GB50443,Apoidea,NA,,,,,,
GB50446,NA,NA,,,,,,
GB50447,Insecta,NA,,,,,,
GB50448,Insecta,NA,,,,,,
GB50449,Hymenoptera,NA,,,,,,
GB50450,Hymenoptera,NA,,,,,,
GB50451,Hymenoptera,NA,,,,,,
GB50452,NA,NA,,,,,,
GB50453,Insecta,NDEG,,,,,,
GB50454,Apoidea,NA,,,,,,
GB50457,Insecta,NA,,,,,,
GB50458,Insecta,NA,,,,,,
GB50459,Insecta,NA,,,,,,
GB50460,Insecta,NA,,,,,,
GB50461,NA,NA,,,,,,
GB50462,NA,NA,,,,,,
GB50463,NA,NA,,,,,,
GB50464,NA,NA,,,,,,
GB50465,NA,NA,,,,,,
GB50466,Insecta,NA,,,,,,
GB50467,Hymenoptera,NA,,,,,,
GB50468,Hymenoptera,NA,,,,,,
GB50469,Hymenoptera,NA,,,,,,
GB50470,Insecta,NDEG,,,,,,
GB50471,Insecta,NA,,,,,,
GB50472,Hymenoptera,NA,,,,,,
GB50473,Hymenoptera,NA,,,,,,
GB50474,Insecta,NDEG,,,,,,
GB50475,Insecta,NA,,,,,,
GB50477,Hymenoptera,NA,,,,,,
GB50478,Insecta,NA,,,,,,
GB50479,Insecta,NA,,,,,,
GB50480,Insecta,NA,,,,,,
GB50481,Hymenoptera,NA,,,,,,
GB50482,Insecta,NA,,,,,,
GB50484,NA,NA,,,,,,
GB50486,NA,NA,,,,,,
GB50487,NA,NA,,,,,,
GB50488,NA,NA,,,,,,
GB50490,NA,NA,,,,,,
GB50491,Insecta,NA,,,,,,
GB50492,Hymenoptera,NA,,,,,,
GB50493,Insecta,NA,,,,,,
GB50494,NA,NA,,,,,,
GB50496,NA,NA,,,,,,
GB50497,Insecta,NA,,,,,,
GB50498,Insecta,NA,,,,,,
GB50505,Insecta,NDEG,,,,,,
GB50506,Insecta,NA,,,,,,
GB50507,Insecta,NA,,,,,,
GB50508,Insecta,W,,,,,,
GB50509,Insecta,NA,,,,,,
GB50510,Insecta,NA,,,,,,
GB50511,Insecta,NA,,,,,,
GB50512,Insecta,NA,,,,,,
GB50513,Insecta,NDEG,,,,,,
GB50514,Insecta,NA,,,,,,
GB50515,Hymenoptera,NA,,,,,,
GB50516,Insecta,NDEG,,,,,,
GB50519,Insecta,NDEG,,,,,,
GB50520,Insecta,NA,,,,,,
GB50521,Insecta,NA,,,,,,
GB50522,Insecta,NDEG,,,,,,
GB50524,Insecta,NA,,,,,,
GB50525,Insecta,NA,,,,,,
GB50526,Insecta,NA,,,,,,
GB50527,Insecta,NA,,,,,,
GB50528,Hymenoptera,NA,,,,,,
GB50529,Hymenoptera,NA,,,,,,
GB50530,Apoidea,NA,,,,,,
GB50531,Insecta,NDEG,,,,,,
GB50532,Insecta,NA,,,,,,
GB50533,Insecta,NA,,,,,,
GB50534,Insecta,NA,,,,,,
GB50535,Insecta,NA,,,,,,
GB50536,Apis,NA,,,,,,
GB50537,Insecta,NA,,,,,,
GB50538,Insecta,NDEG,,,,,,
GB50539,NA,NA,,,,,,
GB50540,Insecta,NA,,,,,,
GB50541,NA,NA,,,,,,
GB50542,NA,NA,,,,,,
GB50543,NA,NA,,,,,,
GB50545,Insecta,NA,,,,,,
GB50546,NA,NA,,,,,,
GB50547,Hymenoptera,NA,,,,,,
GB50548,Insecta,NDEG,,,,,,
GB50549,Hymenoptera,NA,,,,,,
GB50550,Hymenoptera,NA,,,,,,
GB50551,Insecta,NA,,,,,,
GB50552,Insecta,NA,,,,,,
GB50553,Insecta,NA,,,,,,
GB50554,Insecta,NA,,,,,,
GB50555,Insecta,NA,,,,,,
GB50557,NA,NA,,,,,,
GB50558,Insecta,NA,,,,,,
GB50559,Hymenoptera,NA,,,,,,
GB50560,Insecta,NA,,,,,,
GB50562,Insecta,NA,,,,,,
GB50563,Insecta,NA,,,,,,
GB50564,Insecta,NA,,,,,,
GB50565,Insecta,NA,,,,,,
GB50566,Insecta,NA,,,,,,
GB50567,Insecta,NA,,,,,,
GB50568,Insecta,NA,,,,,,
GB50569,Insecta,NA,,,,,,
GB50570,Insecta,NA,,,,,,
GB50571,Insecta,NA,,,,,,
GB50572,Insecta,NA,,,,,,
GB50573,Hymenoptera,NA,,,,,,
GB50574,Insecta,NA,,,,,,
GB50575,Insecta,NA,,,,,,
GB50576,NA,NA,,,,,,
GB50577,Insecta,NA,,,,,,
GB50578,Insecta,NA,,,,,,
GB50579,Insecta,NA,,,,,,
GB50580,Insecta,NA,,,,,,
GB50583,Insecta,NA,,,,,,
GB50584,NA,NA,,,,,,
GB50585,Insecta,NA,,,,,,
GB50586,Insecta,NA,,,,,,
GB50587,Insecta,NA,,,,,,
GB50589,Insecta,NA,,,,,,
GB50590,NA,NA,,,,,,
GB50591,Insecta,NA,,,,,,
GB50592,Hymenoptera,NA,,,,,,
GB50593,Insecta,NA,,,,,,
GB50594,Insecta,Q,,,,,,
GB50595,Insecta,Q,,,,,,
GB50596,Insecta,NA,,,,,,
GB50597,Apoidea,NA,,,,,,
GB50598,Insecta,Q,,,,,,
GB50600,Insecta,NA,,,,,,
GB50601,Insecta,NA,,,,,,
GB50602,Insecta,NA,,,,,,
GB50603,Insecta,NA,,,,,,
GB50604,Hymenoptera,NA,,,,,,
GB50605,Insecta,NA,,,,,,
GB50606,Insecta,NA,,,,,,
GB50607,Insecta,Q,,,,,,
GB50609,Insecta,NDEG,,,,,,
GB50610,Apoidea,NA,,,,,,
GB50611,NA,NA,,,,,,
GB50612,Insecta,NA,,,,,,
GB50613,NA,NA,,,,,,
GB50619,Hymenoptera,NA,,,,,,
GB50620,Insecta,NA,,,,,,
GB50621,Insecta,NA,,,,,,
GB50622,Insecta,NA,,,,,,
GB50623,Insecta,NA,,,,,,
GB50624,Insecta,NA,,,,,,
GB50625,Insecta,NA,,,,,,
GB50626,Insecta,NA,,,,,,
GB50627,Insecta,NDEG,,,,,,
GB50628,Insecta,NA,,,,,,
GB50629,Insecta,NA,,,,,,
GB50630,Insecta,NA,,,,,,
GB50631,NA,NA,,,,,,
GB50633,Insecta,NDEG,,,,,,
GB50635,Insecta,NA,,,,,,
GB50636,Insecta,NA,,,,,,
GB50637,Insecta,NA,,,,,,
GB50638,Insecta,NA,,,,,,
GB50640,Insecta,NA,,,,,,
GB50642,NA,NA,,,,,,
GB50643,Insecta,NA,,,,,,
GB50646,Insecta,NA,,,,,,
GB50647,Insecta,NA,,,,,,
GB50648,Insecta,NA,,,,,,
GB50650,Insecta,NA,,,,,,
GB50651,Insecta,NDEG,,,,,,
GB50652,Insecta,NDEG,,,,,,
GB50653,Insecta,NA,,,,,,
GB50654,Hymenoptera,NA,,,,,,
GB50655,Insecta,NA,,,,,,
GB50656,Insecta,NA,,,,,,
GB50657,Insecta,NA,,,,,,
GB50658,Insecta,NA,,,,,,
GB50660,Insecta,NA,,,,,,
GB50661,Insecta,NDEG,,,,,,
GB50662,Insecta,NDEG,,,,,,
GB50663,Insecta,NDEG,,,,,,
GB50664,NA,NA,,,,,,
GB50668,Hymenoptera,NA,,,,,,
GB50669,Insecta,NA,,,,,,
GB50670,NA,NA,,,,,,
GB50671,Insecta,NA,,,,,,
GB50672,Insecta,NA,,,,,,
GB50673,NA,NA,,,,,,
GB50674,Insecta,NA,,,,,,
GB50675,Insecta,NA,,,,,,
GB50676,Apis,NA,,,,,,
GB50677,Insecta,NA,,,,,,
GB50678,Insecta,NA,,,,,,
GB50679,Insecta,NA,,,,,,
GB50680,Insecta,NA,,,,,,
GB50681,Hymenoptera,NA,,,,,,
GB50683,Insecta,NDEG,,,,,,
GB50684,NA,NA,,,,,,
GB50685,NA,NA,,,,,,
GB50686,Insecta,NA,,,,,,
GB50688,Insecta,NDEG,,,,,,
GB50689,Insecta,NA,,,,,,
GB50690,Insecta,NDEG,,,,,,
GB50691,Insecta,NA,,,,,,
GB50692,NA,NA,,,,,,
GB50693,Insecta,NA,,,,,,
GB50694,Insecta,NA,,,,,,
GB50695,Insecta,NA,,,,,,
GB50699,Insecta,NDEG,,,,,,
GB50700,Insecta,NDEG,,,,,,
GB50701,Insecta,NA,,,,,,
GB50702,Insecta,NA,,,,,,
GB50703,NA,NA,,,,,,
GB50704,Insecta,NDEG,,,,,,
GB50705,Insecta,NA,,,,,,
GB50715,Insecta,NA,,,,,,
GB50718,Insecta,NA,,,,,,
GB50719,NA,NA,,,,,,
GB50720,NA,NA,,,,,,
GB50721,NA,NA,,,,,,
GB50722,Insecta,NA,,,,,,
GB50724,Insecta,NA,,,,,,
GB50725,Insecta,NA,,,,,,
GB50727,Insecta,NA,,,,,,
GB50728,Insecta,NDEG,,,,,,
GB50729,Insecta,NA,,,,,,
GB50730,Insecta,NDEG,,,,,,
GB50731,Insecta,NA,,,,,,
GB50732,Insecta,NA,,,,,,
GB50733,Insecta,NA,,,,,,
GB50734,Insecta,NA,,,,,,
GB50735,Insecta,NA,,,,,,
GB50736,Hymenoptera,NA,,,,,,
GB50737,Insecta,NA,,,,,,
GB50738,Hymenoptera,NA,,,,,,
GB50739,Insecta,NA,,,,,,
GB50741,Insecta,NA,,,,,,
GB50742,Insecta,NA,,,,,,
GB50743,Insecta,NA,,,,,,
GB50744,Insecta,NA,,,,,,
GB50745,Insecta,NA,,,,,,
GB50746,Insecta,NA,,,,,,
GB50747,Insecta,NA,,,,,,
GB50748,Insecta,NA,,,,,,
GB50749,Insecta,NA,,,,,,
GB50750,Insecta,NDEG,,,,,,
GB50751,Insecta,NA,,,,,,
GB50753,Insecta,NA,,,,,,
GB50754,NA,NA,,,,,,
GB50755,NA,NA,,,,,,
GB50756,Insecta,NA,,,,,,
GB50757,Insecta,NDEG,,,,,,
GB50759,NA,NA,,,,,,
GB50760,NA,NA,,,,,,
GB50761,Insecta,W,,,,,,
GB50762,NA,NA,,,,,,
GB50763,Insecta,NA,,,,,,
GB50764,Insecta,NA,,,,,,
GB50766,Hymenoptera,NA,,,,,,
GB50767,Hymenoptera,NA,,,,,,
GB50768,NA,NA,,,,,,
GB50769,Insecta,NA,,,,,,
GB50770,NA,NA,,,,,,
GB50772,Insecta,NA,,,,,,
GB50773,NA,NA,,,,,,
GB50775,Apis,NA,,,,,,
GB50776,NA,NA,,,,,,
GB50777,Insecta,NA,,,,,,
GB50778,Insecta,NA,,,,,,
GB50779,Insecta,NA,,,,,,
GB50780,Insecta,NA,,,,,,
GB50781,NA,NA,,,,,,
GB50782,NA,NA,,,,,,
GB50783,Insecta,NA,,,,,,
GB50784,Insecta,NA,,,,,,
GB50785,Hymenoptera,NA,,,,,,
GB50786,NA,NA,,,,,,
GB50787,Insecta,NA,,,,,,
GB50788,Hymenoptera,NA,,,,,,
GB50789,Insecta,NA,,,,,,
GB50791,NA,NA,,,,,,
GB50792,NA,NA,,,,,,
GB50794,NA,NA,,,,,,
GB50795,Insecta,NA,,,,,,
GB50796,Insecta,NA,,,,,,
GB50799,NA,NA,,,,,,
GB50800,Insecta,NA,,,,,,
GB50801,Insecta,NA,,,,,,
GB50803,Insecta,NA,,,,,,
GB50804,Insecta,NA,,,,,,
GB50805,Insecta,NA,,,,,,
GB50806,Hymenoptera,NA,,,,,,
GB50807,Insecta,NA,,,,,,
GB50808,Insecta,NA,,,,,,
GB50809,Insecta,NA,,,,,,
GB50810,Hymenoptera,NA,,,,,,
GB50811,Insecta,NA,,,,,,
GB50812,Hymenoptera,NA,,,,,,
GB50813,Insecta,NA,,,,,,
GB50814,Insecta,NA,,,,,,
GB50815,Insecta,NA,,,,,,
GB50816,Insecta,NDEG,,,,,,
GB50817,Insecta,NA,,,,,,
GB50819,Insecta,NA,,,,,,
GB50820,Hymenoptera,NA,,,,,,
GB50822,Insecta,NA,,,,,,
GB50823,NA,NA,,,,,,
GB50824,Insecta,NA,,,,,,
GB50825,Hymenoptera,NA,,,,,,
GB50826,NA,NA,,,,,,
GB50827,Hymenoptera,NA,,,,,,
GB50828,Hymenoptera,NA,,,,,,
GB50829,Insecta,NA,,,,,,
GB50830,Apoidea,NA,,,,,,
GB50831,Insecta,NA,,,,,,
GB50833,Insecta,NA,,,,,,
GB50835,NA,NA,,,,,,
GB50837,Insecta,NA,,,,,,
GB50839,Hymenoptera,NA,,,,,,
GB50841,Insecta,NA,,,,,,
GB50843,NA,NA,,,,,,
GB50845,Insecta,NA,,,,,,
GB50846,Insecta,NA,,,,,,
GB50847,Insecta,NA,,,,,,
GB50849,Insecta,NA,,,,,,
GB50850,Insecta,NA,,,,,,
GB50851,Insecta,NDEG,,,,,,
GB50852,Insecta,NA,,,,,,
GB50853,Insecta,NA,,,,,,
GB50854,Insecta,NDEG,,,,,,
GB50856,Insecta,NA,,,,,,
GB50857,Insecta,NA,,,,,,
GB50858,Insecta,NA,,,,,,
GB50860,Apoidea,NA,,,,,,
