am,ln,evalue
XP_012167734.1,KMR05067.1,0.0
XP_012167735.1,KMR04487.1,0.0
XP_012167736.1,KMR04486.1,0.0
XP_012167736.1,KMR04486.1,4e-37
XP_012167737.1,KMR04482.1,0.0
XP_012167738.1,KMQ93376.1,0.0
XP_012167739.1,KMQ91411.1,0.0
XP_012167740.1,KMQ96503.1,0.0
XP_012167740.1,KMQ96503.1,8e-113
XP_012167741.1,KMQ96503.1,0.0
XP_012167741.1,KMQ96503.1,6e-113
XP_012167742.1,KMQ96503.1,0.0
XP_012167742.1,KMQ96503.1,1e-65
XP_012167743.1,KMQ96397.1,0.0
XP_012167743.1,KMQ96397.1,4e-41
XP_012167744.1,KMQ96505.1,0.0
XP_012167745.1,KMQ96505.1,0.0
XP_012167746.1,KMQ96505.1,0.0
XP_012167747.1,KMQ96505.1,0.0
XP_012167748.1,KMQ94687.1,3e-99
XP_012167750.1,KMQ92867.1,1e-116
XP_012167751.1,KMQ92867.1,1e-116
XP_012167752.1,KMQ92867.1,1e-114
XP_012167755.1,KMQ92491.1,4e-108
XP_012167755.1,KMQ92491.1,4e-71
XP_012167756.1,KMQ92490.1,0.0
XP_012167756.1,KMQ92490.1,2e-90
XP_012167757.1,KMQ94885.1,0.0
XP_012167757.1,KMQ94885.1,6e-131
XP_012167758.1,KMQ94885.1,0.0
XP_012167758.1,KMQ94885.1,7e-131
XP_012167759.1,KMQ94885.1,0.0
XP_012167759.1,KMQ94885.1,6e-131
XP_012167760.1,KMQ94885.1,0.0
XP_012167760.1,KMQ94885.1,7e-131
XP_012167761.1,KMQ94885.1,0.0
XP_012167761.1,KMQ94885.1,4e-131
XP_012167762.1,KMQ92927.1,1e-76
XP_012167763.1,KMQ92927.1,8e-77
XP_012167764.1,KMQ90273.1,2e-135
XP_012167765.1,KMQ90273.1,3e-137
XP_012167766.1,KMQ90275.1,0.0
XP_012167767.1,KMQ91371.1,7e-98
XP_012167768.1,KMQ88584.1,8e-14
XP_012167769.1,KMQ91556.1,0.0
XP_012167770.1,KMQ91556.1,0.0
XP_012167771.1,KMQ91556.1,0.0
XP_012167772.1,KMQ88701.1,0.0
XP_012167773.1,KMQ88700.1,3e-116
XP_012167774.1,KMQ88700.1,4e-121
XP_012167775.1,KMQ94357.1,0.0
XP_012167776.1,KMQ94357.1,0.0
XP_012167777.1,KMQ94357.1,0.0
XP_012167778.1,KMQ94357.1,0.0
XP_012167779.1,KMQ94357.1,0.0
XP_012167780.1,KMQ94357.1,0.0
XP_012167781.1,KMQ94356.1,0.0
XP_012167781.1,KMQ94356.1,5e-60
XP_012167782.1,KMQ94356.1,0.0
XP_012167782.1,KMQ94356.1,5e-60
XP_012167783.1,KMQ89018.1,2e-161
XP_012167784.1,KMQ89018.1,2e-154
XP_012167785.1,KMQ89018.1,2e-154
XP_012167786.1,KMQ89018.1,2e-154
XP_012167787.1,KMQ89018.1,2e-154
XP_012167788.1,KMQ86099.1,4e-143
XP_012167789.1,KMQ83445.1,8e-158
XP_012167790.1,KMQ87832.1,4e-31
XP_012167791.1,KMQ85457.1,2e-07
XP_012167792.1,KMQ94715.1,2e-113
XP_012167793.1,KMQ94715.1,2e-113
XP_012167797.1,KMQ85457.1,2e-07
XP_012167798.1,KMQ98463.1,0.0
XP_012167801.1,KMQ98459.1,0.0
XP_012167802.1,KMQ96440.1,0.0
XP_012167803.1,KMQ96439.1,3e-66
XP_012167804.1,KMQ96439.1,4e-62
XP_012167810.1,KMQ85692.1,0.0
XP_012167810.1,KMQ85692.1,7e-06
XP_012167812.1,KMQ85828.1,8e-160
XP_012167813.1,KMQ94330.1,6e-96
XP_012167814.1,KMQ94330.1,4e-96
XP_012167817.1,KMQ96350.1,0.0
XP_012167818.1,KMQ94160.1,9e-84
XP_012167819.1,KMQ92467.1,5e-55
XP_012167820.1,KMQ89783.1,0.0
XP_012167821.1,KMQ97155.1,3e-40
XP_012167822.1,KMQ97155.1,7e-41
XP_012167823.1,KMQ94530.1,0.0
XP_012167823.1,KMQ94530.1,5e-55
XP_012167824.1,KMQ94159.1,1e-98
XP_012167825.1,KMQ94530.1,0.0
XP_012167825.1,KMQ94530.1,6e-55
XP_012167826.1,KMQ94530.1,0.0
XP_012167826.1,KMQ94530.1,3e-39
XP_012167826.1,KMQ94530.1,2e-16
XP_012167828.1,KMQ97156.1,0.0
XP_012167832.1,KMQ91239.1,0.0
XP_012167833.1,KMQ97248.1,0.0
XP_012167834.1,KMQ92654.1,0.0
XP_012167834.1,KMQ92654.1,6e-141
XP_012167834.1,KMQ92654.1,4e-32
XP_012167834.1,KMQ92654.1,6e-17
XP_012167835.1,KMQ93052.1,3e-46
XP_012167836.1,KMQ96838.1,1e-125
XP_012167837.1,KMQ96838.1,1e-125
XP_012167838.1,KMQ96838.1,1e-125
XP_012167839.1,KMQ96838.1,1e-125
XP_012167840.1,KMQ96838.1,1e-125
XP_012167841.1,KMQ96838.1,0.0
XP_012167841.1,KMQ96838.1,2e-125
XP_012167842.1,KMQ96841.1,0.0
XP_012167843.1,KMQ96841.1,0.0
XP_012167844.1,KMQ96841.1,0.0
XP_012167845.1,KMQ93606.1,0.0
XP_012167845.1,KMQ93606.1,7e-45
XP_012167846.1,KMQ96841.1,5e-178
XP_012167847.1,KMQ96841.1,3e-177
XP_012167848.1,KMQ96840.1,1e-54
XP_012167849.1,KMQ92365.1,1e-129
XP_012167850.1,KMQ94171.1,0.0
XP_012167851.1,KMQ94171.1,0.0
XP_012167852.1,KMQ94171.1,0.0
XP_012167853.1,KMQ89490.1,0.0
XP_012167854.1,KMQ96037.1,0.0
XP_012167856.1,KMQ93606.1,0.0
XP_012167856.1,KMQ93606.1,7e-45
XP_012167857.1,KMQ85675.1,1e-25
XP_012167858.1,KMQ94946.1,5e-05
XP_012167860.1,KMQ84874.1,1e-19
XP_012167861.1,KMQ89933.1,8e-147
XP_012167862.1,KMQ89933.1,2e-129
XP_012167863.1,KMQ89933.1,2e-129
XP_012167864.1,KMQ94638.1,1e-72
XP_012167865.1,KMQ94638.1,8e-73
XP_012167866.1,KMQ94638.1,8e-73
XP_012167867.1,KMQ94638.1,8e-73
XP_012167869.1,KMQ93444.1,4e-08
XP_012167870.1,KMQ92395.1,4e-134
XP_012167871.1,KMQ92395.1,6e-114
XP_012167872.1,KMQ92396.1,0.0
XP_012167873.1,KMQ93045.1,0.0
XP_012167874.1,KMQ93045.1,0.0
XP_012167875.1,KMQ93044.1,4e-92
XP_012167876.1,KMQ93044.1,4e-92
XP_012167877.1,KMQ93044.1,4e-92
XP_012167878.1,KMQ93043.1,6e-158
XP_012167880.1,KMQ89498.1,0.0
XP_012167881.1,KMQ91770.1,0.0
XP_012167882.1,KMQ91769.1,0.0
XP_012167883.1,KMQ91769.1,0.0
XP_012167884.1,KMQ91769.1,0.0
XP_012167885.1,KMQ91391.1,0.0
XP_012167886.1,KMQ94380.1,7e-143
XP_012167887.1,KMQ91751.1,0.0
XP_012167888.1,KMQ91751.1,0.0
XP_012167889.1,KMQ91750.1,9e-05
XP_012167890.1,KMQ91750.1,8e-05
XP_012167891.1,KMQ91750.1,8e-05
XP_012167892.1,KMQ94381.1,0.0
XP_012167893.1,KMQ91752.1,0.0
XP_012167894.1,KMQ90981.1,1e-82
XP_012167895.1,KMQ90981.1,1e-82
XP_012167896.1,KMQ90981.1,1e-82
XP_012167897.1,KMQ90980.1,0.0
XP_012167898.1,KMQ95018.1,0.0
XP_012167899.1,KMQ95017.1,0.0
XP_012167899.1,KMQ95017.1,9e-11
XP_012167901.1,KMQ96869.1,4e-140
XP_012167902.1,KMQ96869.1,4e-140
XP_012167903.1,KMQ96869.1,4e-140
XP_012167904.1,KMQ96870.1,1e-153
XP_012167905.1,KMQ96870.1,1e-153
XP_012167906.1,KMQ96870.1,1e-153
XP_012167907.1,KMQ96870.1,1e-153
XP_012167908.1,KMQ93534.1,4e-22
XP_012167909.1,KMQ91954.1,0.0
XP_012167910.1,KMR05368.1,0.0
XP_012167910.1,KMR05368.1,8e-178
XP_012167911.1,KMR05303.1,0.0
XP_012167912.1,KMR05368.1,0.0
XP_012167912.1,KMR05368.1,5e-178
XP_012167913.1,KMR04615.1,0.0
XP_012167914.1,KMR04615.1,0.0
XP_012167915.1,KMR04615.1,0.0
XP_012167916.1,KMR05303.1,0.0
XP_012167917.1,KMR04616.1,3e-81
XP_012167918.1,KMQ95039.1,0.0
XP_012167919.1,KMQ95039.1,0.0
XP_012167920.1,KMQ96620.1,0.0
XP_012167921.1,KMQ93028.1,6e-126
XP_012167922.1,KMQ93028.1,8e-126
XP_012167924.1,KMQ91463.1,4e-68
XP_012167925.1,KMQ91464.1,1e-61
XP_012167926.1,KMQ88412.1,2e-42
XP_012167927.1,KMQ96478.1,4e-13
XP_012167927.1,KMQ96478.1,8e-13
XP_012167927.1,KMQ96478.1,2e-07
XP_012167928.1,KMR01417.1,6e-53
XP_012167929.1,KMQ88493.1,5e-172
XP_012167930.1,KMQ88722.1,0.0
XP_012167931.1,KMQ88722.1,0.0
XP_012167932.1,KMQ98446.1,2e-138
XP_012167933.1,KMQ91849.1,3e-146
XP_012167934.1,KMQ91849.1,2e-146
XP_012167935.1,KMQ91849.1,1e-151
XP_012167937.1,KMQ97624.1,8e-09
XP_012167938.1,KMQ96917.1,0.0
XP_012167940.1,KMQ97137.1,4e-27
XP_012167941.1,KMQ90303.1,0.0
XP_012167942.1,KMQ90303.1,0.0
XP_012167943.1,KMQ90303.1,0.0
XP_012167945.1,KMQ89423.1,0.0
XP_012167946.1,KMQ89423.1,0.0
XP_012167947.1,KMQ89423.1,0.0
XP_012167948.1,KMQ89423.1,0.0
XP_012167949.1,KMQ89423.1,0.0
XP_012167950.1,KMQ89423.1,0.0
XP_012167951.1,KMQ91537.1,2e-76
XP_012167952.1,KMQ91537.1,2e-76
XP_012167953.1,KMQ91537.1,2e-76
XP_012167954.1,KMQ88698.1,0.0
XP_012167955.1,KMQ93459.1,6e-71
XP_012167956.1,KMQ93889.1,8e-78
XP_012167956.1,KMQ93889.1,4e-13
XP_012167958.1,KMQ97803.1,4e-116
XP_012167959.1,KMQ89591.1,0.0
XP_012167959.1,KMQ89591.1,4e-162
XP_012167959.1,KMQ89591.1,8e-17
XP_012167960.1,KMQ89591.1,0.0
XP_012167960.1,KMQ89591.1,4e-162
XP_012167960.1,KMQ89591.1,8e-17
XP_012167961.1,KMQ89591.1,0.0
XP_012167961.1,KMQ89591.1,5e-162
XP_012167961.1,KMQ89591.1,9e-17
XP_012167962.1,KMQ89591.1,0.0
XP_012167962.1,KMQ89591.1,3e-162
XP_012167962.1,KMQ89591.1,7e-17
XP_012167963.1,KMQ89591.1,0.0
XP_012167963.1,KMQ89591.1,3e-162
XP_012167963.1,KMQ89591.1,7e-17
XP_012167964.1,KMQ89591.1,0.0
XP_012167964.1,KMQ89591.1,4e-162
XP_012167964.1,KMQ89591.1,8e-17
XP_012167965.1,KMQ89591.1,0.0
XP_012167965.1,KMQ89591.1,1e-162
XP_012167965.1,KMQ89591.1,1e-16
XP_012167966.1,KMQ97805.1,0.0
XP_012167967.1,KMR04969.1,0.0
XP_012167968.1,KMR04969.1,0.0
XP_012167969.1,KMR04969.1,0.0
XP_012167970.1,KMR04969.1,0.0
XP_012167971.1,KMR04969.1,0.0
XP_012167972.1,KMR04970.1,5e-16
XP_012167972.1,KMR04970.1,1e-08
XP_012167973.1,KMR04970.1,3e-16
XP_012167973.1,KMR04970.1,6e-09
XP_012167974.1,KMQ98277.1,0.0
XP_012167975.1,KMQ97153.1,7e-114
XP_012167976.1,KMQ98277.1,0.0
XP_012167977.1,KMQ98277.1,0.0
XP_012167978.1,KMQ98277.1,0.0
XP_012167979.1,KMQ98277.1,0.0
XP_012167980.1,KMQ98277.1,0.0
XP_012167981.1,KMQ98277.1,0.0
XP_012167982.1,KMQ98277.1,0.0
XP_012167983.1,KMQ98277.1,0.0
XP_012167984.1,KMQ98277.1,0.0
XP_012167985.1,KMQ84669.1,0.0
XP_012167986.1,KMQ84669.1,0.0
XP_012167987.1,KMR04593.1,9e-109
XP_012167988.1,KMR04593.1,9e-109
XP_012167989.1,KMQ86809.1,2e-126
XP_012167990.1,KMQ86809.1,2e-126
XP_012167991.1,KMQ86809.1,2e-126
XP_012167992.1,KMQ86809.1,5e-127
XP_012167993.1,KMQ86809.1,8e-127
XP_012167994.1,KMQ97485.1,0.0
XP_012167995.1,KMQ97485.1,0.0
XP_012167996.1,KMQ97485.1,0.0
XP_012167997.1,KMQ88284.1,0.0
XP_012167998.1,KMQ97984.1,0.0
XP_012167999.1,KMQ96874.1,3e-117
XP_012168000.1,KMQ93413.1,2e-28
XP_012168000.1,KMQ93413.1,3e-22
XP_012168001.1,KMQ97765.1,3e-57
XP_012168001.1,KMQ97765.1,8e-21
XP_012168002.1,KMR05220.1,1e-165
XP_012168003.1,KMR05220.1,1e-154
XP_012168004.1,KMR05221.1,0.0
XP_012168005.1,KMR05221.1,2e-82
XP_012168006.1,KMR05221.1,3e-83
XP_012168007.1,KMR05221.1,3e-83
XP_012168008.1,KMR05221.1,1e-83
XP_012168009.1,KMQ88335.1,1e-35
XP_012168009.1,KMQ88335.1,8e-10
XP_012168009.1,KMQ88335.1,3e-09
XP_012168009.1,KMQ88335.1,9e-06
XP_012168010.1,KMQ88335.1,1e-35
XP_012168010.1,KMQ88335.1,8e-10
XP_012168010.1,KMQ88335.1,3e-09
XP_012168010.1,KMQ88335.1,8e-06
XP_012168011.1,KMQ88364.1,0.0
XP_012168013.1,KMQ91569.1,0.0
XP_012168013.1,KMQ91569.1,3e-06
XP_012168014.1,KMQ93752.1,3e-31
XP_012168015.1,KMQ98113.1,0.0
XP_012168015.1,KMQ98113.1,4e-12
XP_012168016.1,KMQ98113.1,0.0
XP_012168016.1,KMQ98113.1,4e-12
XP_012168017.1,KMR03928.1,0.0
XP_012168018.1,KMQ91354.1,0.0
XP_012168019.1,KMQ97165.1,0.0
XP_012168019.1,KMQ97165.1,1e-139
XP_012168020.1,KMQ98690.1,0.0
XP_012168020.1,KMQ98690.1,2e-154
XP_012168021.1,KMQ91354.1,0.0
XP_012168022.1,KMQ98690.1,0.0
XP_012168022.1,KMQ98690.1,2e-154
XP_012168023.1,KMQ98690.1,0.0
XP_012168023.1,KMQ98690.1,2e-154
XP_012168024.1,KMQ98690.1,0.0
XP_012168024.1,KMQ98690.1,2e-154
XP_012168025.1,KMQ98690.1,0.0
XP_012168025.1,KMQ98690.1,2e-154
XP_012168026.1,KMQ98690.1,0.0
XP_012168026.1,KMQ98690.1,2e-154
XP_012168027.1,KMQ98690.1,0.0
XP_012168027.1,KMQ98690.1,2e-154
XP_012168028.1,KMQ98690.1,0.0
XP_012168028.1,KMQ98690.1,2e-154
XP_012168029.1,KMQ98690.1,0.0
XP_012168029.1,KMQ98690.1,2e-154
XP_012168030.1,KMQ98690.1,0.0
XP_012168030.1,KMQ98690.1,8e-146
XP_012168031.1,KMQ98690.1,0.0
XP_012168031.1,KMQ98690.1,3e-147
XP_012168032.1,KMQ91354.1,0.0
XP_012168033.1,KMQ93897.1,0.0
XP_012168034.1,KMQ95785.1,9e-35
XP_012168037.1,KMQ91354.1,0.0
XP_012168038.1,KMQ97674.1,0.0
XP_012168039.1,KMQ97674.1,0.0
XP_012168040.1,KMQ97860.1,0.0
XP_012168041.1,KMQ97859.1,2e-171
XP_012168042.1,KMQ96442.1,4e-132
XP_012168043.1,KMQ96442.1,2e-130
XP_012168044.1,KMQ91250.1,7e-85
XP_012168045.1,KMQ91250.1,2e-88
XP_012168046.1,KMQ83447.1,4e-136
XP_012168047.1,KMR04502.1,0.0
XP_012168048.1,KMR04502.1,0.0
XP_012168049.1,KMR04502.1,0.0
XP_012168050.1,KMR04501.1,1e-170
XP_012168051.1,KMR04501.1,1e-170
XP_012168052.1,KMR04501.1,1e-170
XP_012168053.1,KMR04501.1,4e-152
XP_012168054.1,KMQ97861.1,4e-157
XP_012168055.1,KMQ96571.1,0.0
XP_012168057.1,KMQ96570.1,3e-80
XP_012168058.1,KMR04268.1,6e-121
XP_012168059.1,KMR04268.1,6e-121
XP_012168060.1,KMR04268.1,6e-121
XP_012168061.1,KMR04268.1,2e-112
XP_012168062.1,KMQ98442.1,6e-84
XP_012168063.1,KMQ90960.1,0.0
XP_012168064.1,KMQ98442.1,3e-86
XP_012168065.1,KMQ90960.1,0.0
XP_012168066.1,KMQ93003.1,4e-178
XP_012168067.1,KMQ88157.1,1e-124
XP_012168068.1,KMQ88157.1,1e-124
XP_012168069.1,KMQ88157.1,1e-124
XP_012168070.1,KMQ88157.1,1e-124
XP_012168071.1,KMQ88157.1,1e-124
XP_012168072.1,KMQ88156.1,9e-173
XP_012168073.1,KMQ88156.1,9e-173
XP_012168074.1,KMQ96242.1,9e-75
XP_012168075.1,KMQ88720.1,0.0
XP_012168076.1,KMQ88720.1,0.0
XP_012168077.1,KMQ88720.1,0.0
XP_012168078.1,KMQ87664.1,0.0
XP_012168079.1,KMQ97043.1,0.0
XP_012168080.1,KMQ87102.1,6e-145
XP_012168080.1,KMQ87102.1,2e-26
XP_012168081.1,KMQ90957.1,0.0
XP_012168082.1,KMQ90957.1,0.0
XP_012168083.1,KMQ91716.1,3e-59
XP_012168084.1,KMQ91716.1,3e-59
XP_012168085.1,KMQ91716.1,3e-59
XP_012168086.1,KMQ91716.1,3e-59
XP_012168087.1,KMQ86889.1,0.0
XP_012168088.1,KMQ86889.1,0.0
XP_012168089.1,KMQ96155.1,3e-74
XP_012168089.1,KMQ96155.1,2e-66
XP_012168090.1,KMQ96155.1,3e-74
XP_012168090.1,KMQ96155.1,2e-66
XP_012168091.1,KMQ96155.1,7e-69
XP_012168091.1,KMQ96155.1,2e-66
XP_012168092.1,KMQ90849.1,1e-157
XP_012168094.1,KMQ94865.1,3e-36
XP_012168095.1,KMQ89013.1,1e-148
XP_012168096.1,KMQ92102.1,1e-98
XP_012168097.1,KMQ83819.1,2e-12
XP_012168098.1,KMQ83819.1,2e-12
XP_012168099.1,KMQ88080.1,1e-69
XP_012168100.1,KMQ88080.1,1e-69
XP_012168101.1,KMQ88080.1,1e-69
XP_012168102.1,KMQ85511.1,0.0
XP_012168103.1,KMQ91716.1,6e-62
XP_012168104.1,KMQ95268.1,1e-73
XP_012168105.1,KMQ95272.1,0.0
XP_012168106.1,KMQ95272.1,0.0
XP_012168107.1,KMQ95272.1,0.0
XP_012168108.1,KMQ95272.1,0.0
XP_012168109.1,KMQ95272.1,0.0
XP_012168110.1,KMQ95272.1,0.0
XP_012168111.1,KMQ95272.1,0.0
XP_012168112.1,KMQ95272.1,0.0
XP_012168114.1,KMQ87623.1,0.0
XP_012168115.1,KMQ87380.1,8e-95
XP_012168116.1,KMQ83567.1,1e-115
XP_012168117.1,KMQ83567.1,1e-115
XP_012168118.1,KMQ83567.1,1e-115
XP_012168119.1,KMQ83567.1,1e-115
XP_012168120.1,KMQ83567.1,1e-115
XP_012168121.1,KMQ83567.1,2e-113
XP_012168122.1,KMQ98076.1,0.0
XP_012168123.1,KMQ98218.1,0.0
XP_012168124.1,KMQ98218.1,0.0
XP_012168125.1,KMQ98218.1,0.0
XP_012168126.1,KMQ98218.1,0.0
XP_012168127.1,KMQ98218.1,0.0
XP_012168128.1,KMQ98218.1,0.0
XP_012168129.1,KMQ98218.1,0.0
XP_012168130.1,KMQ98216.1,1e-86
XP_012168131.1,KMQ94126.1,0.0
XP_012168132.1,KMQ98213.1,2e-113
XP_012168135.1,KMQ94381.1,2e-168
XP_012168136.1,KMQ94381.1,1e-168
XP_012168137.1,KMQ83833.1,0.0
XP_012168138.1,KMQ89303.1,4e-147
XP_012168139.1,KMQ89303.1,4e-147
XP_012168142.1,KMQ97163.1,0.0
XP_012168143.1,KMQ92418.1,0.0
XP_012168144.1,KMQ92417.1,6e-86
XP_012168145.1,KMQ92417.1,6e-70
XP_012168146.1,KMQ96238.1,0.0
XP_012168146.1,KMQ96238.1,1e-100
XP_012168148.1,KMQ95272.1,0.0
XP_012168149.1,KMQ92989.1,5e-108
XP_012168150.1,KMQ92989.1,3e-106
XP_012168151.1,KMQ84330.1,5e-70
XP_012168152.1,KMQ93276.1,0.0
XP_012168153.1,KMQ89810.1,5e-28
XP_012168154.1,KMQ89810.1,0.0
XP_012168155.1,KMQ93276.1,0.0
XP_012168156.1,KMQ87676.1,1e-62
XP_012168157.1,KMQ94919.1,7e-159
XP_012168157.1,KMQ94919.1,1e-48
XP_012168158.1,KMQ94919.1,7e-159
XP_012168158.1,KMQ94919.1,1e-48
XP_012168159.1,KMQ93276.1,0.0
XP_012168160.1,KMQ94919.1,7e-159
XP_012168160.1,KMQ94919.1,1e-48
XP_012168161.1,KMQ94918.1,0.0
XP_012168162.1,KMQ94918.1,0.0
XP_012168163.1,KMQ94918.1,0.0
XP_012168164.1,KMQ93276.1,0.0
XP_012168165.1,KMQ95601.1,2e-14
XP_012168166.1,KMQ94379.1,7e-108
XP_012168167.1,KMR04844.1,0.0
XP_012168168.1,KMR04844.1,0.0
XP_012168169.1,KMR04844.1,0.0
XP_012168170.1,KMR04844.1,0.0
XP_012168171.1,KMR04844.1,0.0
XP_012168172.1,KMR04844.1,0.0
XP_012168173.1,KMR04844.1,0.0
XP_012168174.1,KMR04844.1,0.0
XP_012168175.1,KMR04844.1,0.0
XP_012168176.1,KMQ91711.1,3e-66
XP_012168177.1,KMR04844.1,0.0
XP_012168178.1,KMR04844.1,0.0
XP_012168179.1,KMR04844.1,0.0
XP_012168180.1,KMR04843.1,0.0
XP_012168181.1,KMR04843.1,0.0
XP_012168182.1,KMQ91711.1,3e-66
XP_012168183.1,KMR04841.1,0.0
XP_012168184.1,KMQ98098.1,3e-50
XP_012168184.1,KMQ98098.1,1e-30
XP_012168185.1,KMQ93272.1,0.0
XP_012168186.1,KMQ96184.1,0.0
XP_012168187.1,KMQ86143.1,2e-30
XP_012168188.1,KMQ86143.1,2e-30
XP_012168189.1,KMQ96188.1,2e-147
XP_012168190.1,KMQ96186.1,0.0
XP_012168191.1,KMQ96187.1,3e-101
XP_012168192.1,KMQ89696.1,0.0
XP_012168193.1,KMQ89695.1,0.0
XP_012168194.1,KMQ98393.1,0.0
XP_012168195.1,KMQ89695.1,2e-53
XP_012168195.1,KMQ89695.1,3e-18
XP_012168196.1,KMQ89695.1,2e-53
XP_012168196.1,KMQ89695.1,3e-18
XP_012168197.1,KMQ89695.1,3e-53
XP_012168197.1,KMQ89695.1,4e-18
XP_012168199.1,KMQ98179.1,2e-17
XP_012168202.1,KMQ98391.1,0.0
XP_012168204.1,KMQ95473.1,3e-164
XP_012168205.1,KMQ95979.1,2e-48
XP_012168206.1,KMQ95979.1,1e-30
XP_012168207.1,KMQ95979.1,1e-48
XP_012168208.1,KMQ95979.1,1e-48
XP_012168209.1,KMQ98391.1,0.0
XP_012168210.1,KMR05002.1,0.0
XP_012168211.1,KMR05002.1,0.0
XP_012168212.1,KMQ96771.1,0.0
XP_012168213.1,KMQ96771.1,0.0
XP_012168214.1,KMQ96771.1,0.0
XP_012168215.1,KMQ96771.1,0.0
XP_012168216.1,KMQ96771.1,0.0
XP_012168217.1,KMQ96771.1,0.0
XP_012168218.1,KMR03926.1,0.0
XP_012168218.1,KMR03926.1,8e-21
XP_012168219.1,KMR03924.1,3e-129
XP_012168220.1,KMQ98390.1,4e-145
XP_012168221.1,KMQ97843.1,1e-60
XP_012168222.1,KMQ89476.1,0.0
XP_012168223.1,KMQ89476.1,0.0
XP_012168224.1,KMQ85250.1,1e-90
XP_012168225.1,KMR05395.1,3e-50
XP_012168226.1,KMQ85678.1,6e-78
XP_012168227.1,KMQ92202.1,7e-111
XP_012168228.1,KMQ96183.1,2e-135
XP_012168228.1,KMQ96183.1,1e-28
XP_012168229.1,KMQ96183.1,2e-135
XP_012168229.1,KMQ96183.1,1e-28
XP_012168230.1,KMQ96183.1,8e-128
XP_012168231.1,KMQ84881.1,9e-26
XP_012168232.1,KMQ88079.1,9e-35
XP_012168233.1,KMQ95334.1,0.0
XP_012168233.1,KMQ95334.1,2e-155
XP_012168233.1,KMQ95334.1,9e-125
XP_012168233.1,KMQ95334.1,8e-73
XP_012168233.1,KMQ95334.1,6e-62
XP_012168233.1,KMQ95334.1,1e-37
XP_012168233.1,KMQ95334.1,2e-32
XP_012168233.1,KMQ95334.1,9e-31
XP_012168233.1,KMQ95334.1,8e-09
XP_012168233.1,KMQ95334.1,2e-07
XP_012168234.1,KMQ97363.1,4e-154
XP_012168235.1,KMQ95552.1,0.0
XP_012168235.1,KMQ95552.1,2e-57
XP_012168236.1,KMQ95552.1,0.0
XP_012168236.1,KMQ95552.1,2e-57
XP_012168237.1,KMQ84881.1,0.0
XP_012168238.1,KMQ97363.1,0.0
XP_012168239.1,KMQ97363.1,0.0
XP_012168240.1,KMQ97363.1,0.0
XP_012168241.1,KMQ97363.1,0.0
XP_012168242.1,KMQ97363.1,0.0
XP_012168243.1,KMQ97363.1,0.0
XP_012168244.1,KMQ97363.1,0.0
XP_012168245.1,KMQ97363.1,0.0
XP_012168246.1,KMQ95226.1,0.0
XP_012168247.1,KMQ93655.1,0.0
XP_012168250.1,KMQ92097.1,8e-92
XP_012168251.1,KMQ95262.1,0.0
XP_012168252.1,KMQ94566.1,4e-155
XP_012168252.1,KMQ94566.1,8e-25
XP_012168253.1,KMQ91345.1,3e-51
XP_012168254.1,KMQ91345.1,4e-46
XP_012168255.1,KMQ91345.1,3e-46
XP_012168256.1,KMQ91345.1,1e-51
XP_012168257.1,KMQ91345.1,9e-32
XP_012168258.1,KMQ91345.1,7e-52
XP_012168259.1,KMQ86099.1,0.0
XP_012168260.1,KMQ86099.1,0.0
XP_012168261.1,KMQ86099.1,0.0
XP_012168262.1,KMQ86099.1,0.0
XP_012168263.1,KMQ86099.1,0.0
XP_012168264.1,KMQ86099.1,0.0
XP_012168265.1,KMQ92824.1,4e-88
XP_012168266.1,KMQ90575.1,0.0
XP_012168267.1,KMQ98027.1,2e-64
XP_012168267.1,KMQ98027.1,3e-05
XP_012168268.1,KMQ98027.1,2e-64
XP_012168268.1,KMQ98027.1,3e-05
XP_012168269.1,KMQ98027.1,2e-64
XP_012168269.1,KMQ98027.1,3e-05
XP_012168270.1,KMQ98027.1,9e-54
XP_012168270.1,KMQ98027.1,2e-05
XP_012168271.1,KMQ96043.1,1e-151
XP_012168272.1,KMQ95506.1,0.0
XP_012168273.1,KMQ95506.1,0.0
XP_012168274.1,KMQ95506.1,0.0
XP_012168275.1,KMQ95506.1,0.0
XP_012168276.1,KMQ90915.1,0.0
XP_012168277.1,KMQ86916.1,0.0
XP_012168278.1,KMQ86348.1,1e-124
XP_012168279.1,KMQ86348.1,1e-124
XP_012168280.1,KMQ86348.1,1e-124
XP_012168281.1,KMQ90466.1,0.0
XP_012168281.1,KMQ90466.1,3e-56
XP_012168282.1,KMQ90466.1,0.0
XP_012168282.1,KMQ90466.1,3e-56
XP_012168283.1,KMQ96133.1,0.0
XP_012168283.1,KMQ96133.1,2e-108
XP_012168283.1,KMQ96133.1,3e-72
XP_012168283.1,KMQ96133.1,4e-26
XP_012168283.1,KMQ96133.1,4e-13
XP_012168283.1,KMQ96133.1,2e-05
XP_012168284.1,KMQ96133.1,0.0
XP_012168284.1,KMQ96133.1,2e-108
XP_012168284.1,KMQ96133.1,3e-72
XP_012168284.1,KMQ96133.1,4e-26
XP_012168284.1,KMQ96133.1,4e-13
XP_012168284.1,KMQ96133.1,2e-05
XP_012168285.1,KMQ96133.1,0.0
XP_012168285.1,KMQ96133.1,2e-108
XP_012168285.1,KMQ96133.1,3e-72
XP_012168285.1,KMQ96133.1,4e-26
XP_012168285.1,KMQ96133.1,4e-13
