bt,am,evalue
XP_012168808.1,XP_012168823.1,0.0
XP_012168809.1,XP_012168811.1,0.0
XP_012168810.1,XP_012168811.1,0.0
XP_012168811.1,XP_012168811.1,0.0
XP_012168812.1,XP_012168812.1,0.0
XP_012168813.1,XP_012168814.1,0.0
XP_012168814.1,XP_012168814.1,0.0
XP_012168815.1,XP_012168815.1,0.0
XP_012168816.1,XP_012168823.1,0.0
XP_012168817.1,XP_012168817.1,0.0
XP_012168818.1,XP_012168818.1,0.0
XP_012168819.1,XP_012168822.1,0.0
XP_012168820.1,XP_012168822.1,0.0
XP_012168821.1,XP_012168822.1,0.0
XP_012168822.1,XP_012168822.1,0.0
XP_012168823.1,XP_012168823.1,0.0
XP_012168824.1,XP_012168824.1,0.0
XP_012168825.1,XP_012168825.1,0.0
XP_012168826.1,XP_012168826.1,1e-162
XP_012168827.1,XP_012168827.1,9e-132
XP_012168828.1,XP_012168828.1,0.0
XP_012168829.1,XP_012168830.1,0.0
XP_012168830.1,XP_012168830.1,0.0
XP_012168831.1,XP_012168831.1,0.0
XP_012168832.1,XP_012168832.1,0.0
XP_012168833.1,XP_012168833.1,0.0
XP_012168834.1,XP_012168834.1,0.0
XP_012168835.1,XP_012168835.1,0.0
XP_012168836.1,XP_012168836.1,0.0
XP_012168837.1,XP_012168837.1,0.0
XP_012168838.1,XP_012168838.1,0.0
XP_012168839.1,XP_012168839.1,0.0
XP_012168840.1,XP_012168840.1,0.0
XP_012168841.1,XP_003398873.1,0.0
XP_012168842.1,XP_012168842.1,0.0
XP_012168843.1,XP_012168845.1,0.0
XP_012168844.1,XP_012168845.1,0.0
XP_012168845.1,XP_012168845.1,0.0
XP_012168846.1,XP_012168846.1,0.0
XP_012168847.1,XP_012168848.1,0.0
XP_012168848.1,XP_012168848.1,0.0
XP_012168849.1,XP_012168850.1,0.0
XP_012168850.1,XP_012168850.1,0.0
XP_012168851.1,XP_012168851.1,0.0
XP_012168852.1,XP_012168852.1,0.0
XP_012168853.1,XP_012168853.1,0.0
XP_012168854.1,XP_012168854.1,0.0
XP_012168855.1,XP_012168855.1,0.0
XP_012168856.1,XP_012168881.1,0.0
XP_012168857.1,XP_012168857.1,0.0
XP_012168858.1,XP_012168858.1,0.0
XP_012168859.1,XP_012168859.1,0.0
XP_012168860.1,XP_012168861.1,0.0
XP_012168861.1,XP_012168861.1,0.0
XP_012168862.1,XP_012168864.1,0.0
XP_012168863.1,XP_012168881.1,0.0
XP_012168864.1,XP_012168864.1,0.0
XP_012168865.1,XP_012168865.1,0.0
XP_012168866.1,XP_012168866.1,0.0
XP_012168867.1,XP_012168864.1,0.0
XP_012168868.1,XP_012168868.1,0.0
XP_012168869.1,XP_012168870.1,0.0
XP_012168870.1,XP_012168870.1,0.0
XP_012168871.1,XP_012168881.1,0.0
XP_012168872.1,XP_012168872.1,1e-89
XP_012168873.1,XP_012168879.1,0.0
XP_012168874.1,XP_012168879.1,0.0
XP_012168875.1,XP_012168879.1,0.0
XP_012168876.1,XP_012168879.1,0.0
XP_012168877.1,XP_012168879.1,0.0
XP_012168878.1,XP_012168881.1,0.0
XP_012168879.1,XP_012168879.1,0.0
XP_012168880.1,XP_012168880.1,8e-170
XP_012168881.1,XP_012168881.1,0.0
XP_012168882.1,XP_012168882.1,0.0
XP_012168883.1,XP_012168884.1,1e-167
XP_012168884.1,XP_012168884.1,1e-167
XP_012168885.1,XP_012168886.1,1e-157
XP_012168886.1,XP_012168886.1,1e-157
XP_012168887.1,XP_012168887.1,6e-154
XP_012168888.1,XP_012168888.1,0.0
XP_012168889.1,XP_003398822.1,0.0
XP_012168890.1,XP_003398822.1,0.0
XP_012168891.1,XP_012168891.1,0.0
XP_012168892.1,XP_012168892.1,0.0
XP_012168893.1,XP_012168893.1,0.0
XP_012168894.1,XP_012168894.1,9e-177
XP_012168895.1,XP_012168895.1,0.0
XP_012168896.1,XP_012168896.1,0.0
XP_012168897.1,XP_012168902.1,0.0
XP_012168898.1,XP_012168902.1,0.0
XP_012168899.1,XP_012168902.1,0.0
XP_012168900.1,XP_012168902.1,0.0
XP_012168901.1,XP_012168902.1,0.0
XP_012168902.1,XP_012168902.1,0.0
XP_012168903.1,XP_012168903.1,0.0
XP_012168904.1,XP_012168904.1,0.0
XP_012168905.1,XP_012168905.1,0.0
XP_012168906.1,XP_012168906.1,3e-136
XP_012168907.1,XP_012168907.1,0.0
XP_012168908.1,XP_012168908.1,0.0
XP_012168909.1,XP_012168909.1,0.0
XP_012168910.1,XP_012168910.1,0.0
XP_012168911.1,XP_012168911.1,0.0
XP_012168912.1,XP_012168912.1,0.0
XP_012168913.1,XP_012168913.1,0.0
XP_012168914.1,XP_012168914.1,0.0
XP_012168915.1,NP_001267835.1,0.0
XP_012168916.1,NP_001267835.1,0.0
XP_012168917.1,XP_012168917.1,1e-150
XP_012168918.1,XP_012168919.1,0.0
XP_012168919.1,XP_012168919.1,0.0
XP_012168920.1,XP_012168920.1,0.0
XP_012168921.1,XP_012168921.1,0.0
XP_012168922.1,XP_012168922.1,0.0
XP_012168923.1,XP_012168923.1,0.0
XP_012168924.1,XP_012168924.1,0.0
XP_012168925.1,XP_012168925.1,0.0
XP_012168926.1,XP_012168926.1,0.0
XP_012168927.1,XP_012168927.1,0.0
XP_012168928.1,XP_012168928.1,0.0
XP_012168929.1,XP_012168929.1,0.0
XP_012168930.1,XP_012168930.1,0.0
XP_012168931.1,XP_012168931.1,0.0
XP_012168932.1,XP_012168932.1,1e-93
XP_012168933.1,XP_012168933.1,0.0
XP_012168934.1,XP_012168934.1,0.0
XP_012168935.1,XP_012168935.1,0.0
XP_012168936.1,XP_012168944.1,0.0
XP_012168937.1,XP_012168937.1,0.0
XP_012168938.1,XP_012168937.1,0.0
XP_012168939.1,XP_012168939.1,0.0
XP_012168940.1,XP_012168940.1,0.0
XP_012168941.1,XP_012168944.1,0.0
XP_012168942.1,XP_012168943.1,0.0
XP_012168943.1,XP_012168943.1,0.0
XP_012168944.1,XP_012168944.1,0.0
XP_012168945.1,XP_012168945.1,0.0
XP_012168946.1,XP_012168946.1,0.0
XP_012168947.1,XP_012168949.1,0.0
XP_012168948.1,XP_012168949.1,0.0
XP_012168949.1,XP_012168949.1,0.0
XP_012168950.1,XP_012168950.1,0.0
XP_012168951.1,XP_003399130.1,0.0
XP_012168952.1,XP_012168952.1,0.0
XP_012168953.1,XP_012168953.1,0.0
XP_012168954.1,XP_012168954.1,0.0
XP_012168955.1,XP_012168955.1,1e-77
XP_012168956.1,XP_012168957.1,0.0
XP_012168957.1,XP_012168957.1,0.0
XP_012168958.1,XP_012168958.1,0.0
XP_012168959.1,XP_012168959.1,0.0
XP_012168960.1,XP_012168960.1,0.0
XP_012168961.1,XP_012168959.1,0.0
XP_012168962.1,XP_012168959.1,0.0
XP_012168963.1,XP_012168963.1,0.0
XP_012168964.1,XP_012168964.1,0.0
XP_012168965.1,XP_012168965.1,3e-117
XP_012168966.1,XP_012168966.1,0.0
XP_012168967.1,XP_012168967.1,5e-162
XP_012168968.1,XP_012168968.1,1e-131
XP_012168969.1,XP_003399267.1,9e-118
XP_012168970.1,XP_003399267.1,9e-118
XP_012168971.1,XP_012168981.1,0.0
XP_012168972.1,XP_012168980.1,0.0
XP_012168973.1,XP_012168980.1,0.0
XP_012168974.1,XP_012168980.1,0.0
XP_012168975.1,XP_012168980.1,0.0
XP_012168976.1,XP_012168980.1,0.0
XP_012168977.1,XP_012168980.1,0.0
XP_012168978.1,XP_012168980.1,0.0
XP_012168979.1,XP_012168980.1,0.0
XP_012168980.1,XP_012168980.1,0.0
XP_012168981.1,XP_012168981.1,0.0
XP_012168982.1,XP_012168982.1,0.0
XP_012168983.1,XP_012168983.1,0.0
XP_012168984.1,XP_012168984.1,0.0
XP_012168985.1,XP_012168985.1,0.0
XP_012168986.1,XP_012168986.1,0.0
XP_012168987.1,XP_012168987.1,0.0
XP_012168988.1,XP_012168988.1,0.0
XP_012168989.1,XP_012168989.1,0.0
XP_012168990.1,XP_012168990.1,0.0
XP_012168991.1,XP_012168991.1,0.0
XP_012168992.1,XP_012168992.1,0.0
XP_012168993.1,XP_012168993.1,0.0
XP_012168994.1,XP_012168993.1,0.0
XP_012168995.1,XP_012168997.1,0.0
XP_012168996.1,XP_012168996.1,0.0
XP_012168997.1,XP_012168997.1,0.0
XP_012168998.1,XP_012168998.1,0.0
XP_012168999.1,XP_012168999.1,0.0
XP_012169000.1,XP_012169000.1,0.0
XP_012169001.1,XP_012169001.1,0.0
XP_012169002.1,XP_012169002.1,0.0
XP_012169004.1,XP_012169007.1,0.0
XP_012169005.1,XP_012169007.1,0.0
XP_012169006.1,XP_012169006.1,0.0
XP_012169007.1,XP_012169007.1,0.0
XP_012169008.1,XP_012169008.1,0.0
XP_012169009.1,XP_003398903.1,0.0
XP_012169010.1,XP_012169012.1,0.0
XP_012169011.1,XP_012169012.1,0.0
XP_012169012.1,XP_012169012.1,0.0
XP_012169013.1,XP_012169014.1,0.0
XP_012169014.1,XP_012169014.1,0.0
XP_012169015.1,XP_012169015.1,0.0
XP_012169016.1,XP_012169016.1,0.0
XP_012169017.1,XP_012169017.1,0.0
XP_012169018.1,XP_012169018.1,0.0
XP_012169019.1,XP_012169020.1,0.0
XP_012169020.1,XP_012169020.1,0.0
XP_012169021.1,XP_012169021.1,0.0
XP_012169022.1,XP_012169022.1,0.0
XP_012169023.1,XP_012169023.1,0.0
XP_012169024.1,XP_012169024.1,0.0
XP_012169025.1,XP_012169025.1,0.0
XP_012169026.1,XP_012169026.1,0.0
XP_012169027.1,XP_012169027.1,0.0
XP_012169028.1,XP_012169028.1,0.0
XP_012169029.1,XP_012169029.1,0.0
XP_012169030.1,XP_012169030.1,0.0
XP_012169031.1,XP_012169031.1,0.0
XP_012169032.1,XP_012169032.1,0.0
XP_012169033.1,XP_012169033.1,0.0
XP_012169034.1,XP_012169034.1,0.0
XP_012169035.1,XP_012169035.1,0.0
XP_012169036.1,XP_012169036.1,0.0
XP_012169037.1,XP_012169038.1,0.0
XP_012169038.1,XP_012169038.1,0.0
XP_012169039.1,XP_012169039.1,0.0
XP_012169040.1,XP_012169040.1,0.0
XP_012169041.1,XP_012169042.1,0.0
XP_012169042.1,XP_012169042.1,0.0
XP_012169043.1,XP_012169043.1,0.0
XP_012169044.1,XP_012169044.1,0.0
XP_012169045.1,XP_012169053.1,0.0
XP_012169046.1,XP_012169046.1,0.0
XP_012169047.1,XP_012169047.1,0.0
XP_012169048.1,XP_012169048.1,0.0
XP_012169049.1,XP_012169049.1,0.0
XP_012169050.1,XP_012169050.1,0.0
XP_012169051.1,XP_012169051.1,0.0
XP_012169052.1,XP_012169052.1,0.0
XP_012169053.1,XP_012169053.1,0.0
XP_012169054.1,XP_012169055.1,0.0
XP_012169055.1,XP_012169055.1,0.0
XP_012169056.1,XP_012169056.1,0.0
XP_012169057.1,XP_012169058.1,0.0
XP_012169058.1,XP_012169058.1,0.0
XP_012169059.1,XP_012169059.1,0.0
XP_012169060.1,XP_012169060.1,0.0
XP_012169061.1,XP_012169061.1,0.0
XP_012169062.1,XP_012169062.1,0.0
XP_012169063.1,XP_012169063.1,0.0
XP_012169064.1,XP_012169064.1,0.0
XP_012169065.1,XP_012169065.1,0.0
XP_012169066.1,XP_012169066.1,0.0
XP_012169067.1,XP_012169067.1,0.0
XP_012169068.1,XP_012169068.1,0.0
XP_012169069.1,XP_012169069.1,0.0
XP_012169070.1,XP_012169070.1,7e-166
XP_012169071.1,XP_012169074.1,0.0
XP_012169072.1,XP_012169074.1,0.0
XP_012169073.1,XP_012169074.1,0.0
XP_012169074.1,XP_012169074.1,0.0
XP_012169075.1,XP_012169075.1,0.0
XP_012169076.1,XP_012169076.1,0.0
XP_012169077.1,XP_012169077.1,0.0
XP_012169078.1,XP_012169079.1,0.0
XP_012169079.1,XP_012169079.1,0.0
XP_012169080.1,XP_012169080.1,0.0
XP_012169081.1,XP_012169081.1,0.0
XP_012169082.1,XP_012169082.1,0.0
XP_012169083.1,XP_012169083.1,0.0
XP_012169084.1,XP_012169084.1,0.0
XP_012169085.1,XP_012169085.1,0.0
XP_012169086.1,XP_012169086.1,0.0
XP_012169087.1,XP_012169087.1,0.0
XP_012169088.1,XP_012169088.1,0.0
XP_012169089.1,XP_012169089.1,2e-138
XP_012169090.1,XP_012169090.1,0.0
XP_012169091.1,XP_012169091.1,0.0
XP_012169092.1,XP_012169092.1,0.0
XP_012169093.1,XP_012169094.1,0.0
XP_012169094.1,XP_012169094.1,0.0
XP_012169095.1,XP_012169095.1,0.0
XP_012169096.1,XP_012169096.1,6e-115
XP_012169097.1,XP_012169097.1,0.0
XP_012169098.1,XP_012169100.1,2e-85
XP_012169099.1,XP_012169100.1,2e-85
XP_012169100.1,XP_012169100.1,2e-85
XP_012169101.1,XP_012169103.1,8e-174
XP_012169102.1,XP_012169103.1,8e-174
XP_012169103.1,XP_012169103.1,8e-174
XP_012169104.1,XP_012169104.1,0.0
XP_012169105.1,XP_012169105.1,0.0
XP_012169106.1,XP_012169106.1,0.0
XP_012169107.1,XP_012169108.1,0.0
XP_012169108.1,XP_012169108.1,0.0
XP_012169109.1,XP_012169109.1,2e-133
XP_012169110.1,XP_012169110.1,0.0
XP_012169111.1,XP_012169111.1,0.0
XP_012169112.1,XP_012169113.1,0.0
XP_012169113.1,XP_012169113.1,0.0
XP_012169114.1,XP_012169115.1,0.0
XP_012169115.1,XP_012169115.1,0.0
XP_012169116.1,XP_012169116.1,0.0
XP_012169117.1,XP_012169126.1,0.0
XP_012169118.1,XP_012169126.1,0.0
XP_012169119.1,XP_012169126.1,0.0
XP_012169120.1,XP_012169126.1,0.0
XP_012169121.1,XP_012169126.1,0.0
XP_012169122.1,XP_012169126.1,0.0
XP_012169123.1,XP_012169126.1,0.0
XP_012169124.1,XP_012169126.1,0.0
XP_012169125.1,XP_012169126.1,0.0
XP_012169126.1,XP_012169126.1,0.0
XP_012169127.1,XP_012169127.1,0.0
XP_012169128.1,XP_012169128.1,0.0
XP_012169129.1,XP_012169129.1,0.0
XP_012169130.1,XP_012169130.1,0.0
XP_012169131.1,XP_012169132.1,0.0
XP_012169132.1,XP_012169132.1,0.0
XP_012169133.1,XP_012169133.1,0.0
XP_012169134.1,XP_012169134.1,0.0
XP_012169135.1,XP_012169135.1,0.0
XP_012169136.1,XP_012169136.1,0.0
XP_012169137.1,XP_012169135.1,0.0
XP_012169138.1,XP_012169135.1,0.0
XP_012169139.1,XP_012169135.1,0.0
XP_012169140.1,XP_012169135.1,0.0
XP_012169141.1,XP_012169141.1,0.0
XP_012169142.1,XP_012169142.1,0.0
XP_012169143.1,XP_012169143.1,0.0
XP_012169144.1,XP_012169144.1,0.0
XP_012169145.1,XP_012169145.1,0.0
XP_012169146.1,XP_012169148.1,0.0
XP_012169147.1,XP_012169148.1,0.0
XP_012169148.1,XP_012169148.1,0.0
XP_012169149.1,XP_012169149.1,0.0
XP_012169150.1,XP_012169150.1,0.0
XP_012169151.1,XP_012169152.1,0.0
XP_012169152.1,XP_012169152.1,0.0
XP_012169153.1,XP_012169153.1,0.0
XP_012169154.1,XP_012169154.1,0.0
XP_012169155.1,XP_012169155.1,0.0
XP_012169156.1,XP_012169156.1,0.0
XP_012169157.1,XP_012169157.1,0.0
XP_012169158.1,XP_012169157.1,0.0
XP_012169159.1,XP_012169159.1,0.0
XP_012169160.1,XP_012169160.1,0.0
XP_012169161.1,XP_012169157.1,0.0
XP_012169162.1,XP_012169162.1,0.0
XP_012169163.1,XP_012169163.1,0.0
XP_012169164.1,XP_012169164.1,0.0
XP_012169165.1,XP_012169165.1,0.0
XP_012169166.1,XP_012169166.1,0.0
XP_012169167.1,XP_012169167.1,0.0
XP_012169168.1,XP_012169168.1,0.0
XP_012169169.1,XP_012169169.1,0.0
XP_012169170.1,XP_012169170.1,0.0
XP_012169171.1,XP_012169171.1,0.0
XP_012169172.1,XP_012169173.1,0.0
XP_012169173.1,XP_012169173.1,0.0
XP_012169174.1,XP_012169178.1,0.0
XP_012169175.1,XP_012169178.1,0.0
XP_012169176.1,XP_012169178.1,0.0
XP_012169177.1,XP_012169177.1,0.0
XP_012169178.1,XP_012169178.1,0.0
XP_012169179.1,XP_012169179.1,0.0
XP_012169180.1,XP_012169180.1,0.0
XP_012169181.1,XP_012169182.1,2e-97
XP_012169182.1,XP_012169182.1,2e-97
XP_012169183.1,XP_012169183.1,0.0
XP_012169184.1,XP_012169184.1,0.0
XP_012169185.1,XP_012169185.1,0.0
XP_012169186.1,XP_012169186.1,0.0
XP_012169187.1,XP_012169187.1,0.0
XP_012169188.1,XP_012169188.1,0.0
XP_012169189.1,XP_012169189.1,6e-148
XP_012169190.1,XP_012169190.1,0.0
XP_012169191.1,XP_012169191.1,0.0
XP_012169192.1,XP_012169192.1,0.0
XP_012169193.1,XP_012169195.1,0.0
XP_012169194.1,XP_012169195.1,0.0
XP_012169195.1,XP_012169195.1,0.0
XP_012169196.1,XP_012169197.1,0.0
XP_012169197.1,XP_012169197.1,0.0
XP_012169198.1,XP_012169199.1,0.0
XP_012169199.1,XP_012169199.1,0.0
XP_012169200.1,XP_012169200.1,0.0
XP_012169201.1,XP_012169201.1,0.0
XP_012169202.1,XP_012169202.1,0.0
XP_012169203.1,XP_012169203.1,0.0
XP_012169204.1,XP_012169204.1,0.0
XP_012169205.1,XP_012169203.1,0.0
XP_012169206.1,XP_012169203.1,0.0
XP_012169207.1,XP_012169208.1,0.0
XP_012169208.1,XP_012169208.1,0.0
XP_012169209.1,XP_012169209.1,0.0
XP_012169210.1,XP_012169210.1,2e-97
XP_012169211.1,XP_012169211.1,0.0
XP_012169212.1,XP_012169212.1,0.0
XP_012169213.1,XP_012169213.1,1e-170
XP_012169214.1,XP_012169214.1,4e-143
XP_012169215.1,XP_012169215.1,5e-132
XP_012169216.1,XP_012169216.1,0.0
XP_012169217.1,XP_012169217.1,0.0
XP_012169218.1,XP_012169218.1,0.0
XP_012169219.1,XP_012169219.1,0.0
XP_012169220.1,XP_012169220.1,0.0
XP_012169221.1,XP_012169221.1,0.0
XP_012169222.1,XP_012169222.1,0.0
XP_012169223.1,XP_012169223.1,0.0
XP_012169224.1,XP_012169224.1,2e-102
XP_012169225.1,XP_012169224.1,2e-88
XP_012169226.1,XP_012169226.1,3e-86
XP_012169227.1,XP_012169227.1,0.0
XP_012169228.1,XP_012169228.1,0.0
XP_012169229.1,XP_012169229.1,0.0
XP_012169230.1,XP_012169229.1,0.0
XP_012169231.1,XP_012169231.1,0.0
XP_012169232.1,XP_012169232.1,0.0
XP_012169233.1,XP_012169233.1,0.0
XP_012169234.1,XP_012169234.1,0.0
XP_012169235.1,XP_012169235.1,0.0
XP_012169236.1,XP_012169236.1,0.0
XP_012169237.1,XP_012169238.1,0.0
XP_012169238.1,XP_012169238.1,0.0
XP_012169239.1,XP_012169239.1,0.0
XP_012169240.1,XP_012169240.1,0.0
XP_012169241.1,XP_012169245.1,0.0
XP_012169242.1,XP_012169242.1,0.0
XP_012169243.1,XP_012169243.1,0.0
XP_012169244.1,XP_012169244.1,0.0
XP_012169245.1,XP_012169245.1,0.0
XP_012169246.1,XP_012169248.1,4e-129
XP_012169247.1,XP_012169248.1,4e-129
XP_012169248.1,XP_012169248.1,4e-129
XP_012169249.1,XP_012169249.1,0.0
XP_012169250.1,XP_012169250.1,0.0
XP_012169251.1,XP_012169251.1,0.0
XP_012169252.1,XP_012169252.1,0.0
XP_012169253.1,XP_012169263.1,0.0
XP_012169254.1,XP_012169263.1,0.0
XP_012169255.1,XP_012169288.1,0.0
XP_012169256.1,XP_012169263.1,0.0
XP_012169257.1,XP_012169263.1,0.0
XP_012169258.1,XP_012169263.1,0.0
XP_012169259.1,XP_012169263.1,0.0
XP_012169260.1,XP_012169263.1,0.0
XP_012169261.1,XP_012169263.1,0.0
XP_012169262.1,XP_012169263.1,0.0
XP_012169263.1,XP_012169263.1,0.0
XP_012169264.1,XP_012169288.1,0.0
XP_012169265.1,XP_012169267.1,0.0
XP_012169266.1,XP_012169267.1,0.0
XP_012169267.1,XP_012169267.1,0.0
XP_012169268.1,XP_012169268.1,0.0
XP_012169269.1,XP_012169288.1,0.0
XP_012169270.1,XP_012169270.1,0.0
XP_012169271.1,XP_012169271.1,0.0
XP_012169272.1,XP_012169272.1,0.0
XP_012169273.1,XP_012169273.1,0.0
XP_012169274.1,XP_012169274.1,0.0
XP_012169275.1,XP_012169288.1,0.0
XP_012169276.1,XP_012169277.1,0.0
XP_012169277.1,XP_012169277.1,0.0
XP_012169278.1,XP_012169279.1,0.0
XP_012169279.1,XP_012169279.1,0.0
XP_012169280.1,XP_012169279.1,0.0
XP_012169281.1,XP_012169288.1,0.0
XP_012169282.1,XP_012169282.1,9e-131
XP_012169283.1,XP_012169283.1,0.0
XP_012169284.1,XP_012169284.1,0.0
XP_012169285.1,XP_012169285.1,0.0
XP_012169286.1,XP_012169284.1,0.0
XP_012169287.1,XP_012169287.1,0.0
XP_012169288.1,XP_012169288.1,0.0
XP_012169289.1,XP_012169289.1,0.0
XP_012169290.1,XP_012169290.1,0.0
XP_012169291.1,XP_012169291.1,0.0
XP_012169292.1,XP_012169292.1,0.0
XP_012169293.1,XP_012169291.1,0.0
XP_012169294.1,XP_012169292.1,0.0
XP_012169295.1,XP_012169296.1,0.0
XP_012169296.1,XP_012169296.1,0.0
XP_012169297.1,XP_012169297.1,0.0
XP_012169298.1,XP_012169298.1,0.0
XP_012169299.1,XP_012169299.1,0.0
XP_012169300.1,XP_012169300.1,0.0
XP_012169301.1,XP_012169301.1,0.0
XP_012169302.1,XP_012169302.1,0.0
XP_012169303.1,XP_012169300.1,0.0
XP_012169304.1,XP_012169304.1,0.0
XP_012169305.1,XP_012169305.1,0.0
XP_012169306.1,XP_012169306.1,0.0
XP_012169307.1,XP_012169307.1,0.0
XP_012169308.1,XP_012169308.1,0.0
XP_012169309.1,XP_012169309.1,0.0
XP_012169310.1,XP_012169310.1,0.0
XP_012169311.1,XP_012169311.1,0.0
XP_012169312.1,XP_012169312.1,0.0
XP_012169313.1,XP_012169313.1,0.0
XP_012169314.1,XP_012169314.1,0.0
XP_012169315.1,XP_012169315.1,0.0
XP_012169316.1,XP_003399100.1,0.0
XP_012169317.1,XP_012169317.1,0.0
XP_012169318.1,XP_003399100.1,0.0
XP_012169319.1,XP_012169319.1,3e-96
XP_012169320.1,XP_012169320.1,0.0
XP_012169321.1,XP_012169322.1,0.0
XP_012169322.1,XP_012169322.1,0.0
XP_012169323.1,XP_012169312.1,0.0
XP_012169324.1,XP_012169324.1,0.0
XP_012169325.1,XP_012169325.1,0.0
XP_012169326.1,XP_012169326.1,0.0
XP_012169327.1,XP_012169327.1,0.0
XP_012169328.1,XP_012169328.1,0.0
XP_012169329.1,XP_012169329.1,0.0
XP_012169330.1,XP_012169330.1,0.0
XP_012169331.1,XP_012169328.1,0.0
XP_012169332.1,XP_012169332.1,0.0
XP_012169333.1,XP_012169333.1,0.0
XP_012169334.1,XP_012169335.1,1e-49
XP_012169335.1,XP_012169335.1,1e-49
XP_012169336.1,XP_012169336.1,0.0
XP_012169337.1,XP_012169338.1,0.0
XP_012169338.1,XP_012169338.1,0.0
XP_012169339.1,XP_012169340.1,0.0
XP_012169340.1,XP_012169340.1,0.0
XP_012169341.1,XP_012169341.1,0.0
XP_012169342.1,XP_012169342.1,0.0
XP_012169343.1,XP_012169343.1,0.0
XP_012169344.1,XP_012169344.1,0.0
XP_012169345.1,XP_012169345.1,0.0
XP_012169346.1,XP_012169348.1,0.0
XP_012169347.1,XP_012169348.1,0.0
XP_012169348.1,XP_012169348.1,0.0
XP_012169349.1,XP_012169349.1,0.0
XP_012169350.1,XP_012169350.1,0.0
XP_012169351.1,XP_012169351.1,0.0
XP_012169352.1,XP_012169352.1,0.0
XP_012169353.1,XP_012169353.1,0.0
XP_012169354.1,XP_012169354.1,0.0
XP_012169355.1,XP_012169355.1,0.0
XP_012169356.1,XP_012169357.1,0.0
XP_012169357.1,XP_012169357.1,0.0
XP_012169358.1,XP_012169358.1,0.0
XP_012169359.1,XP_012169359.1,0.0
XP_012169360.1,XP_012169360.1,0.0
XP_012169361.1,XP_012169364.1,4e-117
XP_012169362.1,XP_012169364.1,4e-117
XP_012169363.1,XP_012169364.1,4e-117
XP_012169364.1,XP_012169364.1,4e-117
XP_012169365.1,XP_012169367.1,0.0
XP_012169366.1,XP_012169367.1,0.0
XP_012169367.1,XP_012169367.1,0.0
XP_012169368.1,XP_012169368.1,0.0
XP_012169369.1,XP_012169369.1,0.0
XP_012169370.1,XP_012169370.1,0.0
XP_012169371.1,XP_012169371.1,0.0
XP_012169372.1,XP_012169372.1,0.0
XP_012169373.1,XP_012169373.1,0.0
XP_012169374.1,XP_003399125.1,0.0
XP_012169375.1,XP_003399125.1,0.0
XP_012169376.1,XP_003399125.1,0.0
XP_012169377.1,XP_012169377.1,7e-55
XP_012169378.1,XP_012169378.1,0.0
XP_012169379.1,XP_012169379.1,0.0
XP_012169380.1,XP_012169379.1,0.0
XP_012169381.1,XP_012169381.1,0.0
XP_012169382.1,XP_012169382.1,0.0
XP_012169383.1,XP_012169384.1,0.0
XP_012169384.1,XP_012169384.1,0.0
XP_012169385.1,XP_012169385.1,1e-169
XP_012169386.1,XP_012169386.1,3e-148
XP_012169387.1,XP_012169387.1,1e-145
XP_012169388.1,XP_012169392.1,0.0
XP_012169389.1,XP_012169392.1,0.0
XP_012169390.1,XP_012169392.1,0.0
XP_012169391.1,XP_012169392.1,0.0
XP_012169392.1,XP_012169392.1,0.0
XP_012169393.1,XP_012169393.1,0.0
XP_012169394.1,XP_012169392.1,0.0
XP_012169395.1,XP_012169395.1,0.0
XP_012169396.1,XP_012169396.1,0.0
XP_012169397.1,XP_012169398.1,0.0
XP_012169398.1,XP_012169398.1,0.0
XP_012169399.1,XP_012169399.1,0.0
XP_012169400.1,XP_012169400.1,0.0
XP_012169401.1,XP_012169401.1,0.0
XP_012169402.1,XP_012169401.1,0.0
XP_012169403.1,XP_012169403.1,4e-154
XP_012169404.1,XP_012169408.1,0.0
XP_012169405.1,XP_012169405.1,0.0
XP_012169406.1,XP_012169408.1,0.0
XP_012169407.1,XP_012169408.1,0.0
XP_012169408.1,XP_012169408.1,0.0
XP_012169409.1,XP_012169409.1,0.0
XP_012169410.1,XP_012169410.1,0.0
XP_012169411.1,XP_012169411.1,0.0
XP_012169412.1,XP_012169412.1,0.0
XP_012169413.1,XP_012169413.1,0.0
XP_012169414.1,XP_012169414.1,0.0
XP_012169415.1,XP_012169415.1,0.0
XP_012169416.1,XP_012169416.1,0.0
XP_012169417.1,XP_012169417.1,0.0
XP_012169418.1,XP_012169422.1,0.0
XP_012169419.1,XP_012169422.1,0.0
XP_012169420.1,XP_012169422.1,0.0
XP_012169421.1,XP_012169422.1,0.0
XP_012169422.1,XP_012169422.1,0.0
XP_012169423.1,XP_012169423.1,0.0
XP_012169424.1,XP_012169424.1,0.0
XP_012169425.1,XP_012169425.1,0.0
XP_012169426.1,XP_012169426.1,4e-75
XP_012169427.1,XP_012169427.1,5e-170
XP_012169428.1,XP_003399158.1,0.0
XP_012169429.1,XP_012169434.1,0.0
XP_012169430.1,XP_012169434.1,0.0
XP_012169431.1,XP_012169434.1,0.0
XP_012169432.1,XP_012169434.1,0.0
XP_012169433.1,XP_012169434.1,0.0
XP_012169434.1,XP_012169434.1,0.0
XP_012169435.1,XP_012169435.1,0.0
XP_012169436.1,XP_012169441.1,0.0
XP_012169437.1,XP_012169441.1,0.0
XP_012169438.1,XP_012169441.1,0.0
XP_012169439.1,XP_012169441.1,0.0
XP_012169440.1,XP_012169441.1,0.0
XP_012169441.1,XP_012169441.1,0.0
