am,lf,evalue
NP_001267818.1,TRINITY_DN27273_c0_g1_i1|m.6740,0.0
XP_012166619.1,TRINITY_DN4197_c0_g1_i1|m.27283,7e-15
XP_012166619.1,TRINITY_DN4197_c0_g1_i1|m.27283,2e-06
XP_012166620.1,TRINITY_DN11168_c0_g1_i1|m.41653,7e-12
XP_012166620.1,TRINITY_DN11168_c0_g1_i1|m.41653,5e-09
XP_012166620.1,TRINITY_DN11168_c0_g1_i1|m.41653,2e-08
XP_012166622.1,TRINITY_DN24870_c0_g2_i1|m.25682,8e-61
XP_012166623.1,TRINITY_DN15637_c0_g1_i1|m.46700,3e-68
XP_012166624.1,TRINITY_DN5932_c0_g1_i1|m.37366,3e-109
XP_012166625.1,TRINITY_DN25483_c0_g1_i1|m.14166,0.0
XP_012166626.1,TRINITY_DN25483_c0_g1_i1|m.14166,0.0
XP_012166627.1,TRINITY_DN25483_c0_g1_i1|m.14166,0.0
XP_012166628.1,TRINITY_DN25483_c0_g1_i1|m.14166,0.0
XP_012166629.1,TRINITY_DN13391_c0_g1_i1|m.33702,0.0
XP_012166630.1,TRINITY_DN13391_c0_g1_i1|m.33702,0.0
XP_012166631.1,TRINITY_DN13391_c0_g1_i1|m.33702,0.0
XP_012166632.1,TRINITY_DN5957_c0_g1_i1|m.37355,1e-73
XP_012166633.1,TRINITY_DN12677_c0_g1_i1|m.15391,0.0
XP_012166634.1,TRINITY_DN15637_c0_g1_i1|m.46700,3e-68
XP_012166635.1,TRINITY_DN12677_c0_g1_i1|m.15391,2e-78
XP_012166636.1,TRINITY_DN1617_c0_g2_i1|m.9809,0.0
XP_012166637.1,TRINITY_DN1617_c0_g2_i1|m.9809,0.0
XP_012166638.1,TRINITY_DN1617_c0_g2_i1|m.9809,0.0
XP_012166639.1,TRINITY_DN1617_c0_g2_i1|m.9809,0.0
XP_012166640.1,TRINITY_DN1617_c0_g2_i1|m.9809,0.0
XP_012166641.1,TRINITY_DN1617_c0_g2_i1|m.9809,0.0
XP_012166644.1,TRINITY_DN10053_c0_g1_i1|m.26610,9e-82
XP_012166649.1,TRINITY_DN11484_c1_g2_i1|m.34855,7e-22
XP_012166650.1,TRINITY_DN11484_c1_g2_i1|m.34855,7e-22
XP_012166651.1,TRINITY_DN11484_c1_g2_i1|m.34855,7e-22
XP_012166652.1,TRINITY_DN11484_c1_g2_i1|m.34855,7e-22
XP_012166653.1,TRINITY_DN11484_c1_g2_i1|m.34855,7e-22
XP_012166654.1,TRINITY_DN13348_c0_g1_i1|m.33633,0.0
XP_012166655.1,TRINITY_DN13348_c0_g1_i1|m.33633,0.0
XP_012166656.1,TRINITY_DN13348_c0_g1_i1|m.33633,0.0
XP_012166657.1,TRINITY_DN13348_c0_g1_i1|m.33633,0.0
XP_012166658.1,TRINITY_DN13348_c0_g1_i1|m.33633,0.0
XP_012166659.1,TRINITY_DN13622_c1_g1_i1|m.6158,0.0
XP_012166660.1,TRINITY_DN13622_c1_g1_i1|m.6158,0.0
XP_012166661.1,TRINITY_DN14150_c8_g6_i1|m.29103,6e-56
XP_012166662.1,TRINITY_DN14150_c8_g6_i1|m.29103,2e-56
XP_012166663.1,TRINITY_DN14150_c8_g6_i1|m.29103,2e-56
XP_012166664.1,TRINITY_DN651_c0_g1_i1|m.11168,2e-23
XP_012166665.1,TRINITY_DN651_c0_g1_i1|m.11168,2e-24
XP_012166666.1,TRINITY_DN651_c0_g1_i1|m.11168,1e-23
XP_012166667.1,TRINITY_DN651_c0_g1_i1|m.11168,2e-24
XP_012166668.1,TRINITY_DN11513_c0_g1_i1|m.15311,7e-177
XP_012166669.1,TRINITY_DN13584_c0_g1_i1|m.44632,0.0
XP_012166670.1,TRINITY_DN11392_c0_g1_i1|m.36170,0.0
XP_012166671.1,TRINITY_DN11392_c0_g1_i1|m.36170,0.0
XP_012166672.1,TRINITY_DN14135_c1_g1_i1|m.29526,3e-48
XP_012166673.1,TRINITY_DN5531_c0_g1_i1|m.27045,6e-139
XP_012166674.1,TRINITY_DN5531_c0_g1_i1|m.27045,6e-139
XP_012166675.1,TRINITY_DN5531_c0_g1_i1|m.27045,6e-139
XP_012166676.1,TRINITY_DN5531_c0_g1_i1|m.27045,6e-139
XP_012166677.1,TRINITY_DN9280_c0_g1_i1|m.40786,0.0
XP_012166678.1,TRINITY_DN9280_c0_g1_i1|m.40786,0.0
XP_012166679.1,TRINITY_DN9280_c0_g1_i1|m.40786,0.0
XP_012166680.1,TRINITY_DN36068_c0_g1_i1|m.11303,0.0
XP_012166681.1,TRINITY_DN36068_c0_g1_i1|m.11303,0.0
XP_012166683.1,TRINITY_DN24870_c0_g2_i1|m.25682,8e-61
XP_012166684.1,TRINITY_DN10509_c0_g1_i1|m.47578,0.0
XP_012166685.1,TRINITY_DN5744_c0_g2_i1|m.16682,0.0
XP_012166686.1,TRINITY_DN13330_c0_g2_i1|m.33239,0.0
XP_012166687.1,TRINITY_DN10509_c0_g1_i1|m.47578,0.0
XP_012166688.1,TRINITY_DN8174_c0_g1_i1|m.11896,2e-81
XP_012166689.1,TRINITY_DN12217_c0_g2_i1|m.1789,8e-40
XP_012166690.1,TRINITY_DN12217_c0_g2_i1|m.1789,8e-40
XP_012166691.1,TRINITY_DN6667_c0_g1_i1|m.41875,1e-67
XP_012166692.1,TRINITY_DN10509_c0_g1_i1|m.47578,0.0
XP_012166693.1,TRINITY_DN6667_c0_g1_i1|m.41875,1e-67
XP_012166694.1,TRINITY_DN6667_c0_g1_i1|m.41875,1e-67
XP_012166695.1,TRINITY_DN13023_c0_g1_i1|m.127,0.0
XP_012166696.1,TRINITY_DN13023_c0_g1_i1|m.127,0.0
XP_012166697.1,TRINITY_DN14150_c8_g2_i1|m.29097,1e-153
XP_012166698.1,TRINITY_DN14150_c8_g2_i1|m.29097,1e-153
XP_012166699.1,TRINITY_DN10509_c0_g1_i1|m.47578,0.0
XP_012166700.1,TRINITY_DN14150_c8_g2_i1|m.29097,1e-153
XP_012166701.1,TRINITY_DN13111_c0_g2_i1|m.47148,0.0
XP_012166702.1,TRINITY_DN13111_c0_g2_i1|m.47148,0.0
XP_012166703.1,TRINITY_DN12122_c0_g1_i1|m.37192,0.0
XP_012166704.1,TRINITY_DN12122_c0_g1_i1|m.37192,0.0
XP_012166707.1,TRINITY_DN6464_c0_g1_i1|m.27142,0.0
XP_012166708.1,TRINITY_DN13481_c0_g3_i1|m.32881,0.0
XP_012166709.1,TRINITY_DN13481_c0_g3_i1|m.32881,0.0
XP_012166710.1,TRINITY_DN13481_c0_g3_i1|m.32881,0.0
XP_012166711.1,TRINITY_DN13481_c0_g3_i1|m.32881,0.0
XP_012166712.1,TRINITY_DN13481_c0_g3_i1|m.32881,0.0
XP_012166713.1,TRINITY_DN13481_c0_g3_i1|m.32881,0.0
XP_012166714.1,TRINITY_DN13481_c0_g3_i1|m.32881,0.0
XP_012166715.1,TRINITY_DN13481_c0_g3_i1|m.32881,0.0
XP_012166716.1,TRINITY_DN6464_c0_g1_i1|m.27142,0.0
XP_012166717.1,TRINITY_DN14160_c1_g2_i1|m.29004,1e-81
XP_012166717.1,TRINITY_DN14160_c1_g2_i1|m.29004,3e-77
XP_012166718.1,TRINITY_DN36968_c0_g1_i1|m.49093,2e-75
XP_012166719.1,TRINITY_DN36968_c0_g1_i1|m.49093,2e-75
XP_012166720.1,TRINITY_DN13079_c0_g3_i1|m.677,0.0
XP_012166721.1,TRINITY_DN13079_c0_g3_i1|m.677,0.0
XP_012166722.1,TRINITY_DN6464_c0_g1_i1|m.27142,0.0
XP_012166723.1,TRINITY_DN13079_c0_g3_i1|m.677,0.0
XP_012166724.1,TRINITY_DN13079_c0_g3_i1|m.677,0.0
XP_012166725.1,TRINITY_DN13079_c0_g3_i1|m.677,0.0
XP_012166726.1,TRINITY_DN13079_c0_g3_i1|m.677,0.0
XP_012166727.1,TRINITY_DN13079_c0_g3_i1|m.677,0.0
XP_012166728.1,TRINITY_DN13079_c0_g3_i1|m.677,0.0
XP_012166729.1,TRINITY_DN13079_c0_g3_i1|m.677,0.0
XP_012166730.1,TRINITY_DN13079_c0_g3_i1|m.677,0.0
XP_012166731.1,TRINITY_DN2747_c0_g1_i1|m.33164,4e-86
XP_012166732.1,TRINITY_DN10474_c0_g1_i1|m.42130,3e-50
XP_012166733.1,TRINITY_DN9856_c0_g1_i1|m.12824,0.0
XP_012166733.1,TRINITY_DN9856_c0_g1_i1|m.12824,2e-07
XP_012166734.1,TRINITY_DN9856_c0_g1_i1|m.12824,0.0
XP_012166734.1,TRINITY_DN9856_c0_g1_i1|m.12824,2e-07
XP_012166735.1,TRINITY_DN9856_c0_g1_i1|m.12824,0.0
XP_012166735.1,TRINITY_DN9856_c0_g1_i1|m.12824,2e-07
XP_012166736.1,TRINITY_DN9856_c0_g1_i1|m.12824,0.0
XP_012166736.1,TRINITY_DN9856_c0_g1_i1|m.12824,2e-07
XP_012166737.1,TRINITY_DN5272_c0_g1_i1|m.34255,0.0
XP_012166738.1,TRINITY_DN9029_c0_g1_i1|m.4700,0.0
XP_012166739.1,TRINITY_DN7070_c0_g2_i1|m.13206,0.0
XP_012166740.1,TRINITY_DN7070_c0_g2_i1|m.13206,0.0
XP_012166741.1,TRINITY_DN7236_c0_g1_i1|m.14049,0.0
XP_012166742.1,TRINITY_DN11794_c0_g1_i1|m.14508,1e-08
XP_012166743.1,TRINITY_DN7236_c0_g1_i1|m.14049,0.0
XP_012166744.1,TRINITY_DN7236_c0_g1_i1|m.14049,0.0
XP_012166745.1,TRINITY_DN7236_c0_g1_i1|m.14049,0.0
XP_012166746.1,TRINITY_DN7236_c0_g1_i1|m.14049,0.0
XP_012166747.1,TRINITY_DN36195_c0_g1_i1|m.16919,1e-72
XP_012166748.1,TRINITY_DN36195_c0_g1_i1|m.16919,4e-73
XP_012166749.1,TRINITY_DN11225_c0_g1_i1|m.8965,7e-106
XP_012166750.1,TRINITY_DN12871_c0_g1_i1|m.50215,0.0
XP_012166751.1,TRINITY_DN9696_c1_g1_i1|m.27432,4e-118
XP_012166752.1,TRINITY_DN7416_c0_g1_i1|m.9970,1e-140
XP_012166753.1,TRINITY_DN7416_c0_g1_i1|m.9970,6e-142
XP_012166754.1,TRINITY_DN7416_c0_g1_i1|m.9970,6e-142
XP_012166755.1,TRINITY_DN10792_c0_g1_i1|m.46294,0.0
XP_012166756.1,TRINITY_DN11772_c0_g1_i1|m.14540,0.0
XP_012166757.1,TRINITY_DN11772_c0_g1_i1|m.14540,0.0
XP_012166758.1,TRINITY_DN11772_c0_g1_i1|m.14540,0.0
XP_012166759.1,TRINITY_DN11772_c0_g1_i1|m.14540,0.0
XP_012166760.1,TRINITY_DN11772_c0_g1_i1|m.14540,0.0
XP_012166761.1,TRINITY_DN10337_c0_g1_i1|m.2001,4e-83
XP_012166762.1,TRINITY_DN9979_c0_g1_i1|m.25111,9e-155
XP_012166763.1,TRINITY_DN24288_c0_g1_i1|m.45170,5e-97
XP_012166763.1,TRINITY_DN24288_c0_g1_i1|m.45170,5e-42
XP_012166765.1,TRINITY_DN13465_c3_g3_i1|m.32493,0.0
XP_012166766.1,TRINITY_DN13465_c3_g3_i1|m.32493,0.0
XP_012166767.1,TRINITY_DN11721_c0_g1_i1|m.14520,1e-86
XP_012166768.1,TRINITY_DN13465_c3_g3_i1|m.32493,0.0
XP_012166769.1,TRINITY_DN13465_c3_g3_i1|m.32493,0.0
XP_012166770.1,TRINITY_DN13465_c3_g3_i1|m.32493,0.0
XP_012166771.1,TRINITY_DN13465_c3_g3_i1|m.32493,0.0
XP_012166772.1,TRINITY_DN13465_c3_g3_i1|m.32493,0.0
XP_012166773.1,TRINITY_DN12028_c0_g2_i1|m.37661,0.0
XP_012166774.1,TRINITY_DN13465_c3_g3_i1|m.32493,0.0
XP_012166775.1,TRINITY_DN13465_c3_g3_i1|m.32493,0.0
XP_012166776.1,TRINITY_DN13465_c3_g3_i1|m.32493,0.0
XP_012166777.1,TRINITY_DN13465_c3_g3_i1|m.32493,0.0
XP_012166778.1,TRINITY_DN13465_c3_g3_i1|m.32493,0.0
XP_012166779.1,TRINITY_DN13465_c3_g3_i1|m.32493,0.0
XP_012166780.1,TRINITY_DN9629_c2_g1_i1|m.27400,3e-134
XP_012166781.1,TRINITY_DN8085_c0_g1_i1|m.38769,3e-13
XP_012166782.1,TRINITY_DN8085_c0_g1_i1|m.38769,3e-13
XP_012166783.1,TRINITY_DN13283_c0_g1_i1|m.19373,1e-41
XP_012166784.1,TRINITY_DN13283_c0_g1_i1|m.19373,1e-41
XP_012166785.1,TRINITY_DN5498_c0_g1_i1|m.49069,0.0
XP_012166786.1,TRINITY_DN13305_c0_g1_i1|m.33664,0.0
XP_012166786.1,TRINITY_DN13305_c0_g1_i1|m.33664,2e-97
XP_012166787.1,TRINITY_DN4556_c0_g1_i1|m.13523,0.0
XP_012166788.1,TRINITY_DN12785_c0_g1_i1|m.34981,0.0
XP_012166789.1,TRINITY_DN18303_c0_g1_i1|m.16893,2e-74
XP_012166790.1,TRINITY_DN13645_c1_g2_i1|m.5149,0.0
XP_012166791.1,TRINITY_DN6261_c0_g1_i1|m.12300,1e-07
XP_012166796.1,TRINITY_DN9040_c0_g1_i1|m.4661,5e-172
XP_012166797.1,TRINITY_DN20053_c0_g1_i1|m.43488,2e-29
XP_012166798.1,TRINITY_DN8975_c0_g2_i1|m.13819,0.0
XP_012166799.1,TRINITY_DN8975_c0_g2_i1|m.13819,0.0
XP_012166800.1,TRINITY_DN8975_c0_g2_i1|m.13819,0.0
XP_012166801.1,TRINITY_DN8975_c0_g2_i1|m.13819,0.0
XP_012166802.1,TRINITY_DN14119_c3_g1_i1|m.29191,0.0
XP_012166803.1,TRINITY_DN11114_c0_g1_i1|m.41589,0.0
XP_012166804.1,TRINITY_DN834_c0_g2_i1|m.7080,1e-92
XP_012166805.1,TRINITY_DN11114_c0_g1_i1|m.41590,2e-96
XP_012166806.1,TRINITY_DN11114_c0_g1_i1|m.41590,2e-96
XP_012166807.1,TRINITY_DN11114_c0_g1_i1|m.41590,2e-93
XP_012166808.1,TRINITY_DN3447_c0_g1_i1|m.13938,0.0
XP_012166809.1,TRINITY_DN3447_c0_g1_i1|m.13938,0.0
XP_012166810.1,TRINITY_DN3447_c0_g1_i1|m.13938,0.0
XP_012166811.1,TRINITY_DN3447_c0_g1_i1|m.13938,0.0
XP_012166812.1,TRINITY_DN3447_c0_g1_i1|m.13938,0.0
XP_012166813.1,TRINITY_DN834_c0_g2_i1|m.7080,1e-92
XP_012166814.1,TRINITY_DN3447_c0_g1_i1|m.13938,0.0
XP_012166815.1,TRINITY_DN3447_c0_g1_i1|m.13938,0.0
XP_012166816.1,TRINITY_DN3447_c0_g1_i1|m.13938,0.0
XP_012166817.1,TRINITY_DN9596_c0_g1_i1|m.25561,0.0
XP_012166818.1,TRINITY_DN7454_c0_g1_i1|m.9880,0.0
XP_012166819.1,TRINITY_DN834_c0_g2_i1|m.7080,1e-92
XP_012166820.1,TRINITY_DN5647_c0_g1_i1|m.43220,1e-89
XP_012166821.1,TRINITY_DN13055_c0_g1_i1|m.884,2e-150
XP_012166822.1,TRINITY_DN13055_c0_g1_i1|m.884,1e-130
XP_012166823.1,TRINITY_DN13055_c0_g1_i1|m.884,1e-130
XP_012166824.1,TRINITY_DN28672_c0_g1_i1|m.42311,2e-98
XP_012166825.1,TRINITY_DN28672_c0_g1_i1|m.42311,2e-98
XP_012166826.1,TRINITY_DN11721_c0_g1_i1|m.14520,4e-87
XP_012166827.1,TRINITY_DN834_c0_g2_i1|m.7080,1e-92
XP_012166828.1,TRINITY_DN1027_c0_g1_i1|m.10540,3e-146
XP_012166829.1,TRINITY_DN1027_c0_g1_i1|m.10540,3e-146
XP_012166830.1,TRINITY_DN13182_c0_g1_i1|m.47112,0.0
XP_012166831.1,TRINITY_DN13182_c0_g1_i1|m.47112,0.0
XP_012166832.1,TRINITY_DN14105_c0_g1_i1|m.29619,6e-111
XP_012166833.1,TRINITY_DN1908_c0_g1_i1|m.43143,4e-58
XP_012166834.1,TRINITY_DN1908_c0_g1_i1|m.43143,3e-58
XP_012166836.1,TRINITY_DN13888_c0_g1_i1|m.22324,0.0
XP_012166837.1,TRINITY_DN13282_c0_g1_i1|m.19436,0.0
XP_012166838.1,TRINITY_DN9817_c0_g1_i1|m.12988,6e-91
XP_012166839.1,TRINITY_DN11043_c0_g1_i1|m.10430,8e-129
XP_012166840.1,TRINITY_DN10102_c0_g2_i1|m.49428,0.0
XP_012166841.1,TRINITY_DN10102_c0_g2_i1|m.49428,0.0
XP_012166842.1,TRINITY_DN10102_c0_g2_i1|m.49428,0.0
XP_012166843.1,TRINITY_DN36512_c0_g1_i1|m.39646,5e-139
XP_012166844.1,TRINITY_DN12434_c0_g2_i1|m.45992,4e-156
XP_012166845.1,TRINITY_DN12434_c0_g2_i1|m.45992,1e-155
XP_012166846.1,TRINITY_DN12434_c0_g2_i1|m.45992,1e-155
XP_012166847.1,TRINITY_DN12434_c0_g2_i1|m.45992,1e-155
XP_012166848.1,TRINITY_DN12434_c0_g2_i1|m.45992,1e-155
XP_012166849.1,TRINITY_DN12434_c0_g2_i1|m.45992,1e-155
XP_012166850.1,TRINITY_DN36800_c0_g1_i1|m.6689,1e-28
XP_012166851.1,TRINITY_DN33778_c0_g1_i1|m.6601,2e-13
XP_012166852.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166852.1,TRINITY_DN5178_c0_g3_i1|m.13574,1e-07
XP_012166853.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166853.1,TRINITY_DN5178_c0_g3_i1|m.13574,1e-07
XP_012166854.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166854.1,TRINITY_DN5178_c0_g3_i1|m.13574,1e-07
XP_012166855.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166856.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166856.1,TRINITY_DN5178_c0_g3_i1|m.13574,6e-08
XP_012166857.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166858.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166858.1,TRINITY_DN5178_c0_g3_i1|m.13574,4e-05
XP_012166859.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166859.1,TRINITY_DN5178_c0_g3_i1|m.13574,5e-07
XP_012166860.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166861.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166861.1,TRINITY_DN5178_c0_g3_i1|m.13574,1e-07
XP_012166862.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166863.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166864.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166865.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166866.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166867.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166868.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166869.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166870.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166871.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166872.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166873.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166874.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166875.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166876.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166877.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166878.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166879.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166880.1,TRINITY_DN9875_c0_g1_i1|m.12774,0.0
XP_012166881.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166882.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166883.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166884.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166885.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166886.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166887.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166888.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166889.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166890.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166891.1,TRINITY_DN9875_c0_g1_i1|m.12774,0.0
XP_012166892.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166893.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166894.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166895.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166896.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166897.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166898.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166899.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166900.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166901.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166902.1,TRINITY_DN9875_c0_g1_i1|m.12774,0.0
XP_012166903.1,TRINITY_DN5178_c0_g3_i1|m.13574,0.0
XP_012166904.1,TRINITY_DN13700_c5_g2_i1|m.3002,0.0
XP_012166905.1,TRINITY_DN13700_c5_g2_i1|m.3002,0.0
XP_012166906.1,TRINITY_DN13700_c5_g2_i1|m.3002,0.0
XP_012166907.1,TRINITY_DN13700_c5_g2_i1|m.3002,0.0
XP_012166909.1,TRINITY_DN11770_c0_g1_i1|m.14305,1e-04
XP_012166910.1,TRINITY_DN11770_c0_g1_i1|m.14305,1e-04
XP_012166911.1,TRINITY_DN11770_c0_g1_i1|m.14305,1e-04
XP_012166912.1,TRINITY_DN11323_c0_g1_i1|m.36354,5e-49
XP_012166912.1,TRINITY_DN11323_c0_g1_i1|m.36354,8e-34
XP_012166912.1,TRINITY_DN11323_c0_g1_i1|m.36354,2e-28
XP_012166913.1,TRINITY_DN11323_c0_g1_i1|m.36354,5e-49
XP_012166913.1,TRINITY_DN11323_c0_g1_i1|m.36354,8e-34
XP_012166913.1,TRINITY_DN11323_c0_g1_i1|m.36354,2e-28
XP_012166914.1,TRINITY_DN11323_c0_g1_i1|m.36354,5e-49
XP_012166914.1,TRINITY_DN11323_c0_g1_i1|m.36354,8e-34
XP_012166914.1,TRINITY_DN11323_c0_g1_i1|m.36354,2e-28
XP_012166915.1,TRINITY_DN176_c0_g1_i1|m.49627,0.0
XP_012166916.1,TRINITY_DN176_c0_g1_i1|m.49627,0.0
XP_012166917.1,TRINITY_DN14053_c2_g8_i1|m.17190,2e-167
XP_012166918.1,TRINITY_DN9892_c0_g1_i1|m.12863,0.0
XP_012166918.1,TRINITY_DN9892_c0_g1_i1|m.12863,1e-32
XP_012166919.1,TRINITY_DN3455_c0_g1_i1|m.13911,0.0
XP_012166920.1,TRINITY_DN3455_c0_g1_i1|m.13911,0.0
XP_012166921.1,TRINITY_DN3455_c0_g1_i1|m.13911,0.0
XP_012166922.1,TRINITY_DN3455_c0_g1_i1|m.13911,0.0
XP_012166923.1,TRINITY_DN3455_c0_g1_i1|m.13911,0.0
XP_012166924.1,TRINITY_DN32695_c0_g1_i1|m.47849,9e-122
XP_012166925.1,TRINITY_DN9898_c0_g2_i1|m.12784,0.0
XP_012166926.1,TRINITY_DN14757_c0_g1_i1|m.27240,6e-103
XP_012166927.1,TRINITY_DN12135_c0_g1_i1|m.36995,0.0
XP_012166928.1,TRINITY_DN12092_c0_g2_i1|m.37699,1e-110
XP_012166929.1,TRINITY_DN12092_c0_g2_i1|m.37699,1e-110
XP_012166930.1,TRINITY_DN12092_c0_g2_i1|m.37699,1e-110
XP_012166931.1,TRINITY_DN6421_c0_g1_i1|m.27121,0.0
XP_012166932.1,TRINITY_DN4800_c0_g1_i1|m.21287,2e-47
XP_012166933.1,TRINITY_DN9560_c0_g1_i1|m.25405,0.0
XP_012166934.1,TRINITY_DN12135_c0_g1_i1|m.36995,0.0
XP_012166935.1,TRINITY_DN9560_c0_g1_i1|m.25405,0.0
XP_012166936.1,TRINITY_DN6819_c0_g1_i1|m.2548,2e-96
XP_012166937.1,TRINITY_DN18821_c0_g1_i1|m.16086,3e-83
XP_012166938.1,TRINITY_DN1571_c0_g1_i1|m.12203,0.0
XP_012166939.1,TRINITY_DN1571_c0_g1_i1|m.12203,0.0
XP_012166940.1,TRINITY_DN24328_c0_g1_i1|m.49172,0.0
XP_012166941.1,TRINITY_DN16668_c0_g1_i1|m.28113,4e-130
XP_012166942.1,TRINITY_DN24328_c0_g1_i1|m.49172,0.0
XP_012166943.1,TRINITY_DN10182_c0_g1_i1|m.49321,0.0
XP_012166944.1,TRINITY_DN14033_c0_g1_i1|m.18542,8e-46
XP_012166945.1,TRINITY_DN14033_c0_g1_i1|m.18539,0.0
XP_012166946.1,TRINITY_DN6693_c0_g1_i1|m.41866,2e-179
XP_012166947.1,TRINITY_DN6693_c0_g1_i1|m.41866,5e-180
XP_012166948.1,TRINITY_DN12862_c0_g1_i1|m.50132,1e-134
XP_012166949.1,TRINITY_DN5262_c0_g1_i1|m.34320,0.0
XP_012166950.1,TRINITY_DN5262_c0_g1_i1|m.34320,0.0
XP_012166951.1,TRINITY_DN5262_c0_g1_i1|m.34320,0.0
XP_012166952.1,TRINITY_DN5262_c0_g1_i1|m.34320,0.0
XP_012166953.1,TRINITY_DN5262_c0_g1_i1|m.34320,0.0
XP_012166954.1,TRINITY_DN5262_c0_g1_i1|m.34320,0.0
XP_012166955.1,TRINITY_DN14288_c0_g1_i1|m.20728,0.0
XP_012166956.1,TRINITY_DN10279_c0_g1_i1|m.43638,0.0
XP_012166957.1,TRINITY_DN10279_c0_g1_i1|m.43638,0.0
XP_012166958.1,TRINITY_DN10279_c0_g1_i1|m.43638,0.0
XP_012166959.1,TRINITY_DN10279_c0_g1_i1|m.43638,0.0
XP_012166960.1,TRINITY_DN10279_c0_g1_i1|m.43638,0.0
XP_012166961.1,TRINITY_DN10279_c0_g1_i1|m.43638,0.0
XP_012166962.1,TRINITY_DN12862_c0_g1_i1|m.50132,4e-134
XP_012166963.1,TRINITY_DN10279_c0_g1_i1|m.43638,0.0
XP_012166964.1,TRINITY_DN10279_c0_g1_i1|m.43638,0.0
XP_012166965.1,TRINITY_DN10279_c0_g1_i1|m.43638,0.0
XP_012166966.1,TRINITY_DN10279_c0_g1_i1|m.43638,0.0
XP_012166967.1,TRINITY_DN10279_c0_g1_i1|m.43638,0.0
XP_012166968.1,TRINITY_DN9782_c0_g2_i1|m.12468,0.0
XP_012166969.1,TRINITY_DN9782_c0_g2_i1|m.12468,0.0
XP_012166970.1,TRINITY_DN492_c0_g2_i1|m.42700,0.0
XP_012166971.1,TRINITY_DN492_c0_g2_i1|m.42700,0.0
XP_012166972.1,TRINITY_DN9192_c0_g1_i1|m.35952,0.0
XP_012166973.1,TRINITY_DN9192_c0_g1_i1|m.35952,0.0
XP_012166974.1,TRINITY_DN9192_c0_g1_i1|m.35952,0.0
XP_012166975.1,TRINITY_DN9192_c0_g1_i1|m.35952,0.0
