ln,am,evalue
KMQ93090.1,XP_012164770.1,5e-69
KMQ93091.1,XP_003400246.1,3e-155
KMQ93092.1,XP_012168747.1,4e-171
KMQ93093.1,XP_012173491.1,3e-84
KMQ93094.1,XP_003402053.1,0.0
KMQ93096.1,XP_012167109.1,0.0
KMQ93097.1,XP_012175061.1,0.0
KMQ93098.1,XP_012168080.1,2e-09
KMQ93099.1,XP_012171921.1,4e-16
KMQ93100.1,XP_012173997.1,3e-16
KMQ93101.1,XP_012172982.1,2e-46
KMQ93102.1,XP_012176197.1,3e-80
KMQ93102.1,XP_012176197.1,2e-05
KMQ93103.1,XP_012176199.1,0.0
KMQ93103.1,XP_012176199.1,1e-32
KMQ93103.1,XP_012176199.1,1e-10
KMQ93103.1,XP_012176199.1,4e-05
KMQ93106.1,XP_012165620.1,0.0
KMQ93106.1,XP_012165620.1,3e-128
KMQ93107.1,XP_003396600.1,3e-142
KMQ93108.1,XP_003400991.1,3e-75
KMQ93109.1,XP_003402540.1,0.0
KMQ93110.1,XP_003402539.1,9e-156
KMQ93111.1,XP_003400579.1,1e-164
KMQ93112.1,XP_003400585.1,6e-69
KMQ93113.1,XP_012174844.1,4e-12
KMQ93115.1,XP_012174411.1,4e-05
KMQ93117.1,XP_003393147.1,1e-67
KMQ93118.1,XP_003393158.1,3e-26
KMQ93119.1,XP_003393146.1,6e-14
KMQ93120.1,XP_012175620.1,6e-85
KMQ93121.1,XP_012174258.1,6e-156
KMQ93122.1,XP_012170555.1,0.0
KMQ93123.1,XP_012175405.1,0.0
KMQ93124.1,XP_012174547.1,6e-120
KMQ93125.1,XP_012176197.1,2e-79
KMQ93125.1,XP_012176197.1,5e-15
KMQ93125.1,XP_012176197.1,2e-06
KMQ93126.1,XP_003395309.1,5e-175
KMQ93127.1,XP_003397626.1,7e-65
KMQ93128.1,XP_003399125.1,0.0
KMQ93129.1,XP_012169227.1,1e-34
KMQ93130.1,XP_012170018.1,0.0
KMQ93131.1,XP_012170017.1,2e-60
KMQ93132.1,XP_012176276.1,0.0
KMQ93133.1,XP_003394246.1,0.0
KMQ93134.1,XP_012167382.1,8e-159
KMQ93135.1,XP_012171875.1,0.0
KMQ93137.1,XP_012163168.1,8e-103
KMQ93138.1,XP_012171900.1,0.0
KMQ93138.1,XP_012171900.1,2e-09
KMQ93139.1,XP_012171988.1,3e-06
KMQ93140.1,XP_012174527.1,2e-56
KMQ93144.1,XP_012175533.1,2e-07
KMQ93146.1,XP_003397544.1,7e-114
KMQ93147.1,XP_012168677.1,0.0
KMQ93148.1,XP_012166364.1,2e-133
KMQ93149.1,XP_003402503.1,0.0
KMQ93150.1,XP_012174116.1,0.0
KMQ93151.1,XP_012176424.1,5e-54
KMQ93152.1,XP_012171605.1,4e-42
KMQ93154.1,XP_012169409.1,0.0
KMQ93154.1,XP_012169409.1,1e-09
KMQ93156.1,XP_012173704.1,4e-53
KMQ93157.1,XP_003402144.1,0.0
KMQ93158.1,XP_012166535.1,0.0
KMQ93159.1,XP_012165120.1,4e-91
KMQ93160.1,XP_003396454.1,2e-175
KMQ93160.1,XP_003396454.1,1e-27
KMQ93160.1,XP_003396454.1,2e-25
KMQ93160.1,XP_003396454.1,1e-22
KMQ93160.1,XP_003396454.1,5e-22
KMQ93160.1,XP_003396454.1,1e-17
KMQ93160.1,XP_003396454.1,3e-13
KMQ93161.1,XP_012164761.1,0.0
KMQ93162.1,XP_003401133.1,0.0
KMQ93163.1,XP_003400361.1,0.0
KMQ93164.1,XP_012165056.1,9e-162
KMQ93164.1,XP_012165056.1,5e-41
KMQ93165.1,XP_012164399.1,2e-126
KMQ93166.1,XP_012164401.1,1e-51
KMQ93167.1,XP_003401019.1,8e-180
KMQ93168.1,XP_003401213.2,6e-47
KMQ93169.1,XP_012172293.1,1e-50
KMQ93169.1,XP_012172293.1,8e-44
KMQ93169.1,XP_012172293.1,9e-31
KMQ93170.1,XP_003396642.1,0.0
KMQ93171.1,XP_012165698.1,2e-94
KMQ93172.1,XP_012170949.1,0.0
KMQ93173.1,XP_012170950.1,0.0
KMQ93174.1,XP_012171531.1,0.0
KMQ93177.1,XP_012170317.1,0.0
KMQ93178.1,XP_012175769.1,4e-102
KMQ93179.1,XP_003396681.1,0.0
KMQ93180.1,XP_012165345.1,0.0
KMQ93180.1,XP_012165345.1,2e-36
KMQ93180.1,XP_012165345.1,1e-31
KMQ93181.1,XP_003396360.1,7e-103
KMQ93182.1,XP_003396357.1,0.0
KMQ93183.1,XP_012169542.1,1e-144
KMQ93183.1,XP_012169542.1,2e-66
KMQ93184.1,XP_012176743.1,2e-146
KMQ93184.1,XP_012176743.1,1e-36
KMQ93184.1,XP_012176743.1,9e-35
KMQ93184.1,XP_012176743.1,2e-32
KMQ93184.1,XP_012176743.1,2e-29
KMQ93184.1,XP_012176743.1,4e-23
KMQ93184.1,XP_012176743.1,8e-19
KMQ93185.1,XP_012176211.1,4e-178
KMQ93186.1,XP_003402820.1,5e-39
KMQ93187.1,XP_012167163.1,0.0
KMQ93188.1,XP_012173830.1,0.0
KMQ93193.1,XP_012176231.1,4e-13
KMQ93194.1,XP_003395002.1,4e-84
KMQ93195.1,XP_012166483.1,0.0
KMQ93196.1,XP_003397055.1,0.0
KMQ93197.1,XP_003397055.1,5e-60
KMQ93198.1,XP_003395501.1,8e-131
KMQ93200.1,XP_003396031.1,0.0
KMQ93201.1,XP_012164505.1,6e-23
KMQ93202.1,XP_012168054.1,2e-105
KMQ93203.1,XP_012170724.1,3e-165
KMQ93204.1,XP_003401899.1,3e-81
KMQ93205.1,XP_003394456.1,0.0
KMQ93206.1,XP_003394137.1,0.0
KMQ93207.1,XP_012169988.1,3e-35
KMQ93208.1,XP_003393997.2,1e-95
KMQ93208.1,XP_003393997.2,2e-82
KMQ93209.1,XP_003394003.1,7e-50
KMQ93210.1,XP_012175708.1,2e-82
KMQ93211.1,XP_003394003.1,3e-43
KMQ93212.1,XP_012166717.1,4e-60
KMQ93212.1,XP_012166717.1,5e-25
KMQ93213.1,XP_012171366.1,3e-07
KMQ93215.1,XP_012166717.1,3e-09
KMQ93216.1,XP_012176187.1,6e-42
KMQ93216.1,XP_012176187.1,6e-18
KMQ93217.1,XP_012176193.1,3e-57
KMQ93218.1,XP_012166737.1,9e-171
KMQ93218.1,XP_012166737.1,2e-27
KMQ93219.1,XP_003398990.1,0.0
KMQ93220.1,XP_012167177.1,4e-39
KMQ93221.1,XP_012164791.1,6e-06
KMQ93222.1,XP_003393245.1,3e-51
KMQ93223.1,XP_012176306.1,1e-18
KMQ93224.1,XP_003400510.1,9e-25
KMQ93226.1,XP_003394728.1,1e-61
KMQ93227.1,XP_012168652.1,1e-155
KMQ93228.1,XP_012164505.1,3e-120
KMQ93229.1,XP_012163731.1,0.0
KMQ93230.1,XP_012168910.1,2e-11
KMQ93231.1,XP_012173770.1,1e-81
KMQ93233.1,XP_003402975.1,0.0
KMQ93234.1,XP_003402980.1,8e-47
KMQ93235.1,XP_003402976.1,2e-38
KMQ93236.1,XP_003397683.1,0.0
KMQ93237.1,XP_012166463.1,3e-90
KMQ93238.1,XP_012163293.1,2e-30
KMQ93239.1,XP_012170652.1,2e-72
KMQ93240.1,XP_003401156.1,0.0
KMQ93242.1,XP_012176306.1,7e-30
KMQ93243.1,XP_012171989.1,3e-29
KMQ93244.1,XP_012172982.1,3e-48
KMQ93248.1,XP_003401612.1,4e-40
KMQ93249.1,XP_003401614.2,2e-32
KMQ93250.1,XP_003401615.1,8e-48
KMQ93251.1,XP_003401616.1,6e-22
KMQ93252.1,XP_012172913.1,2e-44
KMQ93254.1,XP_012166621.1,3e-41
KMQ93255.1,XP_012172110.1,9e-129
KMQ93256.1,XP_003402512.1,0.0
KMQ93257.1,XP_003393662.1,9e-37
KMQ93258.1,XP_012171800.1,0.0
KMQ93259.1,XP_012176083.1,1e-109
KMQ93260.1,XP_003398020.1,0.0
KMQ93261.1,XP_012172889.1,0.0
KMQ93262.1,XP_012172789.1,0.0
KMQ93263.1,XP_003401526.1,2e-105
KMQ93264.1,XP_012172195.1,0.0
KMQ93265.1,XP_012176476.1,3e-132
KMQ93266.1,XP_012176477.1,2e-90
KMQ93267.1,XP_003394648.1,3e-71
KMQ93268.1,XP_012169074.1,0.0
KMQ93269.1,XP_012169070.1,8e-118
KMQ93270.1,XP_003401813.1,2e-61
KMQ93270.1,XP_003401813.1,1e-05
KMQ93271.1,XP_012168186.1,8e-135
KMQ93272.1,XP_012168185.1,0.0
KMQ93273.1,XP_012172996.1,0.0
KMQ93274.1,XP_003403210.1,2e-51
KMQ93275.1,XP_003403210.1,4e-43
KMQ93276.1,XP_012168155.1,0.0
KMQ93277.1,XP_003400228.1,1e-111
KMQ93278.1,XP_003400227.1,0.0
KMQ93279.1,XP_012168776.1,0.0
KMQ93279.1,XP_012168776.1,1e-93
KMQ93281.1,XP_003401844.1,0.0
KMQ93282.1,XP_012174750.1,0.0
KMQ93285.1,XP_012166999.1,2e-26
KMQ93285.1,XP_012166999.1,2e-14
KMQ93286.1,XP_012167000.1,0.0
KMQ93287.1,XP_003394146.1,2e-123
KMQ93288.1,XP_012174825.1,0.0
KMQ93289.1,XP_003398325.1,2e-49
KMQ93291.1,XP_003393842.1,4e-92
KMQ93292.1,XP_012175257.1,2e-83
KMQ93293.1,XP_003393837.1,8e-23
KMQ93294.1,XP_003393837.1,1e-78
KMQ93295.1,XP_012164860.1,1e-156
KMQ93296.1,XP_012172452.1,6e-174
KMQ93298.1,XP_012165292.1,0.0
KMQ93299.1,XP_012165285.1,0.0
KMQ93299.1,XP_012165285.1,2e-15
KMQ93300.1,XP_012165195.1,8e-64
KMQ93301.1,XP_012174752.1,0.0
KMQ93302.1,XP_012174750.1,2e-50
KMQ93303.1,XP_003396175.1,0.0
KMQ93304.1,XP_003396174.1,0.0
KMQ93305.1,XP_003397600.1,0.0
KMQ93306.1,XP_012175273.1,6e-19
KMQ93308.1,XP_012175533.1,2e-07
KMQ93309.1,XP_003394413.1,2e-88
KMQ93310.1,XP_003394412.1,9e-148
KMQ93311.1,XP_003402089.1,1e-33
KMQ93312.1,XP_012173372.1,0.0
KMQ93312.1,XP_012173372.1,6e-24
KMQ93312.1,XP_012173372.1,3e-20
KMQ93312.1,XP_012173372.1,1e-05
KMQ93313.1,XP_012164745.1,1e-16
KMQ93314.1,XP_003400965.1,4e-67
KMQ93315.1,XP_003400965.1,2e-96
KMQ93316.1,XP_012171970.1,2e-30
KMQ93317.1,XP_012171971.1,0.0
KMQ93318.1,XP_003400615.1,6e-142
KMQ93320.1,XP_012172000.1,1e-137
KMQ93321.1,XP_003400983.1,7e-158
KMQ93322.1,XP_012165651.1,0.0
KMQ93323.1,XP_003396612.1,0.0
KMQ93324.1,XP_012172631.1,3e-135
KMQ93325.1,XP_003394781.1,3e-98
KMQ93325.1,XP_003394781.1,5e-83
KMQ93327.1,XP_012163108.1,5e-95
KMQ93328.1,XP_003397648.1,0.0
KMQ93329.1,XP_003394619.1,0.0
KMQ93330.1,XP_003394616.1,9e-110
KMQ93331.1,XP_003402399.1,1e-15
KMQ93332.1,XP_003402402.1,1e-68
KMQ93333.1,XP_003402401.1,6e-28
KMQ93334.1,XP_012174117.1,0.0
KMQ93334.1,XP_012174117.1,2e-11
KMQ93336.1,XP_003393766.1,7e-27
KMQ93336.1,XP_003393766.1,4e-15
KMQ93337.1,XP_003396337.1,0.0
KMQ93338.1,XP_003392971.1,8e-84
KMQ93339.1,XP_012164275.1,3e-95
KMQ93340.1,XP_012166136.1,8e-67
KMQ93341.1,XP_012175550.1,5e-83
KMQ93342.1,XP_003392971.1,1e-83
KMQ93343.1,XP_012175550.1,5e-84
KMQ93344.1,XP_003396973.1,0.0
KMQ93347.1,XP_012168080.1,1e-12
KMQ93348.1,XP_012168080.1,9e-49
KMQ93350.1,XP_012167620.1,3e-41
KMQ93351.1,XP_003393617.1,1e-103
KMQ93352.1,XP_012168338.1,1e-124
KMQ93352.1,XP_012168338.1,6e-122
KMQ93354.1,XP_012168332.1,2e-104
KMQ93355.1,XP_012176407.1,0.0
KMQ93356.1,XP_003394472.1,4e-133
KMQ93356.1,XP_003394472.1,3e-66
KMQ93357.1,XP_012169846.1,5e-98
KMQ93358.1,XP_012173445.1,0.0
KMQ93359.1,XP_012173435.1,0.0
KMQ93360.1,XP_012170622.1,0.0
KMQ93361.1,XP_003399959.1,3e-130
KMQ93362.1,XP_003399956.1,0.0
KMQ93363.1,XP_012164833.1,2e-77
KMQ93365.1,XP_012172982.1,4e-18
KMQ93366.1,XP_012173997.1,5e-31
KMQ93369.1,XP_012176307.1,4e-29
KMQ93370.1,XP_012174400.1,2e-79
KMQ93373.1,XP_012168430.1,4e-118
KMQ93374.1,XP_003395499.1,7e-136
KMQ93376.1,XP_012167738.1,0.0
KMQ93377.1,XP_003398205.1,3e-161
KMQ93377.1,XP_003398205.1,9e-06
KMQ93378.1,XP_003397371.1,0.0
KMQ93380.1,NP_001267862.1,0.0
KMQ93381.1,XP_012175462.1,0.0
KMQ93382.1,XP_012175339.1,8e-104
KMQ93382.1,XP_012175339.1,9e-81
KMQ93383.1,XP_012166169.1,0.0
KMQ93386.1,XP_012167695.1,0.0
KMQ93387.1,XP_012167695.1,3e-41
KMQ93388.1,XP_012167689.1,0.0
KMQ93389.1,XP_003402480.1,3e-137
KMQ93390.1,XP_012170424.1,0.0
KMQ93391.1,XP_012170427.1,0.0
KMQ93392.1,XP_012170426.1,3e-19
KMQ93393.1,XP_012176075.1,5e-39
KMQ93394.1,XP_012165886.1,0.0
KMQ93395.1,XP_003396766.1,0.0
KMQ93396.1,XP_012170673.1,0.0
KMQ93397.1,XP_012169796.1,2e-144
KMQ93399.1,XP_012169796.1,1e-158
KMQ93400.1,XP_012174528.1,4e-12
KMQ93402.1,XP_003394756.1,7e-101
KMQ93402.1,XP_003394756.1,7e-98
KMQ93403.1,XP_003394757.1,0.0
KMQ93404.1,XP_003395699.1,4e-123
KMQ93405.1,XP_003393997.2,3e-103
KMQ93405.1,XP_003393997.2,1e-86
KMQ93406.1,XP_003394003.1,9e-48
KMQ93407.1,XP_012175698.1,3e-53
KMQ93408.1,XP_012175698.1,1e-52
KMQ93409.1,XP_012175696.1,7e-40
KMQ93410.1,XP_003399666.1,0.0
KMQ93410.1,XP_003399666.1,4e-100
KMQ93410.1,XP_003399666.1,1e-55
KMQ93410.1,XP_003399666.1,2e-32
KMQ93410.1,XP_003399666.1,1e-14
KMQ93411.1,XP_012168266.1,8e-124
KMQ93412.1,XP_003398300.1,2e-113
KMQ93413.1,XP_012168000.1,3e-23
KMQ93414.1,XP_003394574.1,1e-25
KMQ93415.1,XP_012176731.1,0.0
KMQ93415.1,XP_012176731.1,3e-58
KMQ93415.1,XP_012176731.1,1e-36
KMQ93415.1,XP_012176731.1,7e-35
KMQ93415.1,XP_012176731.1,2e-33
KMQ93415.1,XP_012176731.1,9e-24
KMQ93415.1,XP_012176731.1,1e-09
KMQ93415.1,XP_012176731.1,2e-05
KMQ93415.1,XP_012176731.1,7e-05
KMQ93416.1,XP_003398691.1,0.0
KMQ93417.1,XP_003401867.1,7e-123
KMQ93418.1,XP_003401861.1,0.0
KMQ93419.1,XP_012164518.1,9e-158
KMQ93420.1,XP_012170549.1,0.0
KMQ93421.1,XP_003394661.1,1e-37
KMQ93422.1,XP_003399027.1,0.0
KMQ93423.1,XP_012169217.1,0.0
KMQ93423.1,XP_012169217.1,6e-106
KMQ93423.1,XP_012169217.1,1e-56
KMQ93424.1,XP_003399823.1,2e-95
KMQ93425.1,XP_012164497.1,2e-108
KMQ93425.1,XP_012164497.1,2e-07
KMQ93426.1,XP_003395514.1,0.0
KMQ93427.1,XP_003402398.2,1e-160
KMQ93427.1,XP_003402398.2,2e-42
KMQ93428.1,XP_012163109.1,0.0
KMQ93429.1,XP_012165412.1,3e-48
KMQ93430.1,XP_003396383.1,2e-113
KMQ93430.1,XP_003396383.1,7e-11
KMQ93432.1,XP_012175519.1,4e-05
KMQ93434.1,XP_012176743.1,0.0
KMQ93434.1,XP_012176743.1,3e-55
KMQ93435.1,XP_012176742.1,2e-71
KMQ93436.1,XP_012176743.1,0.0
KMQ93437.1,XP_012170013.1,0.0
KMQ93438.1,XP_012173671.1,3e-179
KMQ93439.1,XP_012173656.1,0.0
KMQ93440.1,XP_003395230.1,2e-70
KMQ93441.1,XP_012163227.1,8e-70
KMQ93442.1,XP_012173239.1,1e-130
KMQ93443.1,XP_012173254.1,2e-148
KMQ93444.1,XP_003393871.1,0.0
KMQ93445.1,XP_003393810.1,9e-78
KMQ93446.1,XP_012173893.1,3e-41
KMQ93447.1,XP_012174265.1,0.0
KMQ93448.1,XP_012164997.1,5e-30
KMQ93449.1,XP_012175328.1,1e-20
KMQ93450.1,XP_012173340.1,0.0
KMQ93451.1,XP_012173010.1,0.0
KMQ93452.1,XP_003401931.1,1e-141
KMQ93453.1,XP_012173349.1,9e-123
KMQ93454.1,XP_003403411.2,0.0
KMQ93455.1,XP_003395189.1,0.0
KMQ93456.1,XP_003395188.1,5e-141
KMQ93457.1,XP_003395187.1,4e-66
KMQ93458.1,XP_003393379.1,0.0
KMQ93459.1,XP_003393379.1,0.0
KMQ93460.1,XP_003393379.1,0.0
KMQ93461.1,XP_003401775.1,2e-119
KMQ93462.1,XP_003400671.1,5e-142
KMQ93463.1,XP_012173283.1,0.0
KMQ93464.1,XP_012173294.1,0.0
KMQ93465.1,XP_012165951.1,3e-127
KMQ93467.1,XP_012174006.1,8e-48
KMQ93469.1,XP_012164425.1,2e-37
KMQ93470.1,XP_003395937.2,0.0
KMQ93471.1,XP_003393177.1,7e-66
KMQ93472.1,XP_003393173.1,0.0
KMQ93473.1,XP_012174454.1,0.0
KMQ93474.1,XP_012174454.1,0.0
KMQ93475.1,XP_003396342.2,0.0
KMQ93476.1,XP_003396347.1,2e-89
KMQ93477.1,XP_003402797.1,5e-118
KMQ93477.1,XP_003402797.1,4e-75
KMQ93477.1,XP_003402797.1,2e-50
KMQ93478.1,XP_003393069.1,0.0
KMQ93479.1,XP_003393210.1,0.0
KMQ93480.1,XP_012166055.1,0.0
KMQ93481.1,XP_012171823.1,2e-110
KMQ93482.1,XP_012171822.1,2e-129
KMQ93483.1,XP_003398821.1,0.0
KMQ93484.1,XP_012163406.1,0.0
KMQ93485.1,XP_012173844.1,1e-114
KMQ93485.1,XP_012173844.1,7e-68
KMQ93485.1,XP_012173844.1,6e-50
KMQ93486.1,XP_012174013.1,1e-70
KMQ93487.1,XP_012173347.1,4e-86
KMQ93488.1,XP_012173333.1,1e-75
KMQ93489.1,XP_003402022.1,6e-132
KMQ93489.1,XP_003402022.1,3e-42
KMQ93490.1,XP_003395044.1,0.0
KMQ93491.1,XP_003396677.1,0.0
KMQ93492.1,XP_003398615.1,4e-09
KMQ93494.1,XP_012174411.1,2e-08
KMQ93500.1,XP_012174411.1,5e-11
KMQ93506.1,XP_003402716.1,4e-155
KMQ93506.1,XP_003402716.1,6e-133
KMQ93507.1,XP_003395670.1,3e-60
KMQ93508.1,XP_012164871.1,0.0
KMQ93509.1,XP_012175273.1,6e-19
KMQ93511.1,XP_012175533.1,2e-07
KMQ93512.1,XP_003398456.1,4e-142
KMQ93513.1,XP_003398456.1,2e-100
KMQ93514.1,XP_003397612.1,1e-76
KMQ93514.1,XP_003397612.1,7e-23
KMQ93515.1,XP_003402308.1,0.0
KMQ93516.1,XP_003402281.2,4e-28
KMQ93516.1,XP_003402281.2,2e-08
KMQ93516.1,XP_003402281.2,5e-07
KMQ93517.1,XP_003402272.1,0.0
KMQ93518.1,XP_003403303.1,3e-42
KMQ93520.1,XP_012169338.1,6e-11
KMQ93522.1,XP_012174411.1,1e-19
KMQ93523.1,XP_012176306.1,2e-20
KMQ93526.1,XP_012176743.1,0.0
KMQ93526.1,XP_012176743.1,1e-61
KMQ93526.1,XP_012176743.1,3e-57
KMQ93526.1,XP_012176743.1,2e-54
KMQ93526.1,XP_012176743.1,3e-51
KMQ93526.1,XP_012176743.1,2e-50
KMQ93526.1,XP_012176743.1,3e-50
KMQ93526.1,XP_012176743.1,3e-47
KMQ93527.1,XP_003399142.1,0.0
KMQ93528.1,XP_012169092.1,3e-87
KMQ93529.1,XP_012169076.1,4e-80
KMQ93529.1,XP_012169076.1,9e-48
KMQ93530.1,XP_012174400.1,8e-09
KMQ93531.1,XP_012176221.1,4e-87
KMQ93532.1,XP_012173142.1,0.0
KMQ93533.1,XP_012169109.1,4e-87
KMQ93534.1,XP_003398126.1,3e-145
KMQ93535.1,XP_012165502.1,0.0
KMQ93539.1,XP_012171925.1,2e-13
KMQ93539.1,XP_012171925.1,4e-10
KMQ93541.1,XP_003394800.1,1e-35
KMQ93545.1,XP_012169626.1,0.0
KMQ93546.1,XP_012169620.1,7e-173
KMQ93547.1,XP_012175449.1,4e-53
KMQ93548.1,XP_012175533.1,3e-25
KMQ93549.1,XP_003397607.1,4e-105
KMQ93553.1,XP_003393353.1,2e-48
KMQ93554.1,XP_012164035.1,0.0
KMQ93554.1,XP_012164035.1,4e-42
KMQ93555.1,XP_003396833.1,8e-47
KMQ93556.1,XP_012171967.1,0.0
KMQ93557.1,XP_012171943.1,5e-171
KMQ93558.1,XP_003393800.1,0.0
KMQ93559.1,XP_012174738.1,0.0
KMQ93560.1,XP_003395409.2,1e-75
KMQ93562.1,XP_012164376.1,0.0
KMQ93563.1,XP_012169977.1,0.0
KMQ93564.1,XP_012173436.1,3e-162
KMQ93565.1,XP_003401944.1,1e-25
KMQ93566.1,XP_012173497.1,1e-24
KMQ93567.1,XP_012168585.1,0.0
KMQ93568.1,XP_012174411.1,3e-17
KMQ93572.1,XP_003400772.1,7e-95
KMQ93573.1,XP_012171613.1,0.0
KMQ93574.1,XP_003396227.1,2e-40
KMQ93575.1,XP_012166365.1,0.0
KMQ93576.1,XP_012166364.1,3e-70
KMQ93577.1,XP_003400298.1,4e-99
KMQ93578.1,XP_012165769.1,0.0
KMQ93579.1,XP_012164451.1,3e-61
KMQ93580.1,XP_003395302.1,2e-92
KMQ93581.1,XP_003403095.1,0.0
KMQ93582.1,XP_003395863.1,4e-94
KMQ93584.1,XP_012172982.1,7e-17
KMQ93591.1,XP_012176432.1,0.0
KMQ93592.1,XP_012176433.1,0.0
KMQ93593.1,XP_012176445.1,0.0
KMQ93594.1,XP_012166431.1,3e-108
KMQ93596.1,XP_003395306.1,1e-103
KMQ93597.1,XP_012164434.1,0.0
KMQ93598.1,XP_003399478.1,8e-146
KMQ93598.1,XP_003399478.1,3e-93
KMQ93599.1,XP_012171591.1,7e-90
KMQ93600.1,XP_012175640.1,0.0
KMQ93601.1,XP_003401125.1,0.0
KMQ93602.1,XP_012171639.1,1e-49
KMQ93602.1,XP_012171639.1,5e-42
KMQ93603.1,XP_012171638.1,3e-133
KMQ93604.1,XP_012174193.1,0.0
KMQ93606.1,XP_012167856.1,0.0
KMQ93606.1,XP_012167856.1,5e-44
KMQ93607.1,XP_003399832.1,0.0
KMQ93608.1,XP_012173701.1,3e-48
KMQ93609.1,XP_012169332.1,8e-175
KMQ93610.1,XP_012169335.1,2e-38
KMQ93611.1,XP_012166263.1,0.0
KMQ93612.1,XP_012166265.1,7e-107
KMQ93613.1,XP_012163690.1,0.0
KMQ93614.1,XP_003402626.1,0.0
KMQ93615.1,XP_012174358.1,0.0
KMQ93616.1,XP_012167290.1,0.0
KMQ93617.1,XP_003396618.1,0.0
KMQ93618.1,XP_003402261.1,2e-116
KMQ93619.1,XP_012172478.1,3e-150
KMQ93620.1,XP_003403099.1,9e-168
KMQ93621.1,XP_003397281.1,1e-109
KMQ93622.1,XP_012166045.1,5e-65
KMQ93622.1,XP_012166045.1,2e-09
KMQ93622.1,XP_012166045.1,4e-06
KMQ93623.1,XP_012174311.1,3e-12
KMQ93624.1,XP_012170311.1,0.0
KMQ93625.1,XP_012166120.1,2e-37
KMQ93626.1,XP_012164640.1,0.0
KMQ93627.1,XP_003395388.1,6e-127
KMQ93628.1,XP_012164509.1,6e-13
KMQ93630.1,XP_012164509.1,2e-139
KMQ93631.1,XP_012164196.1,9e-108
KMQ93632.1,XP_003395116.1,2e-67
KMQ93633.1,XP_012163805.1,2e-47
KMQ93633.1,XP_012163805.1,3e-23
KMQ93634.1,XP_003395697.1,0.0
KMQ93635.1,XP_012163797.1,0.0
KMQ93636.1,XP_012163793.1,1e-136
KMQ93637.1,XP_003395688.1,6e-58
KMQ93638.1,XP_012167204.1,4e-95
KMQ93638.1,XP_012167204.1,3e-10
KMQ93639.1,XP_003397705.1,0.0
KMQ93645.1,XP_012163187.1,0.0
KMQ93646.1,XP_003393776.1,4e-178
KMQ93648.1,XP_003393281.1,0.0
KMQ93649.1,XP_003401425.1,0.0
KMQ93650.1,XP_012172347.1,0.0
KMQ93651.1,XP_003393735.1,1e-115
KMQ93652.1,XP_012168744.1,8e-66
KMQ93654.1,XP_012168744.1,0.0
KMQ93655.1,XP_012168247.1,0.0
KMQ93656.1,XP_012166967.1,3e-11
KMQ93656.1,XP_012166967.1,5e-05
KMQ93657.1,XP_012169048.1,4e-43
KMQ93657.1,XP_012169048.1,1e-28
KMQ93658.1,XP_003394921.1,1e-47
KMQ93659.1,XP_003394912.1,0.0
KMQ93660.1,XP_003395008.1,8e-69
KMQ93662.1,XP_012170209.1,6e-23
KMQ93663.1,XP_003397535.2,8e-47
KMQ93664.1,XP_012166914.1,0.0
KMQ93665.1,XP_012172650.1,0.0
KMQ93665.1,XP_012172650.1,1e-06
KMQ93666.1,XP_012168298.1,0.0
KMQ93667.1,XP_003402672.1,3e-84
KMQ93668.1,XP_012174335.1,1e-137
KMQ93670.1,XP_012169936.1,1e-146
KMQ93671.1,XP_003402574.1,0.0
KMQ93672.1,XP_012167150.1,2e-47
KMQ93673.1,XP_003397594.1,1e-24
KMQ93674.1,XP_003393705.1,8e-13
KMQ93675.1,XP_012174613.1,2e-10
KMQ93677.1,XP_012173074.1,0.0
KMQ93677.1,XP_012173074.1,1e-123
KMQ93677.1,XP_012173074.1,3e-06
KMQ93678.1,XP_012168953.1,0.0
KMQ93679.1,XP_012164166.1,0.0
KMQ93679.1,XP_012164166.1,6e-59
KMQ93680.1,XP_003395669.1,0.0
KMQ93681.1,XP_012165702.1,1e-31
KMQ93682.1,XP_012165702.1,1e-23
KMQ93682.1,XP_012165702.1,3e-11
KMQ93683.1,XP_012165214.1,1e-50
KMQ93686.1,XP_012172982.1,1e-26
KMQ93687.1,XP_012171989.1,1e-11
KMQ93688.1,XP_012173997.1,3e-11
KMQ93689.1,XP_012173831.1,2e-31
KMQ93691.1,XP_012175328.1,9e-41
KMQ93692.1,XP_012174411.1,1e-11
KMQ93693.1,XP_012174411.1,3e-61
KMQ93694.1,XP_012174411.1,6e-12
KMQ93695.1,XP_003402612.1,0.0
KMQ93696.1,XP_003396821.2,0.0
KMQ93698.1,XP_003395457.1,0.0
KMQ93699.1,XP_003395799.1,0.0
KMQ93700.1,XP_003395802.1,6e-116
KMQ93701.1,XP_003395804.1,8e-75
KMQ93702.1,XP_012164979.1,1e-166
KMQ93703.1,XP_003396228.1,6e-24
KMQ93707.1,XP_012174528.1,6e-12
KMQ93710.1,XP_012172982.1,9e-48
KMQ93711.1,XP_012174211.1,1e-18
KMQ93713.1,XP_012175273.1,2e-05
KMQ93714.1,XP_012176306.1,1e-08
KMQ93716.1,XP_003393172.1,2e-95
KMQ93717.1,XP_003400318.1,5e-134
KMQ93718.1,XP_003400175.2,5e-170
KMQ93718.1,XP_003400175.2,1e-168
KMQ93719.1,XP_012170919.1,3e-93
KMQ93720.1,XP_012169510.1,1e-118
KMQ93721.1,XP_003399167.1,1e-154
KMQ93722.1,XP_012169441.1,4e-162
