lf,am,evalue
TRINITY_DN22475_c0_g1_i1|m.12116,XP_012175903.1,1e-46
TRINITY_DN2247_c0_g1_i1|m.30997,XP_012170222.1,3e-126
TRINITY_DN2248_c0_g1_i1|m.30966,XP_012170421.1,0.0
TRINITY_DN22580_c0_g1_i1|m.50458,XP_003393028.1,1e-61
TRINITY_DN2269_c0_g1_i1|m.30962,XP_012175834.1,1e-110
TRINITY_DN2269_c0_g1_i1|m.30962,XP_012175834.1,2e-61
TRINITY_DN2269_c1_g1_i1|m.30964,XP_012175834.1,3e-178
TRINITY_DN22702_c0_g1_i1|m.9431,XP_012169820.1,1e-06
TRINITY_DN22702_c0_g1_i1|m.9431,XP_012169820.1,5e-06
TRINITY_DN22715_c0_g1_i1|m.9432,XP_012173026.1,5e-10
TRINITY_DN22731_c0_g1_i1|m.9427,XP_012171363.1,2e-17
TRINITY_DN22746_c0_g1_i1|m.9430,XP_003394750.1,4e-49
TRINITY_DN22777_c0_g1_i1|m.9428,XP_012175114.1,7e-73
TRINITY_DN2279_c0_g1_i1|m.30978,XP_012171063.1,1e-81
TRINITY_DN22828_c0_g1_i1|m.25618,XP_012163891.1,1e-74
TRINITY_DN22860_c0_g1_i1|m.25617,XP_012172520.1,2e-29
TRINITY_DN22928_c0_g1_i1|m.42758,XP_012165045.1,5e-05
TRINITY_DN22955_c0_g1_i1|m.42775,XP_012164720.1,3e-26
TRINITY_DN22956_c0_g1_i1|m.42737,XP_012166518.1,5e-76
TRINITY_DN22959_c0_g1_i1|m.42757,XP_012170274.1,2e-59
TRINITY_DN22960_c0_g1_i1|m.42741,XP_012173888.1,0.0
TRINITY_DN22961_c0_g1_i1|m.42751,XP_012175085.1,0.0
TRINITY_DN22965_c0_g1_i1|m.42778,XP_012176742.1,1e-35
TRINITY_DN22966_c0_g1_i1|m.42755,XP_003396491.1,0.0
TRINITY_DN22966_c0_g1_i1|m.42755,XP_003396491.1,7e-27
TRINITY_DN22966_c0_g1_i1|m.42755,XP_003396491.1,8e-27
TRINITY_DN22966_c0_g1_i1|m.42755,XP_003396491.1,1e-25
TRINITY_DN22966_c0_g1_i1|m.42755,XP_003396491.1,5e-21
TRINITY_DN22966_c0_g1_i1|m.42755,XP_003396491.1,1e-17
TRINITY_DN22966_c0_g1_i1|m.42755,XP_003396491.1,2e-13
TRINITY_DN22966_c0_g1_i1|m.42755,XP_003396491.1,5e-10
TRINITY_DN22966_c0_g1_i1|m.42755,XP_003396491.1,9e-08
TRINITY_DN22966_c0_g1_i1|m.42755,XP_003396491.1,4e-06
TRINITY_DN22969_c1_g1_i1|m.42766,XP_012167824.1,6e-98
TRINITY_DN22969_c1_g1_i1|m.42765,XP_012167818.1,9e-83
TRINITY_DN2296_c0_g1_i1|m.30999,XP_003402924.1,8e-110
TRINITY_DN22974_c0_g1_i1|m.42743,XP_012164861.1,1e-46
TRINITY_DN22975_c0_g1_i1|m.42774,XP_012166131.1,7e-17
TRINITY_DN22977_c0_g1_i1|m.42780,XP_003397162.2,8e-45
TRINITY_DN22978_c0_g1_i1|m.42770,XP_003402549.2,0.0
TRINITY_DN22978_c0_g1_i1|m.42771,XP_012166076.1,1e-164
TRINITY_DN22979_c0_g1_i1|m.42782,XP_012171152.1,1e-29
TRINITY_DN22983_c0_g1_i1|m.42759,XP_003393940.1,2e-26
TRINITY_DN22987_c0_g1_i1|m.42779,XP_012168233.1,3e-55
TRINITY_DN22988_c0_g1_i1|m.42769,XP_012173773.1,9e-66
TRINITY_DN22990_c0_g1_i1|m.42740,XP_003394799.1,0.0
TRINITY_DN22993_c0_g1_i1|m.42753,XP_012168772.1,0.0
TRINITY_DN22995_c0_g1_i1|m.42745,XP_012176334.1,2e-148
TRINITY_DN22995_c0_g1_i1|m.42745,XP_012176334.1,2e-11
TRINITY_DN22995_c0_g1_i1|m.42745,XP_012176334.1,3e-09
TRINITY_DN22995_c0_g1_i1|m.42745,XP_012176334.1,1e-05
TRINITY_DN22996_c0_g1_i1|m.42762,XP_012168879.1,0.0
TRINITY_DN22998_c0_g1_i1|m.42744,XP_012172523.1,2e-65
TRINITY_DN22999_c0_g1_i1|m.42768,XP_012164051.1,1e-78
TRINITY_DN2299_c1_g1_i1|m.30988,XP_012175673.1,2e-96
TRINITY_DN229_c0_g1_i1|m.27911,XP_003399346.1,1e-127
TRINITY_DN23007_c0_g1_i1|m.11355,XP_003396083.1,1e-90
TRINITY_DN23008_c0_g1_i1|m.11352,XP_003402196.1,0.0
TRINITY_DN23010_c0_g1_i1|m.11372,XP_003393618.1,0.0
TRINITY_DN23014_c0_g1_i1|m.11405,XP_012176634.1,5e-151
TRINITY_DN23017_c0_g1_i1|m.11406,XP_012163725.1,2e-63
TRINITY_DN23019_c0_g1_i1|m.11403,XP_012167695.1,4e-52
TRINITY_DN23026_c0_g1_i1|m.11386,XP_003401725.1,3e-114
TRINITY_DN23026_c0_g1_i1|m.11385,XP_003401725.1,0.0
TRINITY_DN23027_c0_g1_i1|m.11359,XP_012163497.1,5e-134
TRINITY_DN23031_c0_g1_i1|m.11377,XP_012172236.1,1e-24
TRINITY_DN23040_c0_g1_i1|m.11401,XP_003395091.1,0.0
TRINITY_DN23042_c0_g1_i1|m.11391,XP_012171599.1,6e-52
TRINITY_DN2304_c0_g1_i1|m.31042,XP_012168932.1,3e-82
TRINITY_DN23055_c0_g1_i1|m.11365,XP_003399439.2,5e-83
TRINITY_DN23059_c0_g1_i1|m.11380,XP_012172693.1,0.0
TRINITY_DN23061_c0_g1_i1|m.11382,XP_012170402.1,4e-108
TRINITY_DN23069_c0_g1_i1|m.11375,XP_012175095.1,2e-41
TRINITY_DN2306_c0_g1_i1|m.31082,XP_012167437.1,7e-43
TRINITY_DN23078_c0_g1_i1|m.11374,XP_003401124.2,0.0
TRINITY_DN23081_c0_g1_i1|m.11368,XP_012171986.1,2e-23
TRINITY_DN23083_c0_g1_i1|m.11366,XP_012166669.1,2e-09
TRINITY_DN23090_c0_g1_i1|m.11388,XP_003395765.1,6e-144
TRINITY_DN23094_c0_g1_i1|m.11370,XP_012170925.1,1e-25
TRINITY_DN23099_c0_g1_i1|m.11396,XP_012169873.1,5e-27
TRINITY_DN23107_c0_g1_i1|m.26153,XP_012164826.1,7e-136
TRINITY_DN23108_c0_g1_i1|m.26113,XP_012176199.1,9e-136
TRINITY_DN23108_c0_g1_i1|m.26113,XP_012176199.1,1e-13
TRINITY_DN23108_c0_g1_i1|m.26113,XP_012176199.1,2e-05
TRINITY_DN23115_c0_g1_i1|m.26129,XP_003396093.1,4e-98
TRINITY_DN23116_c0_g1_i1|m.26122,XP_003394324.1,4e-09
TRINITY_DN23117_c0_g1_i1|m.26117,XP_012165043.1,0.0
TRINITY_DN23118_c0_g1_i1|m.26149,XP_012170184.1,3e-68
TRINITY_DN23118_c0_g1_i1|m.26149,XP_012170184.1,2e-14
TRINITY_DN23118_c0_g1_i1|m.26149,XP_012170184.1,2e-12
TRINITY_DN23118_c0_g1_i1|m.26149,XP_012170184.1,9e-05
TRINITY_DN2311_c0_g1_i1|m.31080,XP_012169708.1,1e-36
TRINITY_DN23121_c0_g1_i1|m.26152,XP_012164721.1,2e-156
TRINITY_DN23125_c0_g1_i1|m.26148,XP_012176474.1,0.0
TRINITY_DN23127_c0_g1_i1|m.26145,XP_012168747.1,0.0
TRINITY_DN23130_c0_g1_i1|m.26138,XP_012165004.1,1e-36
TRINITY_DN23131_c0_g1_i1|m.26139,XP_003400510.1,9e-09
TRINITY_DN23133_c0_g1_i1|m.26120,XP_012175267.1,2e-55
TRINITY_DN23135_c0_g1_i1|m.26140,XP_012175692.1,5e-112
TRINITY_DN23136_c0_g1_i1|m.26143,XP_012174751.1,8e-75
TRINITY_DN23139_c0_g1_i1|m.26093,XP_003393693.2,4e-36
TRINITY_DN23144_c0_g1_i1|m.26096,XP_003401125.1,0.0
TRINITY_DN23149_c0_g1_i1|m.26135,XP_012172496.1,0.0
TRINITY_DN23150_c0_g1_i1|m.26100,XP_012164377.1,9e-171
TRINITY_DN23154_c0_g1_i1|m.26137,XP_012176729.1,4e-101
TRINITY_DN23157_c0_g1_i1|m.26121,XP_003398908.1,2e-148
TRINITY_DN23159_c0_g1_i1|m.26130,XP_003398911.1,3e-77
TRINITY_DN23167_c0_g1_i1|m.26134,XP_012176102.1,1e-141
TRINITY_DN23168_c0_g1_i1|m.26094,XP_012165589.1,2e-76
TRINITY_DN23168_c0_g2_i1|m.26095,XP_003396578.1,9e-78
TRINITY_DN23172_c0_g1_i1|m.26151,XP_003399556.2,2e-38
TRINITY_DN23175_c0_g1_i1|m.26115,XP_003399682.1,2e-177
TRINITY_DN23179_c0_g1_i1|m.26103,XP_012166479.1,0.0
TRINITY_DN23183_c0_g1_i1|m.26133,XP_012169610.1,3e-18
TRINITY_DN23184_c0_g1_i1|m.26098,XP_012174572.1,0.0
TRINITY_DN23187_c0_g1_i1|m.26107,XP_003399888.1,3e-164
TRINITY_DN23189_c0_g1_i1|m.26108,XP_003398981.1,0.0
TRINITY_DN23190_c0_g1_i1|m.26116,XP_003393523.1,4e-132
TRINITY_DN23192_c0_g1_i1|m.26136,XP_012171200.1,2e-177
TRINITY_DN23194_c0_g1_i1|m.26106,XP_003399890.1,2e-76
TRINITY_DN23195_c0_g1_i1|m.26144,XP_012166030.1,0.0
TRINITY_DN23207_c0_g1_i1|m.28738,XP_003392985.1,2e-118
TRINITY_DN23208_c0_g1_i1|m.28713,XP_012170018.1,0.0
TRINITY_DN23213_c0_g1_i1|m.28703,XP_003401344.1,3e-96
TRINITY_DN23213_c0_g1_i1|m.28704,XP_003401344.1,3e-24
TRINITY_DN23217_c0_g1_i1|m.28705,XP_012174212.1,3e-153
TRINITY_DN23218_c0_g1_i1|m.28722,XP_003398019.1,2e-144
TRINITY_DN23221_c0_g1_i1|m.28698,XP_012163293.1,0.0
TRINITY_DN23223_c0_g1_i1|m.28737,XP_012167290.1,3e-60
TRINITY_DN23229_c0_g1_i1|m.28696,XP_003403408.2,1e-31
TRINITY_DN23243_c0_g1_i1|m.28719,XP_012172083.1,0.0
TRINITY_DN23245_c0_g1_i1|m.28697,XP_003393621.1,0.0
TRINITY_DN23247_c0_g1_i1|m.28733,XP_012175268.1,3e-10
TRINITY_DN23252_c0_g1_i1|m.28720,XP_012174560.1,5e-161
TRINITY_DN23254_c0_g1_i1|m.28717,XP_003393841.1,3e-163
TRINITY_DN23261_c0_g1_i1|m.28711,XP_012166669.1,1e-13
TRINITY_DN23262_c0_g1_i1|m.28709,XP_012163147.1,7e-39
TRINITY_DN23264_c0_g1_i1|m.28727,XP_012174572.1,1e-32
TRINITY_DN23265_c0_g1_i1|m.28729,XP_003396675.1,8e-56
TRINITY_DN23274_c0_g1_i1|m.28736,XP_012173674.1,3e-22
TRINITY_DN23276_c0_g1_i1|m.28732,XP_012163890.1,2e-93
TRINITY_DN23277_c0_g1_i1|m.28724,XP_003398720.2,3e-107
TRINITY_DN2327_c0_g1_i1|m.31045,XP_003394570.2,4e-09
TRINITY_DN23281_c0_g1_i1|m.28710,XP_003399127.1,8e-136
TRINITY_DN23281_c0_g1_i1|m.28710,XP_003399127.1,2e-109
TRINITY_DN23281_c0_g1_i1|m.28710,XP_003399127.1,5e-70
TRINITY_DN23281_c0_g1_i1|m.28710,XP_003399127.1,8e-69
TRINITY_DN23283_c0_g1_i1|m.28708,XP_012167280.1,2e-137
TRINITY_DN23286_c0_g1_i1|m.28725,XP_012169774.1,2e-61
TRINITY_DN23294_c0_g1_i1|m.28730,XP_012174200.1,1e-98
TRINITY_DN23296_c0_g1_i1|m.28701,XP_003398518.1,1e-86
TRINITY_DN23300_c0_g1_i1|m.31218,XP_012169915.1,1e-176
TRINITY_DN23304_c0_g1_i1|m.31214,XP_012171892.1,5e-160
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,0.0
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,2e-102
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,6e-100
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,1e-94
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,2e-92
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,6e-92
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,2e-91
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,1e-90
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,1e-88
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,3e-87
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,1e-79
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,2e-79
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,6e-76
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,3e-75
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,3e-74
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,4e-69
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,1e-40
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,7e-33
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,1e-31
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,1e-29
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,1e-28
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,7e-27
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,5e-24
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,2e-20
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,5e-09
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,2e-07
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,5e-06
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,8e-06
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,5e-05
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,6e-05
TRINITY_DN23310_c0_g1_i1|m.31183,XP_012166070.1,1e-04
TRINITY_DN23313_c0_g1_i1|m.31187,XP_003398829.1,0.0
TRINITY_DN23313_c0_g1_i1|m.31187,XP_003398829.1,7e-07
TRINITY_DN23314_c0_g1_i1|m.31178,XP_003400369.2,1e-51
TRINITY_DN23315_c0_g1_i1|m.31189,XP_003397435.1,8e-141
TRINITY_DN23317_c0_g1_i1|m.31197,XP_012164403.1,2e-42
TRINITY_DN23317_c0_g1_i1|m.31196,XP_012164403.1,3e-07
TRINITY_DN23327_c0_g1_i1|m.31193,XP_012163422.1,4e-14
TRINITY_DN2332_c0_g1_i1|m.31063,XP_012167942.1,0.0
TRINITY_DN23330_c0_g1_i1|m.31198,XP_003400845.1,3e-99
TRINITY_DN23331_c0_g1_i1|m.31180,XP_012165785.1,0.0
TRINITY_DN23331_c0_g2_i1|m.31182,XP_012165785.1,0.0
TRINITY_DN23336_c0_g1_i1|m.31219,XP_003393373.1,1e-57
TRINITY_DN23338_c0_g1_i1|m.31200,XP_003397279.1,0.0
TRINITY_DN23343_c0_g1_i1|m.31184,XP_003401138.1,3e-49
TRINITY_DN23349_c0_g1_i1|m.31185,XP_012167474.1,2e-113
TRINITY_DN23353_c0_g1_i1|m.31204,XP_003396491.1,0.0
TRINITY_DN23353_c0_g1_i1|m.31204,XP_003396491.1,1e-11
TRINITY_DN23358_c0_g1_i1|m.31208,XP_012168626.1,4e-80
TRINITY_DN23359_c0_g1_i1|m.31221,XP_012172633.1,0.0
TRINITY_DN23361_c0_g1_i1|m.31191,XP_012168505.1,1e-120
TRINITY_DN23363_c0_g1_i1|m.31212,XP_003394412.1,5e-153
TRINITY_DN23370_c0_g1_i1|m.31213,XP_012171414.1,2e-140
TRINITY_DN23374_c0_g1_i1|m.31207,XP_012170990.1,4e-52
TRINITY_DN23383_c0_g1_i1|m.31203,XP_003398613.1,1e-64
TRINITY_DN23385_c0_g1_i1|m.31179,XP_012165672.1,9e-41
TRINITY_DN23402_c0_g1_i1|m.21675,XP_012163841.1,2e-68
TRINITY_DN23403_c0_g1_i1|m.21662,XP_012175328.1,3e-12
TRINITY_DN23409_c0_g1_i1|m.21661,XP_003403346.1,1e-156
TRINITY_DN23417_c0_g1_i1|m.21671,XP_012163279.1,0.0
TRINITY_DN23425_c0_g1_i1|m.21646,XP_003399524.1,6e-22
TRINITY_DN23428_c0_g1_i1|m.21635,XP_012171900.1,3e-48
TRINITY_DN23432_c0_g1_i1|m.21664,XP_003395670.1,0.0
TRINITY_DN23436_c0_g1_i1|m.21667,XP_012167044.1,8e-30
TRINITY_DN23436_c0_g2_i1|m.21668,XP_012167044.1,7e-30
TRINITY_DN2343_c0_g1_i1|m.31053,XP_003399785.1,0.0
TRINITY_DN23441_c0_g1_i1|m.21642,XP_003398314.1,0.0
TRINITY_DN23448_c0_g1_i1|m.21649,XP_003396035.1,3e-44
TRINITY_DN23450_c0_g1_i1|m.21669,XP_003398020.1,7e-75
TRINITY_DN23457_c0_g1_i1|m.21639,XP_003401455.1,0.0
TRINITY_DN23467_c0_g1_i1|m.21655,XP_003400083.1,0.0
TRINITY_DN23467_c0_g2_i1|m.21658,XP_003400083.1,1e-177
TRINITY_DN23476_c0_g1_i1|m.21653,XP_003397887.1,3e-114
TRINITY_DN23481_c0_g1_i1|m.21666,XP_003393695.1,3e-91
TRINITY_DN23484_c0_g1_i1|m.21648,XP_012164398.1,5e-93
TRINITY_DN23485_c0_g1_i1|m.21640,XP_012168312.1,3e-38
TRINITY_DN23485_c0_g1_i1|m.21640,XP_012168312.1,5e-13
TRINITY_DN23490_c0_g1_i1|m.21652,XP_012171721.1,9e-44
TRINITY_DN23497_c0_g1_i1|m.21677,XP_012166296.1,7e-40
TRINITY_DN23497_c0_g1_i1|m.21677,XP_012166296.1,5e-23
TRINITY_DN23499_c0_g1_i1|m.21663,XP_003398718.2,5e-34
TRINITY_DN23505_c0_g1_i1|m.48843,XP_012167357.1,2e-148
TRINITY_DN23514_c0_g1_i1|m.48830,XP_012175104.1,4e-90
TRINITY_DN23519_c0_g1_i1|m.48841,XP_012166386.1,2e-90
TRINITY_DN2351_c0_g1_i1|m.31043,XP_012174528.1,5e-20
TRINITY_DN2351_c0_g2_i1|m.31044,XP_012174528.1,4e-20
TRINITY_DN23528_c0_g1_i1|m.48824,XP_012165646.1,1e-66
TRINITY_DN2352_c0_g1_i1|m.31054,XP_003399603.1,0.0
TRINITY_DN2352_c0_g2_i1|m.31056,XP_003399603.1,0.0
TRINITY_DN23530_c0_g1_i1|m.48823,XP_012167687.1,3e-53
TRINITY_DN2354_c0_g1_i1|m.31061,XP_012176218.1,4e-54
TRINITY_DN23561_c0_g1_i1|m.48802,XP_012173764.1,3e-10
TRINITY_DN23564_c0_g1_i1|m.48839,XP_012169029.1,2e-94
TRINITY_DN23564_c0_g1_i1|m.48839,XP_012169029.1,5e-12
TRINITY_DN23568_c0_g1_i1|m.48840,XP_012171676.1,0.0
TRINITY_DN23570_c0_g1_i1|m.48811,XP_012169030.1,2e-39
TRINITY_DN23571_c0_g1_i1|m.48836,XP_003402203.1,4e-90
TRINITY_DN23572_c0_g1_i1|m.48804,XP_012170631.1,0.0
TRINITY_DN23585_c0_g1_i1|m.48825,NP_001267840.1,2e-73
TRINITY_DN23586_c0_g1_i1|m.48835,XP_012163497.1,5e-141
TRINITY_DN23589_c0_g1_i1|m.48842,XP_003398424.1,2e-07
TRINITY_DN2358_c0_g1_i1|m.31074,XP_012166295.1,4e-100
TRINITY_DN2358_c0_g2_i1|m.31075,XP_012166296.1,1e-91
TRINITY_DN23590_c0_g1_i1|m.48829,XP_012170935.1,1e-19
TRINITY_DN23591_c0_g1_i1|m.48822,XP_012163412.1,5e-08
TRINITY_DN23594_c0_g1_i1|m.48803,XP_003398486.1,2e-95
TRINITY_DN23596_c0_g1_i1|m.48828,XP_012167041.1,2e-41
TRINITY_DN23597_c0_g1_i1|m.48832,XP_012175890.1,9e-25
TRINITY_DN23604_c0_g1_i1|m.30900,XP_012164720.1,5e-07
TRINITY_DN23606_c0_g1_i1|m.30898,XP_003393833.1,3e-18
TRINITY_DN23607_c0_g1_i1|m.30927,XP_003394750.1,0.0
TRINITY_DN23609_c0_g1_i1|m.30957,XP_012163634.1,2e-32
TRINITY_DN23610_c0_g1_i1|m.30932,XP_012163888.1,7e-73
TRINITY_DN23610_c0_g1_i1|m.30932,XP_012163888.1,2e-07
TRINITY_DN23610_c0_g1_i1|m.30932,XP_012163888.1,1e-06
TRINITY_DN23618_c0_g1_i1|m.30925,XP_012164137.1,2e-08
TRINITY_DN23619_c0_g1_i1|m.30924,XP_012175904.1,2e-45
TRINITY_DN23620_c0_g1_i1|m.30951,XP_003396783.2,1e-16
TRINITY_DN23620_c0_g1_i1|m.30951,XP_003396783.2,2e-16
TRINITY_DN23620_c0_g1_i1|m.30951,XP_003396783.2,2e-07
TRINITY_DN23621_c0_g1_i1|m.30936,XP_003392930.1,2e-87
TRINITY_DN23631_c0_g1_i1|m.30944,XP_012164643.1,7e-96
TRINITY_DN23633_c0_g1_i1|m.30952,XP_012174454.1,1e-55
TRINITY_DN23636_c0_g1_i1|m.30958,XP_003398876.1,1e-82
TRINITY_DN23636_c0_g1_i1|m.30958,XP_003398876.1,4e-11
TRINITY_DN23636_c0_g1_i1|m.30958,XP_003398876.1,2e-08
TRINITY_DN23636_c0_g1_i1|m.30958,XP_003398876.1,4e-05
TRINITY_DN2363_c0_g1_i1|m.31064,XP_012165162.1,0.0
TRINITY_DN2363_c0_g2_i1|m.31067,XP_012165162.1,0.0
TRINITY_DN23643_c0_g1_i1|m.30954,XP_003396149.1,6e-35
TRINITY_DN2364_c0_g1_i1|m.31062,XP_012166618.1,4e-120
TRINITY_DN23652_c0_g1_i1|m.30918,XP_003403334.1,1e-44
TRINITY_DN23653_c0_g1_i1|m.30933,XP_012175953.1,8e-63
TRINITY_DN23654_c0_g1_i1|m.30946,XP_012175922.1,0.0
TRINITY_DN23656_c0_g1_i1|m.30912,XP_012169943.1,2e-113
TRINITY_DN23657_c0_g1_i1|m.30943,XP_003396901.1,1e-154
TRINITY_DN23663_c0_g1_i1|m.30949,XP_012171988.1,8e-28
TRINITY_DN2366_c0_g1_i1|m.31076,XP_012172506.1,1e-15
TRINITY_DN2366_c0_g2_i1|m.31077,XP_012172506.1,5e-16
TRINITY_DN23677_c0_g1_i1|m.30920,XP_003397560.1,3e-48
TRINITY_DN23677_c0_g2_i1|m.30921,XP_003397560.1,3e-48
TRINITY_DN23678_c0_g1_i1|m.30919,XP_003393789.1,3e-68
TRINITY_DN23679_c0_g1_i1|m.30941,XP_012173307.1,0.0
TRINITY_DN2367_c0_g1_i1|m.31050,XP_012168387.1,2e-131
TRINITY_DN23683_c0_g1_i1|m.30897,XP_003402180.1,1e-07
TRINITY_DN23687_c0_g1_i1|m.30905,XP_012166071.1,4e-47
TRINITY_DN23687_c0_g1_i1|m.30905,XP_012166071.1,5e-08
TRINITY_DN23690_c0_g1_i1|m.30935,XP_012164741.1,9e-101
TRINITY_DN23692_c0_g1_i1|m.30953,XP_012176657.1,0.0
TRINITY_DN23694_c0_g1_i1|m.30929,XP_003396885.1,1e-174
TRINITY_DN23698_c0_g1_i1|m.30915,XP_012167924.1,1e-67
TRINITY_DN23713_c0_g1_i1|m.15973,XP_003397002.1,4e-56
TRINITY_DN23716_c0_g1_i1|m.15970,XP_012168282.1,6e-29
TRINITY_DN23717_c0_g1_i1|m.15956,XP_012166854.1,2e-10
TRINITY_DN2371_c0_g1_i1|m.31047,XP_012173336.1,4e-07
TRINITY_DN2371_c0_g2_i1|m.31049,XP_012173336.1,4e-07
TRINITY_DN23720_c0_g1_i1|m.15945,XP_012163922.1,2e-43
TRINITY_DN2372_c1_g1_i1|m.31041,XP_012175697.1,1e-56
TRINITY_DN2372_c1_g1_i1|m.31041,XP_012175697.1,4e-08
TRINITY_DN2372_c1_g1_i1|m.31041,XP_012175697.1,7e-06
TRINITY_DN23737_c0_g1_i1|m.15976,XP_003393892.1,9e-50
TRINITY_DN23737_c0_g1_i1|m.15976,XP_003393892.1,9e-09
TRINITY_DN2373_c0_g1_i1|m.31073,XP_003393775.1,2e-111
TRINITY_DN23747_c0_g1_i1|m.15953,XP_003397719.1,2e-05
TRINITY_DN23749_c0_g1_i1|m.15979,XP_012168701.1,0.0
TRINITY_DN23751_c0_g1_i1|m.15947,XP_012167152.1,1e-78
TRINITY_DN23751_c0_g1_i1|m.15946,XP_012167152.1,1e-78
TRINITY_DN23751_c0_g2_i1|m.15948,XP_012167152.1,1e-78
TRINITY_DN23753_c0_g1_i1|m.15975,XP_003396491.1,5e-60
TRINITY_DN23761_c0_g1_i1|m.15971,XP_003395458.1,3e-114
TRINITY_DN23762_c0_g1_i1|m.15957,XP_012164504.1,4e-34
TRINITY_DN23765_c0_g1_i1|m.15981,XP_003394599.1,0.0
TRINITY_DN23765_c0_g2_i1|m.15985,XP_003394599.1,0.0
TRINITY_DN23774_c0_g1_i1|m.15954,XP_003395885.1,6e-34
TRINITY_DN23777_c0_g1_i1|m.15966,XP_003397134.1,0.0
TRINITY_DN23781_c0_g1_i1|m.15961,XP_003402821.1,3e-24
TRINITY_DN23782_c0_g1_i1|m.15959,XP_003403363.1,5e-86
TRINITY_DN23787_c0_g1_i1|m.15965,XP_003398815.1,1e-85
TRINITY_DN23805_c0_g1_i1|m.42639,XP_012164088.1,6e-39
TRINITY_DN2380_c0_g1_i1|m.31070,XP_003400827.1,2e-126
TRINITY_DN2380_c0_g2_i1|m.31071,XP_012171877.1,8e-96
TRINITY_DN23816_c0_g1_i1|m.42660,XP_012164720.1,9e-47
TRINITY_DN23819_c0_g1_i1|m.42648,XP_012174005.1,5e-17
TRINITY_DN23820_c0_g1_i1|m.42656,XP_003393599.1,9e-44
TRINITY_DN23822_c0_g1_i1|m.42674,XP_012176407.1,0.0
TRINITY_DN23832_c0_g1_i1|m.42669,XP_003402722.1,3e-40
TRINITY_DN23840_c0_g1_i1|m.42630,XP_012169487.1,0.0
TRINITY_DN23847_c0_g1_i1|m.42629,XP_012171181.1,0.0
TRINITY_DN23858_c0_g1_i1|m.42670,XP_003400146.1,0.0
TRINITY_DN23868_c0_g1_i1|m.42658,XP_012164178.1,0.0
TRINITY_DN23870_c0_g1_i1|m.42665,XP_012169840.1,0.0
TRINITY_DN23874_c0_g1_i1|m.42654,XP_012172867.1,1e-29
TRINITY_DN23884_c0_g1_i1|m.42638,XP_003398718.2,7e-84
TRINITY_DN23896_c0_g1_i1|m.42624,XP_012166656.1,1e-51
TRINITY_DN23897_c0_g1_i1|m.42626,XP_003398987.1,0.0
TRINITY_DN23899_c0_g1_i1|m.42627,XP_012168053.1,3e-125
TRINITY_DN23901_c0_g1_i1|m.11799,XP_003394200.1,2e-81
TRINITY_DN23913_c0_g1_i1|m.11800,XP_003400060.1,3e-117
TRINITY_DN23928_c0_g1_i1|m.11803,XP_003402925.1,1e-36
TRINITY_DN23953_c0_g1_i1|m.11786,XP_003400458.1,4e-56
TRINITY_DN23958_c0_g1_i1|m.11798,XP_003401048.1,2e-52
TRINITY_DN23959_c0_g1_i1|m.11789,XP_003393287.1,0.0
TRINITY_DN23959_c0_g1_i1|m.11789,XP_003393287.1,2e-16
TRINITY_DN23962_c0_g1_i1|m.11796,XP_012174802.1,1e-124
TRINITY_DN23966_c0_g1_i1|m.11804,XP_012174390.1,0.0
TRINITY_DN23966_c0_g1_i1|m.11805,XP_003402687.1,4e-57
TRINITY_DN23969_c0_g1_i1|m.11807,XP_012167290.1,3e-26
